address,neighbourhood,district,sqft_surface,bedrooms,bathrooms,new_construction,latitude,longitude,price
Camí de Vera,Camí de Vera ,Benimaclet,104.0,3,1,None,39.4874111,-0.3534157,197900.0
Montolivet,Montolivet ,Quatre Carreres,115.0,4,2,None,39.459287700000004,-0.36202140000000005,169900.0
Ciutat Fallera,Ciutat Fallera ,Benicalap,103.0,3,2,None,39.5002224,-0.39209629999999995,133000.0
El Castellar,El Castellar-L'Oliveral ,Pobles del Sud,108.0,3,1,None,39.42943295,-0.3670578686184312,125000.0
El Pilar,El Pilar ,Ciutat Vella,55.0,2,1,None,39.4739726,-0.382343,149900.0
Sant Antoni,Sant Antoni ,La Saïdia,82.0,2,2,None,39.4886268,-0.3725981,180000.0
Torrefiel,Torrefiel ,Rascanya,95.0,3,1,None,39.4946478,-0.376130279007177,123000.0
La Malva,La Malva-rosa ,Poblats Marítims,75.0,3,2,None,39.4802716,-0.32848190000000005,125000.0
Montolivet,Montolivet ,Quatre Carreres,96.0,3,1,None,39.459287700000004,-0.36202140000000005,129900.0
La Malva,La Malva-rosa ,Poblats Marítims,74.0,2,1,None,39.4802716,-0.32848190000000005,124500.0
Nou Moles,Nou Moles ,L'Olivereta,128.0,4,2,None,39.4706037,-0.4023486,167000.0
Nou Moles,Nou Moles ,L'Olivereta,120.0,4,2,None,39.4706037,-0.4023486,159000.0
La Llum,La Llum ,L'Olivereta,121.0,4,2,None,39.468814200000004,-0.4143914000000001,156900.0
La Torre,La Torre ,Pobles del Sud,104.0,3,2,None,39.434090999999995,-0.3912965202989428,162000.0
Malilla,Malilla ,Quatre Carreres,100.0,3,1,None,39.4491066,-0.3755987,199000.0
Marxalenes,Marxalenes ,La Saïdia,62.0,3,1,None,39.487948100000004,-0.3838063,185000.0
En Corts,En Corts ,Quatre Carreres,116.0,3,1,None,39.4569071,-0.3684821,160000.0
Albors,Albors ,Camins al Grau,95.0,3,1,None,39.463404,-0.34741279999999997,124900.0
El Grau,El Grau ,Poblats Marítims,105.0,4,2,None,39.46046810000001,-0.3375307,169000.0
Aiora,Aiora ,Camins al Grau,87.0,3,2,None,39.46649015,-0.33926273895348946,180000.0
Nou Moles,Nou Moles ,L'Olivereta,112.0,4,2,None,39.4706037,-0.4023486,170000.0
Sant Marcel·lí,Sant Marcel·lí ,Jesús,89.0,3,2,None,39.445536499999996,-0.3904804,149000.0
El Pilar,El Pilar ,Ciutat Vella,89.0,3,1,None,39.4739726,-0.382343,180000.0
Sant Marcel·lí,Sant Marcel·lí ,Jesús,93.0,3,2,None,39.445536499999996,-0.3904804,150000.0
L'Amistat,L'Amistat ,Algirós,93.0,4,1,None,39.474305,-0.35221440000000004,179000.0
La Roqueta,La Roqueta ,Extramurs,76.0,3,1,None,39.466956599999996,-0.38027209999999995,179000.0
Nou Moles,Nou Moles ,L'Olivereta,111.0,4,2,None,39.4706037,-0.4023486,185000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,67.0,3,1,None,39.4701544,-0.3323547,125000.0
Tres Forques,Tres Forques ,L'Olivereta,71.0,3,1,None,39.4654122,-0.4024209,125000.0
Nou Moles,Nou Moles ,L'Olivereta,59.0,2,1,None,39.4706037,-0.4023486,144980.0
Albors,Albors ,Camins al Grau,95.0,3,1,None,39.463404,-0.34741279999999997,124900.0
La Creu del Grau,La Creu del Grau ,Camins al Grau,75.0,3,1,None,39.46031355,-0.34172347035523554,160000.0
Montolivet,Montolivet ,Quatre Carreres,95.0,3,1,None,39.459287700000004,-0.36202140000000005,129900.0
El Grau,El Grau ,Poblats Marítims,76.0,3,1,None,39.46046810000001,-0.3375307,130000.0
La Carrasca,La Carrasca ,Algirós,69.0,2,2,None,39.4796238,-0.3444889,143300.0
El Calvari,El Calvari ,Campanar,81.0,2,2,None,39.487336299999996,-0.389406,120000.0
Nou Moles,Nou Moles ,L'Olivereta,84.0,2,1,None,39.4706037,-0.4023486,126000.0
Nou Moles,Nou Moles ,L'Olivereta,88.0,3,1,None,39.4706037,-0.4023486,135500.0
El Pilar,El Pilar ,Ciutat Vella,80.0,3,1,None,39.4739726,-0.382343,175000.0
Nou Moles,Nou Moles ,L'Olivereta,73.0,2,1,None,39.4706037,-0.4023486,125000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,86.0,2,2,None,39.4701544,-0.3323547,159000.0
Trinitat,Trinitat ,La Saïdia,61.0,2,1,None,39.4825907,-0.3697649,165000.0
La Torre,La Torre ,Pobles del Sud,104.0,3,2,None,39.434090999999995,-0.3912965202989428,162000.0
Na Rovella,Na Rovella ,Quatre Carreres,98.0,3,2,None,39.452959299999996,-0.3670913,126000.0
Torrefiel,Torrefiel ,Rascanya,142.0,4,2,None,39.4946478,-0.376130279007177,174000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,60.0,1,1,None,39.4701544,-0.3323547,126000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,76.0,3,1,None,39.4701544,-0.3323547,190000.0
El Perellonet,El Perellonet ,Pobles del Sud,153.0,3,2,None,39.307241,-0.2964027,209000.0
Sant Marcel·lí,Sant Marcel·lí ,Jesús,82.0,3,2,None,39.445536499999996,-0.3904804,129000.0
Malilla,Malilla ,Quatre Carreres,107.0,3,2,None,39.4491066,-0.3755987,172000.0
El Pilar,El Pilar ,Ciutat Vella,89.0,3,1,None,39.4739726,-0.382343,180000.0
Fonteta de Sant Lluís,Fonteta de Sant Lluís ,Quatre Carreres,109.0,4,2,None,39.454653799999996,-0.37151890000000004,167000.0
El Mercat,El Mercat ,Ciutat Vella,46.0,2,2,None,39.4738165,-0.3778455,184157.0
Beteró,Beteró ,Poblats Marítims,81.0,3,1,None,39.47257929999999,-0.3349228,150000.0
Malilla,Malilla ,Quatre Carreres,53.0,1,1,None,39.4491066,-0.3755987,130000.0
Montolivet,Montolivet ,Quatre Carreres,96.0,3,2,None,39.459287700000004,-0.36202140000000005,175000.0
En Corts,En Corts ,Quatre Carreres,100.0,3,1,None,39.4569071,-0.3684821,149000.0
Sant Isidre,Sant Isidre ,Patraix,115.0,3,2,None,39.454018100000006,-0.40280390000000005,164950.0
Morvedre,Morvedre ,La Saïdia,107.0,3,2,None,39.4842793,-0.37553200000000003,140000.0
L'Amistat,L'Amistat ,Algirós,93.0,4,1,None,39.474305,-0.35221440000000004,179000.0
Malilla,Malilla ,Quatre Carreres,85.0,3,1,None,39.4491066,-0.3755987,201900.0
Sant Marcel·lí,Sant Marcel·lí ,Jesús,82.0,3,2,None,39.445536499999996,-0.3904804,129000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,60.0,1,1,None,39.4701544,-0.3323547,126000.0
Nou Moles,Nou Moles ,L'Olivereta,105.0,4,2,None,39.4706037,-0.4023486,154000.0
El Grau,El Grau ,Poblats Marítims,93.0,3,2,None,39.46046810000001,-0.3375307,170000.0
Russafa,Russafa ,L'Eixample,67.0,2,1,None,39.4615201,-0.3725595,165000.0
Massarrojos,Massarrojos ,Pobles del Nord,86.0,2,2,None,39.539344899999996,-0.40341609999999994,190000.0
Malilla,Malilla ,Quatre Carreres,53.0,1,1,None,39.4491066,-0.3755987,130000.0
Malilla,Malilla ,Quatre Carreres,115.0,4,2,None,39.4491066,-0.3755987,159000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,76.0,3,1,None,39.4701544,-0.3323547,190000.0
Montolivet,Montolivet ,Quatre Carreres,85.0,2,1,None,39.459287700000004,-0.36202140000000005,158000.0
Nou Moles,Nou Moles ,L'Olivereta,88.0,3,1,None,39.4706037,-0.4023486,135500.0
Morvedre,Morvedre ,La Saïdia,107.0,3,2,None,39.4842793,-0.37553200000000003,140000.0
Montolivet,Montolivet ,Quatre Carreres,96.0,3,2,None,39.459287700000004,-0.36202140000000005,175000.0
El Carme,El Carme ,Ciutat Vella,53.0,1,1,None,39.47822120000001,-0.3810013,195000.0
Montolivet,Montolivet ,Quatre Carreres,93.0,3,1,None,39.459287700000004,-0.36202140000000005,225000.0
Gran Via,Gran Via ,L'Eixample,67.0,3,1,None,39.4650722,-0.3659044,175000.0
La Roqueta,La Roqueta ,Extramurs,76.0,3,1,None,39.466956599999996,-0.38027209999999995,179000.0
La Torre,La Torre ,Pobles del Sud,104.0,3,2,None,39.434090999999995,-0.3912965202989428,162000.0
Montolivet,Montolivet ,Quatre Carreres,75.0,3,1,None,39.459287700000004,-0.36202140000000005,135000.0
En Corts,En Corts ,Quatre Carreres,116.0,3,1,None,39.4569071,-0.3684821,160000.0
Arrancapins,Arrancapins ,Extramurs,87.0,2,2,None,39.466506700000004,-0.3855,159000.0
Russafa,Russafa ,L'Eixample,68.0,2,1,None,39.4615201,-0.3725595,205000.0
La Xerea,La Xerea ,Ciutat Vella,37.0,1,1,None,39.4746544,-0.37217940000000005,230000.0
Nou Moles,Nou Moles ,L'Olivereta,88.0,3,1,None,39.4706037,-0.4023486,135500.0
La Petxina,La Petxina ,Extramurs,85.0,4,1,None,39.47328710000001,-0.39159829999999995,160000.0
Russafa,Russafa ,L'Eixample,52.0,2,2,None,39.4615201,-0.3725595,172000.0
El Perellonet,El Perellonet ,Pobles del Sud,81.0,3,1,None,39.307241,-0.2964027,128300.00000000001
Arrancapins,Arrancapins ,Extramurs,87.0,2,1,None,39.466506700000004,-0.3855,199000.0
Sant Marcel·lí,Sant Marcel·lí ,Jesús,89.0,3,2,None,39.445536499999996,-0.3904804,149000.0
Sant Antoni,Sant Antoni ,La Saïdia,127.0,5,2,None,39.4886268,-0.3725981,170000.0
Torrefiel,Torrefiel ,Rascanya,87.0,3,1,None,39.4946478,-0.376130279007177,125000.0
La Malva,La Malva-rosa ,Poblats Marítims,75.0,3,2,None,39.4802716,-0.32848190000000005,125000.0
La Roqueta,La Roqueta ,Extramurs,73.0,3,1,None,39.466956599999996,-0.38027209999999995,145000.0
Sant Pau,Sant Pau ,Campanar,103.0,3,2,None,39.4877123,-0.4051598,175000.0
La Malva,La Malva-rosa ,Poblats Marítims,75.0,3,2,None,39.4802716,-0.32848190000000005,125000.0
El Perellonet,El Perellonet ,Pobles del Sud,153.0,3,2,None,39.307241,-0.2964027,209000.0
Malilla,Malilla ,Quatre Carreres,88.0,3,2,None,39.4491066,-0.3755987,170000.0
Morvedre,Morvedre ,La Saïdia,77.0,2,2,None,39.4842793,-0.37553200000000003,139000.0
La Malva,La Malva-rosa ,Poblats Marítims,104.0,3,2,None,39.4802716,-0.32848190000000005,175000.0
Nou Moles,Nou Moles ,L'Olivereta,112.0,4,2,None,39.4706037,-0.4023486,170000.0
Russafa,Russafa ,L'Eixample,66.0,2,1,None,39.4615201,-0.3725595,189000.0
En Corts,En Corts ,Quatre Carreres,173.0,5,2,None,39.4569071,-0.3684821,174900.0
Nou Moles,Nou Moles ,L'Olivereta,73.0,2,1,None,39.4706037,-0.4023486,125000.0
Aiora,Aiora ,Camins al Grau,72.0,3,1,None,39.46649015,-0.33926273895348946,134000.0
La Roqueta,La Roqueta ,Extramurs,75.0,2,2,None,39.466956599999996,-0.38027209999999995,185000.0
Sant Isidre,Sant Isidre ,Patraix,115.0,3,2,None,39.454018100000006,-0.40280390000000005,164950.0
L'Illa Perduda,L'Illa Perduda ,Algirós,85.0,3,1,None,39.469624200000005,-0.3407668,180000.0
El Carme,El Carme ,Ciutat Vella,77.0,3,1,None,39.47822120000001,-0.3810013,175000.0
Aiora,Aiora ,Camins al Grau,72.0,3,1,None,39.46649015,-0.33926273895348946,134000.0
Nou Moles,Nou Moles ,L'Olivereta,100.0,1,1,None,39.4706037,-0.4023486,139000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,55.0,3,1,None,39.4701544,-0.3323547,130000.0
En Corts,En Corts ,Quatre Carreres,116.0,3,1,None,39.4569071,-0.3684821,160000.0
Sant Marcel·lí,Sant Marcel·lí ,Jesús,93.0,3,2,None,39.445536499999996,-0.3904804,150000.0
El Grau,El Grau ,Poblats Marítims,125.0,3,2,None,39.46046810000001,-0.3375307,199000.0
Na Rovella,Na Rovella ,Quatre Carreres,98.0,3,2,None,39.452959299999996,-0.3670913,126000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,86.0,2,2,None,39.4701544,-0.3323547,159000.0
Fonteta de Sant Lluís,Fonteta de Sant Lluís ,Quatre Carreres,120.0,3,2,None,39.454653799999996,-0.37151890000000004,144900.0
El Grau,El Grau ,Poblats Marítims,87.0,3,1,None,39.46046810000001,-0.3375307,132000.0
L'Amistat,L'Amistat ,Algirós,105.0,3,2,None,39.474305,-0.35221440000000004,179000.0
La Llum,La Llum ,L'Olivereta,121.0,4,2,None,39.468814200000004,-0.4143914000000001,156900.0
Nou Moles,Nou Moles ,L'Olivereta,103.0,3,2,None,39.4706037,-0.4023486,169000.0
La Seu,La Seu ,Ciutat Vella,38.0,1,1,None,39.4770971,-0.3753143,161500.0
El Botànic,El Botànic ,Extramurs,36.0,1,1,None,39.4737042,-0.38538340000000004,130000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,60.0,1,1,None,39.4701544,-0.3323547,126000.0
Montolivet,Montolivet ,Quatre Carreres,96.0,3,2,None,39.459287700000004,-0.36202140000000005,175000.0
L'Amistat,L'Amistat ,Algirós,80.0,3,1,None,39.474305,-0.35221440000000004,180000.0
El Saler,El Saler ,Pobles del Sud,83.0,2,1,None,39.383192799999996,-0.332889,210000.0
Arrancapins,Arrancapins ,Extramurs,87.0,2,2,None,39.466506700000004,-0.3855,159000.0
Torrefiel,Torrefiel ,Rascanya,87.0,3,1,None,39.4946478,-0.376130279007177,125000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,105.0,2,1,None,39.4701544,-0.3323547,216900.0
Les Tendetes,Les Tendetes ,Campanar,67.0,2,2,None,39.482569,-0.386126,155000.0
El Botànic,El Botànic ,Extramurs,36.0,1,1,None,39.4737042,-0.38538340000000004,130000.0
Nou Moles,Nou Moles ,L'Olivereta,111.0,4,2,None,39.4706037,-0.4023486,185000.0
El Grau,El Grau ,Poblats Marítims,105.0,4,2,None,39.46046810000001,-0.3375307,169000.0
Sant Pau,Sant Pau ,Campanar,103.0,3,2,None,39.4877123,-0.4051598,175000.0
Nou Moles,Nou Moles ,L'Olivereta,105.0,4,2,None,39.4706037,-0.4023486,154000.0
Nou Moles,Nou Moles ,L'Olivereta,103.0,3,2,None,39.4706037,-0.4023486,169000.0
Nou Moles,Nou Moles ,L'Olivereta,84.0,2,1,None,39.4706037,-0.4023486,126000.0
Russafa,Russafa ,L'Eixample,66.0,2,1,None,39.4615201,-0.3725595,189000.0
Nou Moles,Nou Moles ,L'Olivereta,126.0,4,2,None,39.4706037,-0.4023486,169900.0
La Malva,La Malva-rosa ,Poblats Marítims,66.0,3,1,None,39.4802716,-0.32848190000000005,135000.0
Fonteta de Sant Lluís,Fonteta de Sant Lluís ,Quatre Carreres,109.0,4,2,None,39.454653799999996,-0.37151890000000004,167000.0
La Roqueta,La Roqueta ,Extramurs,75.0,2,2,None,39.466956599999996,-0.38027209999999995,185000.0
Sant Marcel·lí,Sant Marcel·lí ,Jesús,101.0,3,2,None,39.445536499999996,-0.3904804,132000.0
Russafa,Russafa ,L'Eixample,54.0,2,1,None,39.4615201,-0.3725595,165000.0
En Corts,En Corts ,Quatre Carreres,83.0,2,1,None,39.4569071,-0.3684821,129990.00000000001
El Grau,El Grau ,Poblats Marítims,87.0,3,1,None,39.46046810000001,-0.3375307,132000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,85.0,2,2,None,39.4701544,-0.3323547,175000.0
Arrancapins,Arrancapins ,Extramurs,87.0,2,1,None,39.466506700000004,-0.3855,199000.0
La Llum,La Llum ,L'Olivereta,121.0,4,2,None,39.468814200000004,-0.4143914000000001,156900.0
Russafa,Russafa ,L'Eixample,66.0,2,1,None,39.4615201,-0.3725595,189000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,60.0,1,1,None,39.4701544,-0.3323547,170000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,75.0,2,2,None,39.4701544,-0.3323547,130000.0
Na Rovella,Na Rovella ,Quatre Carreres,140.0,3,2,None,39.452959299999996,-0.3670913,190000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,99.0,2,2,None,39.4701544,-0.3323547,225000.0
En Corts,En Corts ,Quatre Carreres,72.0,3,1,None,39.4569071,-0.3684821,140000.0
Arrancapins,Arrancapins ,Extramurs,78.0,2,2,None,39.466506700000004,-0.3855,180000.0
La Roqueta,La Roqueta ,Extramurs,60.0,2,1,None,39.466956599999996,-0.38027209999999995,165000.0
El Castellar,El Castellar-L'Oliveral ,Pobles del Sud,174.0,5,2,None,39.42943295,-0.3670578686184312,170000.0
Les Tendetes,Les Tendetes ,Campanar,67.0,2,2,None,39.482569,-0.386126,155000.0
Nou Moles,Nou Moles ,L'Olivereta,84.0,2,1,None,39.4706037,-0.4023486,126000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,60.0,1,1,None,39.4701544,-0.3323547,170000.0
Benimàmet,Benimàmet ,Pobles de l'Oest,110.0,1,1,None,39.502815999999996,-0.4210846,149900.0
Aiora,Aiora ,Camins al Grau,72.0,3,1,None,39.46649015,-0.33926273895348946,134000.0
El Grau,El Grau ,Poblats Marítims,93.0,3,2,None,39.46046810000001,-0.3375307,170000.0
Aiora,Aiora ,Camins al Grau,136.0,4,2,None,39.46649015,-0.33926273895348946,229000.0
L'Amistat,L'Amistat ,Algirós,105.0,3,2,None,39.474305,-0.35221440000000004,179000.0
El Grau,El Grau ,Poblats Marítims,95.0,2,1,None,39.46046810000001,-0.3375307,175000.0
La Roqueta,La Roqueta ,Extramurs,60.0,2,1,None,39.466956599999996,-0.38027209999999995,165000.0
La Malva,La Malva-rosa ,Poblats Marítims,104.0,3,2,None,39.4802716,-0.32848190000000005,175000.0
Beteró,Beteró ,Poblats Marítims,81.0,3,1,None,39.47257929999999,-0.3349228,150000.0
Sant Marcel·lí,Sant Marcel·lí ,Jesús,101.0,3,2,None,39.445536499999996,-0.3904804,132000.0
Vara de Quart,Vara de Quart ,Patraix,100.0,1,2,None,39.460069700000005,-0.4043545,174900.0
La Malva,La Malva-rosa ,Poblats Marítims,67.0,2,2,None,39.4802716,-0.32848190000000005,165000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,105.0,2,1,None,39.4701544,-0.3323547,216900.0
Fonteta de Sant Lluís,Fonteta de Sant Lluís ,Quatre Carreres,120.0,3,2,None,39.454653799999996,-0.37151890000000004,144900.0
Malilla,Malilla ,Quatre Carreres,107.0,3,2,None,39.4491066,-0.3755987,172000.0
Aiora,Aiora ,Camins al Grau,110.0,4,2,None,39.46649015,-0.33926273895348946,195000.0
Aiora,Aiora ,Camins al Grau,136.0,4,2,None,39.46649015,-0.33926273895348946,229000.0
Trinitat,Trinitat ,La Saïdia,61.0,2,1,None,39.4825907,-0.3697649,165000.0
Russafa,Russafa ,L'Eixample,68.0,2,1,None,39.4615201,-0.3725595,205000.0
Russafa,Russafa ,L'Eixample,67.0,2,1,None,39.4615201,-0.3725595,165000.0
L'Amistat,L'Amistat ,Algirós,99.0,4,2,None,39.474305,-0.35221440000000004,195000.0
El Saler,El Saler ,Pobles del Sud,83.0,2,1,None,39.383192799999996,-0.332889,210000.0
Benimàmet,Benimàmet ,Pobles de l'Oest,110.0,1,1,None,39.502815999999996,-0.4210846,149900.0
En Corts,En Corts ,Quatre Carreres,173.0,5,2,None,39.4569071,-0.3684821,174900.0
Benimàmet,Benimàmet ,Pobles de l'Oest,110.0,1,1,None,39.502815999999996,-0.4210846,149900.0
Aiora,Aiora ,Camins al Grau,89.0,2,1,None,39.46649015,-0.33926273895348946,129900.0
Benimàmet,Benimàmet ,Pobles de l'Oest,84.0,3,1,None,39.502815999999996,-0.4210846,139000.0
En Corts,En Corts ,Quatre Carreres,83.0,2,1,None,39.4569071,-0.3684821,129990.00000000001
El Carme,El Carme ,Ciutat Vella,53.0,1,1,None,39.47822120000001,-0.3810013,195000.0
Arrancapins,Arrancapins ,Extramurs,120.0,3,2,None,39.466506700000004,-0.3855,229950.0
Sant Antoni,Sant Antoni ,La Saïdia,127.0,5,2,None,39.4886268,-0.3725981,170000.0
Montolivet,Montolivet ,Quatre Carreres,93.0,3,1,None,39.459287700000004,-0.36202140000000005,225000.0
El Saler,El Saler ,Pobles del Sud,83.0,2,1,None,39.383192799999996,-0.332889,210000.0
Montolivet,Montolivet ,Quatre Carreres,93.0,3,1,None,39.459287700000004,-0.36202140000000005,225000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,60.0,1,1,None,39.4701544,-0.3323547,170000.0
El Castellar,El Castellar-L'Oliveral ,Pobles del Sud,174.0,5,2,None,39.42943295,-0.3670578686184312,170000.0
Aiora,Aiora ,Camins al Grau,136.0,4,2,None,39.46649015,-0.33926273895348946,229000.0
L'Illa Perduda,L'Illa Perduda ,Algirós,100.0,5,2,None,39.469624200000005,-0.3407668,189900.0
El Castellar,El Castellar-L'Oliveral ,Pobles del Sud,174.0,5,2,None,39.42943295,-0.3670578686184312,170000.0
El Grau,El Grau ,Poblats Marítims,74.0,2,1,None,39.46046810000001,-0.3375307,223000.0
Arrancapins,Arrancapins ,Extramurs,185.0,4,2,None,39.466506700000004,-0.3855,410000.0
Arrancapins,Arrancapins ,Extramurs,58.0,2,1,None,39.466506700000004,-0.3855,210000.0
El Pilar,El Pilar ,Ciutat Vella,88.0,3,1,None,39.4739726,-0.382343,240000.0
La Seu,La Seu ,Ciutat Vella,112.0,3,1,None,39.4770971,-0.3753143,340000.0
Nou Moles,Nou Moles ,L'Olivereta,142.0,4,2,None,39.4706037,-0.4023486,215000.0
Gran Via,Gran Via ,L'Eixample,74.0,3,1,None,39.4650722,-0.3659044,281000.0
Russafa,Russafa ,L'Eixample,120.0,3,2,None,39.4615201,-0.3725595,355000.0
Sant Francesc,Sant Francesc ,Ciutat Vella,91.0,2,2,None,39.4701823,-0.3755728,255000.0
Russafa,Russafa ,L'Eixample,116.0,3,2,None,39.4615201,-0.3725595,320000.0
Gran Via,Gran Via ,L'Eixample,117.0,4,2,None,39.4650722,-0.3659044,298000.0
Sant Francesc,Sant Francesc ,Ciutat Vella,123.0,3,1,None,39.4701823,-0.3755728,380000.0
Russafa,Russafa ,L'Eixample,140.0,3,2,None,39.4615201,-0.3725595,440000.0
El Grau,El Grau ,Poblats Marítims,122.0,4,2,Obra nueva,39.46046810000001,-0.3375307,239500.0
Tres Forques,Tres Forques ,L'Olivereta,117.0,4,2,None,39.4654122,-0.4024209,259000.0
Poble Nou,Poble Nou ,Pobles del Nord,434.0,4,2,None,39.5063915,-0.384176,270000.0
Arrancapins,Arrancapins ,Extramurs,81.0,3,2,None,39.466506700000004,-0.3855,285000.0
El Carme,El Carme ,Ciutat Vella,80.0,2,1,None,39.47822120000001,-0.3810013,229500.0
El Mercat,El Mercat ,Ciutat Vella,248.0,6,2,None,39.4738165,-0.3778455,459000.0
La Petxina,La Petxina ,Extramurs,142.0,5,2,None,39.47328710000001,-0.39159829999999995,275000.0
El Perellonet,El Perellonet ,Pobles del Sud,180.0,5,3,None,39.307241,-0.2964027,320000.0
Montolivet,Montolivet ,Quatre Carreres,84.0,3,1,None,39.459287700000004,-0.36202140000000005,260000.0
El Mercat,El Mercat ,Ciutat Vella,74.0,2,1,None,39.4738165,-0.3778455,260000.0
Arrancapins,Arrancapins ,Extramurs,169.0,5,2,None,39.466506700000004,-0.3855,325000.0
La Roqueta,La Roqueta ,Extramurs,125.0,3,1,None,39.466956599999996,-0.38027209999999995,215000.0
Fonteta de Sant Lluís,Fonteta de Sant Lluís ,Quatre Carreres,201.0,3,3,Obra nueva,39.454653799999996,-0.37151890000000004,357000.0
Mestalla,Mestalla ,El Pla del Real,173.0,5,2,None,39.47456705,-0.3581990870182501,275000.0
El Botànic,El Botànic ,Extramurs,109.0,3,2,None,39.4737042,-0.38538340000000004,525000.0
La Xerea,La Xerea ,Ciutat Vella,105.0,2,1,None,39.4746544,-0.37217940000000005,420000.0
Arrancapins,Arrancapins ,Extramurs,164.0,4,2,None,39.466506700000004,-0.3855,360000.0
Montolivet,Montolivet ,Quatre Carreres,75.0,2,1,None,39.459287700000004,-0.36202140000000005,220000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,135.0,3,1,None,39.4701544,-0.3323547,329000.0
Russafa,Russafa ,L'Eixample,109.0,3,2,None,39.4615201,-0.3725595,395000.0
El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,98.0,2,2,None,39.4701544,-0.3323547,225000.0
Russafa,Russafa ,L'Eixample,109.0,3,2,None,39.4615201,-0.3725595,395000.0
La Petxina,La Petxina ,Extramurs,116.0,3,2,None,39.47328710000001,-0.39159829999999995,345000.0
El Pilar,El Pilar ,Ciutat Vella,102.0,2,1,None,39.4739726,-0.382343,245000.0
Roqueta,La Roqueta ,Extramurs,60.0,2,1,None,39.466956599999996,-0.38027209999999995,270000.0
Russafa,Russafa ,L'Eixample,103.0,3,1,None,39.4615201,-0.3725595,355000.0
El Carme,El Carme ,Ciutat Vella,94.0,2,1,None,39.47822120000001,-0.3810013,349000.0
Ciutat Universitària,Ciutat Universitària ,El Pla del Real,97.0,4,2,None,39.477985,-0.3601115,315000.0
El Botànic,El Botànic ,Extramurs,99.0,3,1,None,39.4737042,-0.38538340000000004,245000.0
Arrancapins,Arrancapins ,Extramurs,127.0,4,2,None,39.466506700000004,-0.3855,260000.0
La Xerea,La Xerea ,Ciutat Vella,183.0,4,2,None,39.4746544,-0.37217940000000005,450000.0
Gran Via,Gran Via ,L'Eixample,149.0,4,2,None,39.4650722,-0.3659044,465000.0
Russafa,Russafa ,L'Eixample,116.0,4,2,None,39.4615201,-0.3725595,295000.0
Sant Francesc,Sant Francesc ,Ciutat Vella,116.0,3,2,None,39.4701823,-0.3755728,360000.0
Sant Francesc,Sant Francesc ,Ciutat Vella,110.0,3,2,None,39.4701823,-0.3755728,300000.0
La Xerea,La Xerea ,Ciutat Vella,111.0,3,1,None,39.4746544,-0.37217940000000005,265000.0
El Carme,El Carme ,Ciutat Vella,95.0,1,1,None,39.47822120000001,-0.3810013,350000.0
Arrancapins,Arrancapins ,Extramurs,88.0,3,2,None,39.466506700000004,-0.3855,285000.0
Gran Via,Gran Via ,L'Eixample,115.0,2,2,None,39.4650722,-0.3659044,495000.0
El Carme,El Carme ,Ciutat Vella,158.0,6,3,None,39.47822120000001,-0.3810013,460000.0
Russafa,Russafa ,L'Eixample,82.0,2,1,None,39.4615201,-0.3725595,325000.0
Ciutat Universitària,Ciutat Universitària ,El Pla del Real,105.0,3,2,None,39.477985,-0.3601115,275000.0
Arrancapins,Arrancapins ,Extramurs,117.0,3,2,None,39.466506700000004,-0.3855,265000.0
Arrancapins,Arrancapins ,Extramurs,70.0,2,1,None,39.466506700000004,-0.3855,225000.0
Ciutat Universitària,Ciutat Universitària ,El Pla del Real,112.0,3,2,None,39.477985,-0.3601115,255000.0
Russafa,Russafa ,L'Eixample,126.0,3,2,None,39.4615201,-0.3725595,450000.0
La Carrasca,La Carrasca ,Algirós,91.0,3,2,None,39.4796238,-0.3444889,360000.0
Perellonet,El Perellonet ,Pobles del Sud,111.0,3,2,None,39.307241,-0.2964027,280000.0
Ciutat Universitària,Ciutat Universitària ,El Pla del Real,120.0,3,2,None,39.477985,-0.3601115,290000.0
Sant Francesc,Sant Francesc ,Ciutat Vella,117.0,3,2,None,39.4701823,-0.3755728,320000.0
Russafa,Russafa ,L'Eixample,84.0,3,2,None,39.4615201,-0.3725595,280000.0
