index,address,neighbourhood,district,sqft_surface,bedrooms,bathrooms,new_construction,price
14,calle del Horticultor Galán,Marxalenes ,La Saïdia,69.0,3,1,None,64.9
18,calle OvIdI Montellor I Mengual,Camí Real ,Jesús,136.0,4,2,None,120.0
19,calle Trasatlántico,Les Tendetes ,Campanar,61.0,1,1,None,80.0
20,calle Carrer de L''arquebisbe Company,El Cabanyal-El Canyamelar ,Poblats Marítims,62.0,3,1,None,129.0
21,Avenida Jeronima Galán,L'Hort de Senabre ,Jesús,79.0,3,1,None,107.0
1,calle de Gremis,Sant Francesc ,Ciutat Vella,3.0,1,1,None,101.0
4,calle del Padre Vicent,En Corts ,Quatre Carreres,62.0,2,1,None,89.5
7,calle de la Democracia,Soternes ,L'Olivereta,70.0,3,1,None,103.5
9,La Fontsanta,Nou Moles ,L'Olivereta,85.0,3,1,None,99.99
11,San Marcelino,Sant Marcel·lí ,Jesús,67.0,3,1,None,71.5
13,calle del Pintor Stolz,Nou Moles ,L'Olivereta,50.0,1,1,None,120.0
14,calle de Ador,El Castellar-L'Oliveral ,Pobles del Sud,171.0,3,1,None,99.0
15,Carrer Just Ramírez 'Arquitecte,Tormos ,La Saïdia,94.0,3,1,None,87.5
17,calle de Villanueva de Castellón,Tormos ,La Saïdia,69.0,2,1,None,67.0
18,calle del Pintor Jover,Fonteta de Sant Lluís ,Quatre Carreres,102.0,4,1,None,89.9
21,Prataix,Patraix ,Patraix,79.0,2,1,None,112.0
22,Carrer de Sant Joan Bosco,Orriols ,Rascanya,86.0,3,1,None,68.5
23,Carrer de Sant Pancraci,Marxalenes ,La Saïdia,58.0,3,1,None,65.5
27,Avenida Consellier Fr. Bosch ,Faitanar ,Pobles del Sud,65.0,2,1,None,69.5
1,Marchalenes,Les Tendetes ,Campanar,90.0,2,1,None,121.0
2,Carrer de Murla,Sant Francesc ,Ciutat Vella,105.0,4,1,None,103.0
9,Carrer del Pintor Orrente,Benimàmet ,Pobles de l'Oest,92.0,3,1,None,70.0
15,calle de Alfarrasí,Benimàmet ,Pobles de l'Oest,60.0,2,1,None,64.7
20,Plaza del Poeta Badenes,Nou Moles ,L'Olivereta,96.0,3,1,None,113.5
22,Torrefiel,Orriols ,Rascanya,111.0,4,2,None,104.0
23,calle Agro,Sant Francesc ,Ciutat Vella,79.0,3,1,None,96.0
24,calle de Pedro Andreu,L'Hort de Senabre ,Jesús,107.0,3,1,None,120.5
26,Barrio de San Cristóbal,El Grau ,Poblats Marítims,64.0,2,1,None,109.9
28,Carretera de Moncada,Torrefiel ,Rascanya,108.0,3,3,None,130.0
1,Marxalenes,Les Tendetes ,Campanar,63.0,3,1,None,104.5
2,San Marcelino,Sant Marcel·lí ,Jesús,101.0,4,1,None,77.0
6,Avinguda Real de Madrid,Camí Real ,Jesús,78.0,2,1,None,79.9
12,Camino Caminot,La Punta ,Quatre Carreres,315.0,4,1,None,99.0
13,Carrer de Quart,La Petxina ,Extramurs,43.0,1,1,None,100.0
20,Patraix,L'Hort de Senabre ,Jesús,107.0,3,1,None,120.5
22,Lolivereta,Tres Forques ,L'Olivereta,82.0,2,1,None,129.0
23,Olivereta/Hospital General,La Fontsanta ,L'Olivereta,103.0,3,1,None,95.0
24,calle de Senda Secanet,Beniferri ,Pobles de l'Oest,69.0,3,1,None,42.0
26,Algirós,Aiora ,Camins al Grau,73.0,2,1,None,91.5
28,Lolivereta,Tres Forques ,L'Olivereta,62.0,2,2,None,120.0
2,Carrer de Salvador Lluch,Montolivet ,Quatre Carreres,109.0,3,1,None,124.0
3,Burjassot,Sant Pau ,Campanar,95.0,3,2,None,130.024
5,Carrer del Comte de Torrefiel,Torrefiel ,Rascanya,135.0,3,2,None,125.0
6,Entrada Casa Garrofero,El Castellar-L'Oliveral ,Pobles del Sud,143.0,5,1,None,106.0
10,calle del Poeta Serrano Clavero,Benicalap ,Benicalap,76.0,2,1,None,91.0
13,calle del Ingeniero Manuel Cánovas,Sant Marcel·lí ,Jesús,72.0,3,1,None,78.0
18,Marxalenes,Les Tendetes ,Campanar,86.0,3,1,None,78.0
19,Carrer de Llanera de Ranes,L'Hort de Senabre ,Jesús,111.0,3,2,None,126.0
24,Ayora,Aiora ,Camins al Grau,90.0,3,1,None,125.0
25,Algirós,Aiora ,Camins al Grau,95.0,4,1,None,103.0
26,calle de En Roda,El Carme ,Ciutat Vella,80.0,3,1,None,87.5
29,San Marcelino,Sant Marcel·lí ,Jesús,76.0,2,1,None,73.82
0,Algirós,Aiora ,Camins al Grau,91.0,3,1,None,129.0
3,calle Carrer del Mestre Bellver,Patraix ,Patraix,72.0,2,1,None,129.0
6,calle José Grollo,Benicalap ,Benicalap,132.0,4,2,None,120.0
7,calle de la Cooperativa de San Fernando,Favara ,Patraix,76.0,2,1,None,123.0
8,Algirós,Aiora ,Camins al Grau,47.0,1,1,None,125.0
10,calle de Daroca,Orriols ,Rascanya,55.0,2,1,None,68.8
14,La Fuensanta,La Fontsanta ,L'Olivereta,79.0,3,1,None,96.0
15,Monteolivete,Montolivet ,Quatre Carreres,67.0,2,1,None,79.0
17,calle de San Marcelino,Sant Marcel·lí ,Jesús,85.0,3,1,None,118.0
18,La Saïdia ,Marxalenes ,La Saïdia,66.0,3,1,None,95.0
21,calle Vinaroz,Sant Llorenç ,Rascanya,80.0,3,1,None,125.0
27,La Olivereta,Nou Moles ,L'Olivereta,75.0,2,1,None,80.0
0,Ayora,Aiora ,Camins al Grau,85.0,3,1,None,115.0
7,Avda Puerto,La Creu del Grau ,Camins al Grau,75.0,2,1,None,124.8
8,Avenida Consellier Fr. Bosch ,Faitanar ,Pobles del Sud,65.0,2,1,None,69.5
10,Carrer del Doctor Andrés Piquer,Massarrojos ,Pobles del Nord,99.0,2,2,None,102.0
14,calle del Asilo de la Infancia,El Pilar ,Ciutat Vella,40.0,1,1,None,125.0
16,calle del Grabador Jordán,Fonteta de Sant Lluís ,Quatre Carreres,120.0,4,2,None,119.0
19,calle de Vicente Puchol,El Castellar-L'Oliveral ,Pobles del Sud,156.0,3,1,None,125.0
23,Quatre Carreres ,En Corts ,Quatre Carreres,74.0,3,1,None,122.0
26,calle de Berenguer de Montoliu,La Malva-rosa ,Poblats Marítims,66.0,2,1,None,75.0
1,calle de Santiago Rusiñol,Sant Llorenç ,Rascanya,80.0,3,1,None,116.0
11,calle del Horticultor Galán,Tormos ,La Saïdia,68.0,1,1,None,56.0
12,Carrer del Pintor Orrente,Benimàmet ,Pobles de l'Oest,71.0,1,1,None,48.3
13,calle de Belchite,Tormos ,La Saïdia,71.0,3,1,None,100.5
14,Carrer del Pintor Cortina,Favara ,Patraix,53.0,2,1,None,126.0
15,Carrer de Quart,Sant Francesc ,Ciutat Vella,37.0,1,1,None,100.0
16,Pobles de L'oest ,Benimàmet ,Pobles de l'Oest,120.0,4,2,None,110.0
18,Carrer de Vicente Lleó,En Corts ,Quatre Carreres,73.0,2,1,None,110.0
20,calle Dr Andres Piquer,Massarrojos ,Pobles del Nord,110.0,2,2,None,102.0
21,Avinguda del CID,Nou Moles ,L'Olivereta,80.0,3,1,None,88.0
22,Benicalap,Campanar ,Campanar,80.0,3,1,None,120.0
29,calle de Forata,L'Hort de Senabre ,Jesús,80.0,2,1,None,119.0
0,calle de Miguel Servet,Benicalap ,Benicalap,62.0,1,1,None,108.714
5,Carrer del General Llorens,Benicalap ,Benicalap,58.0,2,1,None,71.0
7,Benicalap ,Ciutat Fallera ,Benicalap,86.0,2,1,None,124.0
10,calle del Reverendo José María Pinazo,Sant Llorenç ,Rascanya,74.0,3,1,None,126.5
12,calle de Berenguer de Montoliu,La Malva-rosa ,Poblats Marítims,80.0,2,1,None,125.0
13,calle del Reverendo José Noguera,Sant Marcel·lí ,Jesús,143.0,3,1,None,105.0
14,calle del Campamento,Benimàmet ,Pobles de l'Oest,224.0,3,1,None,125.0
15,calle del Asilo de la Infancia,El Pilar ,Ciutat Vella,45.0,1,1,None,125.0
20,calle Mestro Bellver,Patraix ,Patraix,75.0,2,1,None,130.0
21,La Fontsanta,Tres Forques ,L'Olivereta,85.0,5,1,None,84.0
25,Carrer de la Palma,Sant Francesc ,Ciutat Vella,60.0,2,1,None,122.0
26,La Fontsanta,Nou Moles ,L'Olivereta,85.0,2,1,None,130.0
28,calle de Palma de Gandía,Benifaraig ,Pobles del Nord,91.0,2,2,None,112.4
0,Avinguda de Pérez Galdós,Nou Moles ,L'Olivereta,76.0,3,1,None,121.0
1,Parque de Cabecera,Soternes ,L'Olivereta,71.0,2,2,None,115.0
5,Carrer de Lluís Oliag,Sant Francesc ,Ciutat Vella,67.0,1,1,None,79.0
16,Carrer de Cuba,Russafa ,L'Eixample,45.0,1,1,None,125.0
24,calle de Azcárraga,La Petxina ,Extramurs,60.0,1,1,None,89.0
13,calle del Humanista Mariner,Patraix ,Patraix,67.0,3,1,None,119.0
7,calle de Francisco Moreno Usedo,Nou Moles ,L'Olivereta,72.0,4,1,None,110.0
10,calle de Rodrigo de Pertegás,La Creu del Grau ,Camins al Grau,68.0,3,1,None,110.0
6,Carretera de Moncada,Tormos ,La Saïdia,72.0,2,1,None,75.0
25,calle del Pintor Dalmau,Beteró ,Poblats Marítims,87.0,3,1,None,97.0
6,calle del Bergantín,Les Tendetes ,Campanar,67.0,1,1,None,116.0
8,Avenida de las Gaviotas,El Perellonet ,Pobles del Sud,75.0,2,1,None,120.0
18,calle de la Canoa,Les Tendetes ,Campanar,72.0,2,1,None,119.0
20,Carrer Colón,La Seu ,Ciutat Vella,50.0,2,1,None,40.0
21,Cabanyal,Sant Francesc ,Ciutat Vella,44.0,1,1,None,99.0
22,calle de la Hiedra,El Carme ,Ciutat Vella,30.0,1,1,None,18.7
23,Avenida del Puerto,El Grau ,Poblats Marítims,80.0,3,1,None,127.3
24,calle Felipe de Gauna,El Cabanyal-El Canyamelar ,Poblats Marítims,84.0,3,1,None,125.0
29,Casco Urbano,Massarrojos ,Pobles del Nord,110.0,2,1,None,102.0
10,Carrer de Olimpia Arozena Torres 'Professora,Nou Moles ,L'Olivereta,98.0,4,1,None,105.0
13,Carrer del Marquès de Montortal,Torrefiel ,Rascanya,125.0,3,1,None,125.0
21,Tormos,Morvedre ,La Saïdia,87.0,2,2,None,127.0
24,Plaza de Monistrol,Sant Marcel·lí ,Jesús,70.0,3,1,None,57.1
25,Avinguda de Pérez Galdós,Nou Moles ,L'Olivereta,78.0,3,1,None,110.0
27,calle de Balmes,El Pilar ,Ciutat Vella,109.0,4,1,None,105.0
0,Camins Al Grau,Aiora ,Camins al Grau,65.0,3,1,None,90.0
3,Carrer de Pedro Cabanes,Sant Antoni ,La Saïdia,75.0,3,1,None,60.0
8,calle del Cura Aguilar,Benifaraig ,Pobles del Nord,70.0,2,1,None,76.0
14,Avinguda del CID,Vara de Quart ,Patraix,96.0,4,1,None,99.9
15,Avenida de la Constitución,Orriols ,Rascanya,77.0,3,1,None,108.0
19,Jesus,L'Hort de Senabre ,Jesús,70.0,3,1,None,73.0
22,Avinguda de Burjasot,El Carme ,Ciutat Vella,54.0,2,1,None,99.9
25,calle del Humanista Mariner,Patraix ,Patraix,67.0,3,1,None,119.0
27,calle de Félix del Río 'Activista Vecinal,Benicalap ,Benicalap,110.0,3,1,None,119.0
29,calle de los Jurados,Tres Forques ,L'Olivereta,86.0,3,1,None,100.0
3,Poblats Maritims,La Malva-rosa ,Poblats Marítims,65.0,3,1,None,100.0
4,calle de Cuenca Tramoyeres,Benimaclet ,Benimaclet,69.0,3,1,None,130.0
6,Carrer de Jerónima Galés 'Impressora,L'Hort de Senabre ,Jesús,77.0,3,1,None,79.99
10,Tres Forques,Nou Moles ,L'Olivereta,85.0,3,1,None,69.0
16,calle del Poeta Serrano Clavero,Benicalap ,Benicalap,86.0,2,1,None,91.0
17,Carrer Economiste Gay,Tormos ,La Saïdia,89.0,3,1,None,91.0
18,Cuatre Carreres,Na Rovella ,Quatre Carreres,90.0,2,1,None,90.0
2,Avinguda Real de Madrid,Camí Real ,Jesús,130.0,4,2,None,109.0
8,calle del Duque de Gaeta,Aiora ,Camins al Grau,65.0,2,1,None,85.5
9,Carrer de José Maestre,Tres Forques ,L'Olivereta,45.0,2,1,None,32.5
13,calle de Ramón Marquet,Beteró ,Poblats Marítims,176.0,4,3,None,119.0
23,Ciudad Fallera,Ciutat Fallera ,Benicalap,72.0,3,1,None,70.0
24,calle Carrer de Lescotilla,El Perellonet ,Pobles del Sud,83.0,2,2,None,110.0
2,calle Carrer de Carcaixent,La Raiosa ,Jesús,76.0,1,1,None,120.0
3,Carrer de la Serrería,Aiora ,Camins al Grau,73.0,2,1,None,91.5
10,Algiros ,L'Amistat ,Algirós,65.0,3,2,None,105.0
11,Avenida de los Hermanos Maristas,Na Rovella ,Quatre Carreres,94.0,3,1,None,80.0
16,calle de Costa y Borrás,L'Hort de Senabre ,Jesús,85.0,2,2,None,99.0
22,calle de José Andreu Alabarta,Sant Isidre ,Patraix,117.0,4,2,None,114.5
23,calle de José Andreu Alabarta,Sant Isidre ,Patraix,117.0,4,2,None,114.5
25,Avenida del Puerto,La Creu del Grau ,Camins al Grau,80.0,4,3,None,125.0
26,calle de la Democracia,Soternes ,L'Olivereta,106.0,3,1,None,84.0
27,calle de los Jurados,Tres Forques ,L'Olivereta,60.0,2,1,None,55.0
0,calle Carmelo Roda,Ciutat Fallera ,Benicalap,72.0,3,1,None,66.5
12,Saidia,Tormos ,La Saïdia,70.0,3,1,None,65.0
14,San Isidro,Sant Isidre ,Patraix,95.0,4,1,None,125.0
16,Camins Al Grau,La Creu del Grau ,Camins al Grau,70.0,2,1,None,87.0
17,Poblats Maritims,La Malva-rosa ,Poblats Marítims,76.0,3,1,None,115.9
19,calle de Goya,Nou Moles ,L'Olivereta,69.0,1,1,Obra nueva,112.942
20,calle de Goya,Nou Moles ,L'Olivereta,64.0,1,1,Obra nueva,110.262
22,Jesus,L'Hort de Senabre ,Jesús,100.0,4,2,None,120.0
26,Poblats Maritims,La Malva-rosa ,Poblats Marítims,78.0,3,1,None,115.0
28,Jesus,Sant Marcel·lí ,Jesús,70.0,2,1,None,85.0
0,Poblats Maritims,El Cabanyal-El Canyamelar ,Poblats Marítims,65.0,3,1,None,124.9
1,calle de Goya,Nou Moles ,L'Olivereta,64.0,1,1,Obra nueva,111.438
2,calle del Grabador Jordán,Fonteta de Sant Lluís ,Quatre Carreres,80.0,3,1,None,52.9
3,calle Angel del Alcazar,Tres Forques ,L'Olivereta,87.0,3,1,None,67.2
4,calle Plus Ultra,En Corts ,Quatre Carreres,82.0,2,1,None,80.0
5,calle del Conseller Francisco Bosch,La Fontsanta ,L'Olivereta,58.0,2,1,None,58.9
6,Carrer Vicente Clavel,Safranar ,Patraix,48.0,1,1,Obra nueva,108.0
7,calle del Dos de Abril,Montolivet ,Quatre Carreres,73.0,3,1,None,82.7
8,calle de Sotavento,El Perellonet ,Pobles del Sud,77.0,3,1,None,110.0
12,Carrer de Murla,Malilla ,Quatre Carreres,95.0,4,1,None,103.0
13,Carrer de Sant Vicent de Paül,Orriols ,Rascanya,70.0,3,1,None,73.5
14,calle de Álvarez de Sotomayor,La Torre ,Pobles del Sud,50.0,3,1,None,54.6
15,Carrer de la Florista,Benicalap ,Benicalap,80.0,3,1,None,80.5
18,calle de Ignacio de Zuloaga,La Punta ,Quatre Carreres,81.0,2,1,None,73.0
22,Ontinyent,La Petxina ,Extramurs,174.0,4,1,None,90.1
23,Avinguda del CID,Tres Forques ,L'Olivereta,106.0,3,2,None,128.0
12,calle de Gremis,Sant Isidre ,Patraix,102.0,3,1,None,101.0
21,calle de Alfarrasí,Benimàmet ,Pobles de l'Oest,60.0,2,1,None,64.7
25,calle de la Murta,Benimaclet ,Benimaclet,68.0,3,1,None,115.0
12,Carrer de Russafa,El Pla del Remei ,L'Eixample,45.0,1,1,None,105.75
9,calle de Antella,Tres Forques ,L'Olivereta,44.0,1,1,None,49.5
23,Albaida,Torrefiel ,Rascanya,214.0,3,2,None,66.074
1,calle de Sollana,Na Rovella ,Quatre Carreres,90.0,3,1,None,89.9
2,calle de Menorca,El Grau ,Poblats Marítims,62.0,2,1,None,87.0
4,calle de Benicarló,Morvedre ,La Saïdia,75.0,3,1,None,116.0
5,La Malvarrosa,La Malva-rosa ,Poblats Marítims,75.0,3,1,None,109.0
6,Avinguda de la Malva,La Malva-rosa ,Poblats Marítims,70.0,2,1,None,100.0
9,calle de la Alquería de la Estrella,Marxalenes ,La Saïdia,70.0,3,1,None,128.0
15,La Fontsanta,Tres Forques ,L'Olivereta,85.0,2,2,None,93.0
18,Avenida de Gaspar Aguilar,Patraix ,Patraix,100.0,4,1,None,99.0
19,La Llum,Nou Moles ,L'Olivereta,95.0,3,1,None,102.0
20,calle de Archena,Soternes ,L'Olivereta,71.0,3,1,None,86.0
21,calle del Maestro Buenaventura Pascual,Benimaclet ,Benimaclet,77.0,3,1,None,104.9
22,calle del Pintor Ferrandis,Beteró ,Poblats Marítims,65.0,2,1,None,130.0
23,calle de Ángel Villena,Ciutat de les Arts i de les Ciències ,Quatre Carreres,110.0,3,2,None,129.0
24,calle de la Alquería de la Estrella,Marxalenes ,La Saïdia,74.0,2,1,None,98.0
26,calle de Conchita Piquer,El Calvari ,Campanar,55.0,2,1,None,73.0
27,Avinguda de Burjasot,Les Tendetes ,Campanar,68.0,3,1,None,92.0
28,Nazaret,Natzaret ,Poblats Marítims,59.0,2,1,None,120.0
29,Avinguda del CID,Soternes ,L'Olivereta,100.0,3,1,None,104.0
0,calle Plaça del Músic Espí,Torrefiel ,Rascanya,85.0,2,1,None,159.0
1,Carrer dels Serrans,La Seu ,Ciutat Vella,74.0,2,1,None,150.0
2,calle de Goya,Nou Moles ,L'Olivereta,123.0,3,2,Obra nueva,173.8
3,Carrer Vicente Clavel,Safranar ,Patraix,127.0,3,2,Obra nueva,220.0
4,Carrer de San Vicente Mártir,El Mercat ,Ciutat Vella,109.0,2,1,None,230.0
5,calle del Micer Rabasa,La Raiosa ,Jesús,107.0,3,2,Obra nueva,169.9
6,Avenida de las Tres Cruces,Sant Isidre ,Patraix,120.0,3,2,Obra nueva,207.5
7,Plaza José María Giménez Fayos,Benicalap ,Benicalap,115.0,3,2,None,180.0
8,Plaza del Grup Parpalló,Sant Pau ,Campanar,87.0,2,1,None,147.0
9,calle de Vicente Brull,El Grau ,Poblats Marítims,107.0,3,2,Obra nueva,190.9
10,Carrer Moreres,La Punta ,Quatre Carreres,101.0,3,2,Obra nueva,164.048
11,calle de Miguel Servet,Campanar ,Campanar,140.0,4,2,None,165.0
14,calle del Pintor Ferrandis,Beteró ,Poblats Marítims,65.0,2,1,None,130.0
16,calle de Ángel Villena,Ciutat de les Arts i de les Ciències ,Quatre Carreres,110.0,3,2,None,129.0
17,Avenida de José Roca Coll,Safranar ,Patraix,95.0,2,2,Obra nueva,179.1
19,Avenida de Francia,El Grau ,Poblats Marítims,91.0,3,2,Obra nueva,202.0
20,Carrer de Sant Josep Sister,El Grau ,Poblats Marítims,122.0,4,2,Obra nueva,216.0
21,Carrer del Bonaire,La Xerea ,Ciutat Vella,105.0,3,2,None,220.0
22,calle de Jaime Beltrán,La Raiosa ,Jesús,121.0,3,2,None,150.0
24,Carrer Josep AlmInyana I Vallés,Sant Pau ,Campanar,109.0,2,2,Obra nueva,230.0
25,Carrer Vicente Clavel,Safranar ,Patraix,127.0,3,2,Obra nueva,211.0
27,Nazaret,Natzaret ,Poblats Marítims,59.0,2,1,None,120.0
29,calle de Escalante,El Cabanyal-El Canyamelar ,Poblats Marítims,125.0,4,2,None,155.0
0,calle del Médico Esteve,La Raiosa ,Jesús,119.0,3,2,Obra nueva,228.7
2,calle del Pintor Pascual Capuz,Patraix ,Patraix,70.0,2,2,None,195.0
3,Carrer de les Arts Gràfiques,Exposició ,El Pla del Real,120.0,3,2,None,190.0
4,calle de Jaime Beltrán,La Raiosa ,Jesús,88.0,1,1,None,129.9
5,Avinguda de Peris y Valero,Russafa ,L'Eixample,131.0,3,2,None,196.0
6,Plaza de Jinjolers,Pinedo ,Pobles del Sud,116.0,3,2,None,180.0
7,Plaza del Músico López Chavarri,El Carme ,Ciutat Vella,67.0,2,1,None,170.0
8,Els Orriols,Orriols ,Rascanya,97.0,3,1,None,132.0
9,calle calle D Orde del Cister,Soternes ,L'Olivereta,80.0,3,2,None,128.0
10,calle del Padre Huérfanos,El Carme ,Ciutat Vella,90.0,3,2,None,180.0
11,Carrer del Poeta Maragall,La Raiosa ,Jesús,105.0,2,2,Obra nueva,185.0
12,calle de Benicarló,Sant Llorenç ,Rascanya,92.0,3,2,None,149.9
14,Avinguda de Peris y Valero,Gran Via ,L'Eixample,93.0,3,1,None,153.0
16,Carrer de les Arts Gràfiques,Exposició ,El Pla del Real,90.0,4,1,None,185.0
18,calle calle Alejandra Soler,El Carme ,Ciutat Vella,112.0,4,3,None,197.0
19,Avenida del Maestro Rodrigo,Sant Pau ,Campanar,54.0,1,1,None,137.093
22,calle Dr.,Benicalap ,Benicalap,116.0,3,2,None,170.104
23,Avenida de las Gaviotas,El Perellonet ,Pobles del Sud,108.0,3,2,None,200.0
26,Avenida de las Cortes Valencianas,Benicalap ,Benicalap,52.0,1,1,None,170.0
28,calle de Fuencaliente,La Creu del Grau ,Camins al Grau,83.0,3,1,None,140.85
0,Carrer de l'Heroi Romeu,Arrancapins ,Extramurs,91.0,3,1,None,140.0
1,calle de Fuencaliente,La Creu del Grau ,Camins al Grau,94.0,4,1,None,150.0
2,Carrer de Llevant,Benicalap ,Benicalap,109.0,3,2,Obra nueva,217.942
3,calle de Cuenca,Arrancapins ,Extramurs,90.0,3,2,None,198.0
4,Carrer de Sant Vicent de Paül,Sant Llorenç ,Rascanya,116.0,4,2,None,140.0
5,Carrer del Actor Pepe Alba,Aiora ,Camins al Grau,80.0,3,1,None,142.0
6,Carrer de Llevant,Benicalap ,Benicalap,108.0,3,2,Obra nueva,228.134
7,calle del Doctor Lluch,El Cabanyal-El Canyamelar ,Poblats Marítims,110.0,4,2,None,150.0
8,calle Joaquín Benlloch,Malilla ,Quatre Carreres,123.0,3,2,Obra nueva,220.0
9,Avenida de los Hermanos Machado,Benicalap ,Benicalap,115.0,3,2,Obra nueva,205.0
10,Avenida Giorgeta,Arrancapins ,Extramurs,75.0,3,1,None,175.0
11,calle de la Barraca,Beteró ,Poblats Marítims,68.0,2,1,None,139.0
12,Avenida del Primado Reig,Benimaclet ,Benimaclet,108.0,4,1,None,165.0
14,Carrer de Rubén Vela,En Corts ,Quatre Carreres,97.0,4,2,None,135.0
15,Avenida de las Tres Cruces,Sant Pau ,Campanar,140.0,3,2,None,210.0
16,Carrer d'Albocàsser,Benimaclet ,Benimaclet,75.0,3,1,None,160.0
17,Malilla,La Punta ,Quatre Carreres,85.0,3,1,None,120.0
18,calle de la Reina,El Cabanyal-El Canyamelar ,Poblats Marítims,87.0,4,1,None,130.0
19,Carrer de Quart,La Petxina ,Extramurs,112.0,3,2,None,170.0
20,calle de Mariano Cuber,El Cabanyal-El Canyamelar ,Poblats Marítims,93.0,4,2,None,169.0
21,calle de Gaudencia Torres,Campanar ,Campanar,119.0,4,2,None,200.0
22,Carrer de Tucumán,Russafa ,L'Eixample,85.0,3,1,None,120.0
24,calle del Arquitecto Monleón,La Creu Coberta ,Jesús,101.0,3,2,Obra nueva,175.0
26,calle de Goya,Nou Moles ,L'Olivereta,127.0,3,2,Obra nueva,178.528
27,Avenida de las Gaviotas,El Perellonet ,Pobles del Sud,104.0,3,2,None,120.0
28,calle del Padre Huérfanos,El Carme ,Ciutat Vella,82.0,3,1,None,185.0
29,Avenida del Puerto,La Creu del Grau ,Camins al Grau,75.0,2,1,None,175.0
0,calle de Goya,Nou Moles ,L'Olivereta,123.0,3,2,Obra nueva,177.62400000000005
1,calle de Garcilaso,El Carme ,Ciutat Vella,50.0,1,1,None,220.0
2,calle de Jaime Beltrán,La Raiosa ,Jesús,124.0,3,2,None,182.5
3,Carrer de les Acàcies,Benicalap ,Benicalap,145.0,4,2,None,185.0
4,calle del Micer Rabasa,La Raiosa ,Jesús,117.0,3,2,Obra nueva,183.5
5,Carrer de Gibraltar,Russafa ,L'Eixample,84.0,4,2,None,150.0
6,calle de Jaime Beltrán,La Raiosa ,Jesús,117.0,3,2,None,187.525
7,Avenida de Eduardo Boscá,Camí Fondo ,Camins al Grau,117.0,4,2,None,179.0
8,Carrer Vicente Clavel,Safranar ,Patraix,119.0,3,2,Obra nueva,198.0
10,Avenida de la Estación,Benimàmet ,Pobles de l'Oest,260.0,3,3,None,215.0
11,Carrer del Pintor Julio Vila Prades,Arrancapins ,Extramurs,100.0,3,1,None,159.9
12,Avinguda de Pérez Galdós,Arrancapins ,Extramurs,95.0,3,1,None,120.0
15,calle de Jaime Beltrán,La Raiosa ,Jesús,117.0,3,2,None,180.5
16,calle de Alfons Verdeguer,Les Tendetes ,Campanar,159.0,4,3,None,230.0
17,calle del Camp del Túria,Sant Pau ,Campanar,86.0,1,1,Obra nueva,216.0
18,calle de Oltá,La Creu Coberta ,Jesús,120.0,4,2,None,159.9
20,Cabañal,El Cabanyal-El Canyamelar ,Poblats Marítims,119.0,4,2,None,149.0
21,Carrer Vicente Clavel,Safranar ,Patraix,119.0,3,2,Obra nueva,204.0
22,calle de San Roque,Benicalap ,Benicalap,125.0,3,2,Obra nueva,210.0
23,calle de María Jordán,Patraix ,Patraix,114.0,4,2,None,130.0
24,Carrer Vicente Clavel,Safranar ,Patraix,75.0,2,2,Obra nueva,144.0
25,Malvarrosa ,La Malva-rosa ,Poblats Marítims,96.0,4,2,None,185.0
26,Carrer de Juan Ramón Jiménez,Malilla ,Quatre Carreres,100.0,3,1,None,169.0
27,calle de Guillem Sorolla,El Carme ,Ciutat Vella,93.0,3,2,None,200.0
28,Avinguda del Doctor Waksman,En Corts ,Quatre Carreres,114.0,4,2,None,220.0
29,Pobles del Sud ,El Perellonet ,Pobles del Sud,70.0,2,1,None,120.0
0,Islas Canarias,Camí Fondo ,Camins al Grau,72.0,2,2,None,180.0
3,calle de Pinzón,El Carme ,Ciutat Vella,47.0,2,1,None,140.0
4,calle de Cuenca,Arrancapins ,Extramurs,3.0,1,1,None,198.0
5,Avenida Giorgeta,Arrancapins ,Extramurs,107.0,3,1,None,195.0
7,Avinguda de Peris y Valero,Russafa ,L'Eixample,72.0,2,1,None,127.0
8,calle de Fray Pedro Ponce de Léon,Montolivet ,Quatre Carreres,80.0,3,1,None,120.0
10,Avinguda de Burjasot,Benicalap ,Benicalap,190.0,5,2,None,190.0
11,calle de Oltá,Gran Via ,L'Eixample,113.0,4,2,None,159.9
12,Junto Al Parque Central,En Corts ,Quatre Carreres,105.0,3,2,None,138.0
13,calle de Manolo Taberner,Nou Moles ,L'Olivereta,116.0,3,2,Obra nueva,186.0
14,Pobles de L'oest ,Benimàmet ,Pobles de l'Oest,115.0,3,2,None,120.0
15,La Malvarrosa,La Malva-rosa ,Poblats Marítims,95.0,4,1,None,159.0
16,calle del Ingeniero José Sirera,Sant Marcel·lí ,Jesús,136.0,3,2,None,219.9
17,calle de Oltá,Malilla ,Quatre Carreres,113.0,4,2,None,159.9
18,Avenida de los Hermanos Machado,Benicalap ,Benicalap,99.0,3,2,None,212.5
24,Carrer de Font de la Figuera,En Corts ,Quatre Carreres,117.0,3,2,None,190.0
26,calle de Cuenca,Patraix ,Patraix,79.0,2,1,None,140.0
27,Carrer Moreres,La Punta ,Quatre Carreres,101.0,2,1,Obra nueva,164.455
29,Hipica ,Trinitat ,La Saïdia,64.0,2,1,None,165.0
2,calle de Vicente Brull,El Grau ,Poblats Marítims,110.0,3,2,Obra nueva,191.9
3,Avenida de las Tres Cruces,Sant Isidre ,Patraix,89.0,2,2,Obra nueva,156.106
