address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Arrancapins,Arrancapins ,Extramurs,137,2,2,None,220.000
Piso en La Malva-rosa,La Malva-rosa ,Poblats Marítims,110,4,2,None,200.000
Piso en Vara de Quart,Vara de Quart ,Patraix,141,3,2,None,138.500
Piso en Carrer del Ministre Lluís Mayans,Morvedre ,La Saïdia,133,3,2,None,170.000
Piso en calle de Oltá,Malilla ,Quatre Carreres,111,3,1,None,155.000
Piso en calle del Brasil,Nou Moles ,L'Olivereta,105,4,2,None,144.000
Piso en CIutat de les Arts I de les CIèncIes,Ciutat de les Arts i de les Ciències ,Quatre Carreres,90,3,2,None,200.000
Piso en Vara de Quart,Vara de Quart ,Patraix,107,4,1,None,134.500
Apartamento en Extramurs,Patraix ,Patraix,66,2,2,None,149.900
Apartamento en Quatre Carreres,Malilla ,Quatre Carreres,105,3,2,None,129.000
Piso en calle de la Olivereta,Nou Moles ,L'Olivereta,75,2,1,None,138.000
Apartamento en Patraix,Patraix ,Patraix,117,3,3,None,215.000
Piso en Benicalap,Benicalap ,Benicalap,103,2,1,None,135.000
Piso en calle del Pintor Stolz,Nou Moles ,L'Olivereta,50,1,1,None,120.000
"Piso en Avinguda de Pérez Galdós, 115, cerca de Carrer Lorca",Nou Moles ,L'Olivereta,69,2,1,None,135.000
Piso en La Creu Coberta,La Creu Coberta ,Jesús,105,3,1,None,165.000
Dúplex en El Saler,El Saler ,Pobles del Sud,72,3,1,None,159.000
"Dúplex en calle del Rosario, nº 21",El Cabanyal-El Canyamelar ,Poblats Marítims,None,2,1ª planta,None,172.900
Piso en Montolivet,Montolivet ,Quatre Carreres,81,2,1,None,134.900
Piso en calle de Mariano Ribera,Patraix ,Patraix,75,1,1,None,155.000
Piso en La Malva-rosa,La Malva-rosa ,Poblats Marítims,90,4,1,None,150.000
Piso en Carrer del Caporal Jubi,Russafa ,L'Eixample,101,3,2,None,218.000
Piso en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,63,3,1,None,180.000
Piso en Arrancapins,Arrancapins ,Extramurs,130,5,2,None,225.000
Apartamento en Ciutat Vella,El Mercat ,Ciutat Vella,84,4,1,None,195.000
Piso en Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,80,2,1,None,120.000
Piso en La Zaidia,Morvedre ,La Saïdia,125,3,2,None,159.000
Apartamento en Algirós,L'Amistat ,Algirós,75,2,1,None,168.000
Piso en Benicalap,Benicalap ,Benicalap,124,3,2,None,195.000
Piso en Sant Pau,Sant Pau ,Campanar,55,1,1,None,170.000
