address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Russafa,Russafa ,L'Eixample,75,2,1,None,223.000
"Piso en calle del Río Segre, 25",Benicalap ,Benicalap,98,1,1,None,159.000
Piso en Montolivet,Montolivet ,Quatre Carreres,110,3,2,None,182.000
"Piso en calle de Bernat Descoll, nº 70",Malilla ,Quatre Carreres,96,3,2,None,152.000
Piso en Nou Moles,Nou Moles ,L'Olivereta,97,2,1,None,147.000
Piso en Carrer de Llanera de Ranes,L'Hort de Senabre ,Jesús,111,3,2,None,129.500
Piso en La Raiosa,La Raiosa ,Jesús,100,3,1,None,123.500
Piso en Avinguda de Pius XII,El Calvari ,Campanar,102,4,1,None,129.900
"Piso en calle del Arquitecto Monleón,  9",La Creu Coberta ,Jesús,99,3,2,Obra nueva,170.000
Piso en calle Burrull,El Carme ,Ciutat Vella,58,1,1,None,120.000
Apartamento en Carrer del Vinalopó,La Bega Baixa ,Algirós,136,4,2,None,210.000
"Piso en calle de los Carteros, cerca de Carrer de Venezuela",L'Hort de Senabre ,Jesús,116,4,2,None,139.800
Piso en Morvedre,Morvedre ,La Saïdia,117,5,2,None,185.000
"Loft en calle de José Benlliure, cerca de Calle de Escalante",El Cabanyal-El Canyamelar ,Poblats Marítims,100,1,2,None,120.000
Piso en Els Orriols,Sant Antoni ,La Saïdia,99,3,2,None,149.000
Piso en Castellar-Oliveral,El Castellar-L'Oliveral ,Pobles del Sud,115,3,1,None,125.000
Piso en calle Alejandra Soler,El Carme ,Ciutat Vella,112,4,3,None,230.000
Piso en Torrefiel,Torrefiel ,Rascanya,130,4,2,None,135.000
Piso en Nou Moles,Nou Moles ,L'Olivereta,135,4,2,None,215.000
Piso en Benicalap,Benicalap ,Benicalap,80,3,1,None,139.000
Piso en Carrer de la Serrería,El Grau ,Poblats Marítims,100,2,2,None,230.000
Piso en calle de Enguera,Tres Forques ,L'Olivereta,73,2,1,None,149.000
Apartamento en Lolivereta,Nou Moles ,L'Olivereta,113,4,2,None,138.000
"Piso en calle de los Santos Justo y Pastor, 142, cerca de Calle Esteve Edo",Aiora ,Camins al Grau,122,2,2,None,150.000
Apartamento en Lolivereta,La Llum ,L'Olivereta,116,3,1,None,120.000
Piso en Patraix,Patraix ,Patraix,82,2,1,None,123.000
Apartamento en Lolivereta,Nou Moles ,L'Olivereta,101,4,2,None,155.000
Piso en Trinitat,Trinitat ,La Saïdia,64,2,1,None,165.000
Casa adosada en calle de Enriqueta Agut Armer 'Maestra',Tres Forques ,L'Olivereta,91,3,2,None,169.000
Piso en Avenida Giorgeta,La Raiosa ,Jesús,110,4,2,None,168.000
