address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Apartamento en El Perellonet,El Perellonet ,Pobles del Sud,3,2,2,None,140.000
Piso en Plaza Poeta Vicente Gao,La Bega Baixa ,Algirós,51,1,1,None,132.500
Piso en Camí Fondo,Camí Fondo ,Camins al Grau,117,4,1,None,180.000
Piso en Russafa,Russafa ,L'Eixample,73,1,1,None,189.000
Piso en La Zaidia,Morvedre ,La Saïdia,127,3,2,None,220.000
Dúplex en Russafa,Russafa ,L'Eixample,65,2,2,None,176.000
"Piso en Carretera de Moncada, nº 92",Torrefiel ,Rascanya,91,4,2,None,134.000
Apartamento en Lolivereta,Patraix ,Patraix,88,3,1,None,130.000
Piso en Beteró,Beteró ,Poblats Marítims,95,2,1,None,169.000
Piso en San Marcelino,Sant Marcel·lí ,Jesús,90,3,2,None,124.000
Piso en Benicalap,Benicalap ,Benicalap,213,6,3,None,189.900
Piso en Benicalap,Benicalap ,Benicalap,85,2,2,None,168.000
Piso en Finca Roja,Arrancapins ,Extramurs,110,4,2,None,195.000
Piso en Montolivet,Montolivet ,Quatre Carreres,91,3,1,None,170.000
Piso en calle Padre Anton Marti,La Malva-rosa ,Poblats Marítims,68,3,1,None,123.000
Piso en Olivereta,Nou Moles ,L'Olivereta,70,2,1,None,145.000
Piso en calle de Senda Secanet,Benimàmet ,Pobles de l'Oest,115,3,2,None,130.400
"Piso en calle de la Reina, cerca de Calle de la Barraca",El Cabanyal-El Canyamelar ,Poblats Marítims,71,3,1,None,190.000
"Piso en Avinguda del CID, cerca de Calle del Pintor Stolz",Nou Moles ,L'Olivereta,80,3,1,None,125.000
Piso en Benicalap,Benicalap ,Benicalap,95,4,1,None,120.000
Apartamento en Extramurs,Arrancapins ,Extramurs,120,4,2,None,199.500
Piso en calle de la Isla Formentera,Malilla ,Quatre Carreres,110,3,2,None,168.000
Piso en Marxalenes,Les Tendetes ,Campanar,92,4,2,None,130.000
"Piso en calle del Convento de Jerusalén, cerca de Carrer de Xàtiva",La Roqueta ,Extramurs,50,1,1,None,122.000
Piso en Carrer de l'Enginyer Fausto Elio,La Carrasca ,Algirós,66,2,1,None,165.000
Piso en Benimàmet,Benimàmet ,Pobles de l'Oest,113,3,2,None,170.000
Piso en calle Muñiz y Hernandez de Alba,Aiora ,Camins al Grau,108,4,1,None,153.000
Piso en calle del Beato Juan Grande,La Malva-rosa ,Poblats Marítims,110,4,2,None,200.000
"Piso en calle de Pedro de Valencia, nº 27",Beteró ,Poblats Marítims,96,2,2,None,179.000
Piso en Patraix,Patraix ,Patraix,76,2,1,None,140.000
