address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Carrer de l'Heroi Romeu,Arrancapins ,Extramurs,91,3,1,None,140.000
Piso en calle de Fuencaliente,La Creu del Grau ,Camins al Grau,94,4,1,None,150.000
"Piso en Carrer de Llevant,  s/n",Benicalap ,Benicalap,109,3,2,Obra nueva,217.942
"Apartamento en calle de Cuenca, cerca de Carrer Sant Josep de Calassanç",Arrancapins ,Extramurs,90,3,2,None,198.000
Piso en Carrer de Sant Vicent de Paül,Sant Llorenç ,Rascanya,116,4,2,None,140.000
Piso en Carrer del Actor Pepe Alba,Aiora ,Camins al Grau,80,3,1,None,142.000
"Piso en Carrer de Llevant,  s/n",Benicalap ,Benicalap,108,3,2,Obra nueva,228.134
"Piso en calle del Doctor Lluch, cerca de Calle de la Reina",El Cabanyal-El Canyamelar ,Poblats Marítims,110,4,2,None,150.000
"Piso en calle Joaquín Benlloch,  s/n",Malilla ,Quatre Carreres,123,3,2,Obra nueva,220.000
"Piso en Avenida de los Hermanos Machado,  s/n",Benicalap ,Benicalap,115,3,2,Obra nueva,205.000
Piso en Avenida Giorgeta,Arrancapins ,Extramurs,75,3,1,None,175.000
"Apartamento en calle de la Barraca, nº 157",Beteró ,Poblats Marítims,68,2,1,None,139.000
"Piso en Avenida del Primado Reig, cerca de Plaza Río Duero",Benimaclet ,Benimaclet,108,4,1,None,165.000
Apartamento en Poblats Marítims,El Cabanyal-El Canyamelar ,Poblats Marítims,111,2,1,None,230.000
"Piso en Carrer de Rubén Vela, nº 15",En Corts ,Quatre Carreres,97,4,2,None,135.000
"Ático en Avenida de las Tres Cruces, 27, cerca de Avenida del Doctor Rafael Bartual",Sant Pau ,Campanar,140,3,2,None,210.000
Apartamento en Carrer d'Albocàsser,Benimaclet ,Benimaclet,75,3,1,None,160.000
Piso en Malilla,La Punta ,Quatre Carreres,85,3,1,None,120.000
"Piso en calle de la Reina, cerca de Calle del Doctor Lluch",El Cabanyal-El Canyamelar ,Poblats Marítims,87,4,1,None,130.000
"Piso en Carrer de Quart, cerca de Calle de Teruel",La Petxina ,Extramurs,112,3,2,None,170.000
Piso en calle de Mariano Cuber,El Cabanyal-El Canyamelar ,Poblats Marítims,93,4,2,None,169.000
Piso en calle de Gaudencia Torres,Campanar ,Campanar,119,4,2,None,200.000
"Piso en Carrer de Tucumán, nº 3",Russafa ,L'Eixample,85,3,1,None,120.000
Piso en Aiora,Aiora ,Camins al Grau,115,4,2,None,165.000
"Piso en calle del Arquitecto Monleón,  9",La Creu Coberta ,Jesús,101,3,2,Obra nueva,175.000
Apartamento en Nou Moles,Nou Moles ,L'Olivereta,93,4,1,None,125.000
"Piso en calle de Goya,  s/n",Nou Moles ,L'Olivereta,127,3,2,Obra nueva,178.528
Apartamento en Avenida de las Gaviotas,El Perellonet ,Pobles del Sud,104,3,2,None,120.000
Piso en calle del Padre Huérfanos,El Carme ,Ciutat Vella,82,3,1,None,185.000
"Ático en Avenida del Puerto, cerca de Carrer Illes Canàries",La Creu del Grau ,Camins al Grau,75,2,1,None,175.000
