address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
"Piso en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,136,3,2,Obra nueva,326.000
"Piso en Avenida de los Hermanos Machado,  s/n",Benicalap ,Benicalap,135,4,2,Obra nueva,265.000
"Piso en Avenida Antonio Ferrandis,  S/N",Ciutat de les Arts i de les Ciències ,Quatre Carreres,148,4,2,Obra nueva,383.000
"Dúplex en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,152,3,2,Obra nueva,433.000
"Piso en Avinguda de Pérez Galdós, 33",Patraix ,Patraix,225,5,3,Obra nueva,425.000
"Piso en Avenida Antonio Ferrandis,  S/N",Ciutat de les Arts i de les Ciències ,Quatre Carreres,149,4,2,Obra nueva,363.000
"Piso en Avinguda de Pérez Galdós, 33",Patraix ,Patraix,137,3,2,Obra nueva,315.000
"Ático en calle Ernest Anastasio,  7-9",El Grau ,Poblats Marítims,100,1,1,Obra nueva,262.000
"Piso en Avinguda de Pérez Galdós, 33",Patraix ,Patraix,137,3,2,Obra nueva,322.000
"Ático en calle de Goya,  s/n",Nou Moles ,L'Olivereta,116,3,2,Obra nueva,268.368
"Piso en Carrer de Llevant,  s/n",Benicalap ,Benicalap,107,3,2,Obra nueva,227.407
"Piso en calle de Castellón, 14",Russafa ,L'Eixample,230,7,2,None,398.000
"Piso en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,136,3,2,Obra nueva,340.000
"Piso en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,141,3,2,Obra nueva,311.000
"Piso en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,136,3,2,Obra nueva,360.000
"Piso en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,136,3,2,Obra nueva,335.000
"Dúplex en Carrer de Llevant,  s/n",Benicalap ,Benicalap,130,3,3,Obra nueva,345.310
Piso en La Raiosa,La Raiosa ,Jesús,118,3,2,None,220.000
"Ático en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,185,4,3,Obra nueva,496.000
Piso en Valencia,El Mercat ,Ciutat Vella,93,"2.602
 €/m²","2.602
 €/m²",None,242.000
"Dúplex en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,157,3,2,Obra nueva,414.000
Piso en La Raiosa,La Raiosa ,Jesús,130,3,2,None,265.000
Piso en La Creu del Grau,La Creu del Grau ,Camins al Grau,139,3,2,None,290.000
Piso en Sant Pau,Sant Pau ,Campanar,112,3,2,None,290.000
Piso en La Creu del Grau,La Creu del Grau ,Camins al Grau,139,3,2,None,290.000
"Piso en Avenida de Vicente Blasco Ibáñez, cerca de Plaza de Josep Maria Orense",La Carrasca ,Algirós,93,3,2,None,360.000
Piso en La Raiosa,La Raiosa ,Jesús,127,3,2,None,280.000
"Piso en Avinguda de Pérez Galdós, 33",Patraix ,Patraix,143,3,2,Obra nueva,344.000
Apartamento en Algirós,L'Amistat ,Algirós,101,3,1,None,210.000
Piso en Camino Viejo de Alboraya,Sant Llorenç ,Rascanya,92,2,2,None,221.000
