address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
"Piso en calle de San Pedro, cerca de Calle del Cura Planells",El Cabanyal-El Canyamelar ,Poblats Marítims,99,3,1,None,140.000
Piso en calle de la Virgen del Sufragio,El Cabanyal-El Canyamelar ,Poblats Marítims,72,2,1,None,127.000
Piso en calle de Marvá,Sant Francesc ,Ciutat Vella,100,4,1,None,205.000
Casa en Beniferri,Beniferri ,Pobles de l'Oest,65,1,1,None,120.000
Dúplex en Malilla,Malilla ,Quatre Carreres,133,3,3,None,195.000
Piso en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,61,3,1,None,169.000
"Piso en Carrer de San Vicente Mártir, cerca de Calle de Roig de Corella",Sant Francesc ,Ciutat Vella,85,2,2,None,155.000
Piso en Carrer del Doctor Peset Cervera,El Carme ,Ciutat Vella,71,1,1,None,165.000
Piso en Gran Vía de Ramón y Cajal,La Roqueta ,Extramurs,136,4,2,None,220.000
Piso en calle de Esteban Ballester,Beteró ,Poblats Marítims,106,4,2,None,188.000
Apartamento en Extramurs,Arrancapins ,Extramurs,64,1,1,None,145.000
Piso en Benimaclet,Benimaclet ,Benimaclet,115,4,2,None,179.900
Piso en calle del Alcalde Cano Coloma,Aiora ,Camins al Grau,55,2,1,None,120.000
"Piso en Carrer de Juan Ramón Jiménez, nº 64",Malilla ,Quatre Carreres,1,1,1,None,125.000
"Piso en calle de Escalante, cerca de Calle de José Benlliure",El Cabanyal-El Canyamelar ,Poblats Marítims,75,3,2,None,190.000
Piso en Camí Real,Camí Real ,Jesús,130,2,2,None,145.000
Piso en El Carmen,El Carme ,Ciutat Vella,78,3,1,None,199.000
Piso en Campanar,Campanar ,Campanar,62,1,1,None,175.000
Casa adosada en El Carme,El Carme ,Ciutat Vella,105,3,3,None,139.000
Piso en calle del Pintor Fillol,El Carme ,Ciutat Vella,70,2,1,None,137.000
Piso en calle de Jaime Beltrán,La Raiosa ,Jesús,97,3,2,None,163.500
Piso en El Botànic,El Botànic ,Extramurs,60,2,1,None,145.000
"Piso en Carrer de San Vicente Mártir, cerca de Carrer del Marquès de Bellet",L'Hort de Senabre ,Jesús,166,4,2,None,160.000
"Piso en calle de Antonio Ponz, cerca de Carrer de Cavite",La Malva-rosa ,Poblats Marítims,80,3,1,None,129.000
Apartamento en Nou Moles,Nou Moles ,L'Olivereta,93,4,1,None,125.000
Piso en Patraix,Patraix ,Patraix,111,3,1,None,175.000
"Piso en calle del Arzobispo Company, cerca de Calle Remonta",El Cabanyal-El Canyamelar ,Poblats Marítims,58,3,1,None,124.900
"Piso en Avinguda del Doctor Ruiz y Comes, nº 86",El Castellar-L'Oliveral ,Pobles del Sud,112,4,1,None,140.000
Piso en El Carme,El Carme ,Ciutat Vella,84,2,1,None,190.000
"Piso en calle Pedro Patricio Mey, nº 34",Torrefiel ,Rascanya,76,2,2,None,152.713
