address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en calle del Doctor Serrano,Russafa ,L'Eixample,67,2,1,None,175.000
Piso en calle de Pedro Maza,El Cabanyal-El Canyamelar ,Poblats Marítims,110,2,1,None,200.000
"Apartamento en Carrer de Joaquim Ballester, nº 3",Les Tendetes ,Campanar,117,4,2,None,165.000
Piso en Sant Isidre,Vara de Quart ,Patraix,138,4,2,None,153.000
Piso en Sant Francesc,Sant Francesc ,Ciutat Vella,2,1,1,None,133.000
Piso en Nou Moles,Nou Moles ,L'Olivereta,80,2,1,None,129.500
Casa en calle del Rosari,El Cabanyal-El Canyamelar ,Poblats Marítims,125,3,2,None,175.000
"Piso en Carrer Illes Canàries, cerca de Avenida del Puerto",Camí Fondo ,Camins al Grau,92,3,1,None,160.000
Piso en calle de Pelayo,La Roqueta ,Extramurs,93,"1.903
 €/m²","1.903
 €/m²",None,177.000
Piso en Carrer de Olimpia Arozena Torres 'Professora',Nou Moles ,L'Olivereta,100,1,1,None,149.000
Piso en Carrer de Gil Polo,El Carme ,Ciutat Vella,77,2,1,None,168.000
Piso en Aiora,Aiora ,Camins al Grau,102,3,2,None,196.000
Piso en Sant Marcel.Lí,La Creu Coberta ,Jesús,100,3,2,None,193.000
Piso en Carrer del Periodista Gil Sumbiela,Benicalap ,Benicalap,102,3,1,None,125.000
Piso en Sant Antoni,Sant Antoni ,La Saïdia,110,4,2,None,130.000
Piso en calle del Micer Rabasa,La Raiosa ,Jesús,117,3,2,Obra nueva,177.500
Piso en calle de Enguera,Patraix ,Patraix,78,2,1,None,149.000
Piso en calle de Cuenca Tramoyeres,Benimaclet ,Benimaclet,123,4,1,None,199.000
Piso en Fonteta de Sant Lluís,Fonteta de Sant Lluís ,Quatre Carreres,120,3,2,None,144.900
Piso en La Xerea,La Xerea ,Ciutat Vella,70,2,1,None,195.000
Piso en calle en Vicent Gallart,El Cabanyal-El Canyamelar ,Poblats Marítims,95,3,1,None,163.000
Piso en La Raiosa,La Raiosa ,Jesús,96,2,2,None,155.000
Piso en Nou Moles,Nou Moles ,L'Olivereta,110,3,2,None,179.000
Piso en Sant Francesc,Sant Francesc ,Ciutat Vella,79,2,2,None,180.000
"Piso en Carrer de Sueca, cerca de Carrer del Literato Azorín",Russafa ,L'Eixample,82,2,1,None,184.050
Piso en Torrefiel,Torrefiel ,Rascanya,120,4,2,None,165.000
Piso en calle de Jaime Beltrán,La Raiosa ,Jesús,117,3,2,None,177.500
Ático en La Seu,La Seu ,Ciutat Vella,76,2,1,None,230.000
"Dúplex en calle del Rosario, cerca de Plaza de Calabuig",El Cabanyal-El Canyamelar ,Poblats Marítims,84,2,1,None,172.900
Piso en Sant Marcel·Lí,Sant Marcel·lí ,Jesús,95,3,2,None,130.000
