address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en En Corts,La Punta ,Quatre Carreres,110,3,1,None,109.000
Piso en En Corts,En Corts ,Quatre Carreres,70,3,1,None,80.000
"Piso en Carrer Illes Canàries, cerca de Calle de Siete Aguas",El Grau ,Poblats Marítims,102,4,1,None,125.000
Piso en Beteró,Beteró ,Poblats Marítims,74,2,1,None,69.900
Piso en Avinguda de Joan XXIII,Benicalap ,Benicalap,81,3,1,None,130.000
Piso en Carrer de Jerónima Galés 'Impressora',L'Hort de Senabre ,Jesús,77,4,1,None,99.900
"Piso en Carrer de Sant Joan Bosco, cerca de Calle del Duque de Mandas",Orriols ,Rascanya,65,2,1,None,37.500
Piso en Sant Marcel.Lí,La Creu Coberta ,Jesús,72,3,1,None,69.000
Piso en calle de Ángel Villena,Ciutat de les Arts i de les Ciències ,Quatre Carreres,108,3,2,None,129.000
"Piso en calle Dr Waksman, nº 30",En Corts ,Quatre Carreres,90,2,1,None,114.000
Piso en Avenida San Juan de La Peña,Orriols ,Rascanya,75,1,1,None,58.500
Piso en El Perellonet,El Perellonet ,Pobles del Sud,80,2,1,None,125.000
Piso en calle del Marino Albesa,Beteró ,Poblats Marítims,66,2,1,None,85.000
Piso en Tres Forques,Tres Forques ,L'Olivereta,90,3,1,None,79.900
Piso en Tormos,Tormos ,La Saïdia,69,3,1,None,67.000
"Piso en calle de Menorca, nº 9",La Creu del Grau ,Camins al Grau,68,2,1,None,87.000
Piso en calle de Alabau,La Creu Coberta ,Jesús,102,3,2,None,85.000
Piso en Benicalap,Benicalap ,Benicalap,73,3,1,None,99.900
Piso en calle de Daroca,Sant Antoni ,La Saïdia,70,2,1,None,64.500
Piso en Malilla,Malilla ,Quatre Carreres,78,2,1,None,118.000
Piso en calle de la Escotilla,El Perellonet ,Pobles del Sud,83,2,2,None,110.000
"Piso en calle del Reverendo José Noguera, 33",Sant Marcel·lí ,Jesús,101,3,2,None,132.000
Piso en Na Rovella,Na Rovella ,Quatre Carreres,105,3,2,None,129.000
Piso en Benimaclet,Beniferri ,Pobles de l'Oest,65,3,1,None,130.000
Piso en Marxalenes,Marxalenes ,La Saïdia,66,3,1,None,55.000
Piso en calle de Sollana,Na Rovella ,Quatre Carreres,90,3,1,None,92.000
Piso en calle de Conchita Piquer,El Calvari ,Campanar,60,2,1,None,85.000
"Piso en Avinguda de Burjasot, cerca de Calle de Jaime II",Ciutat Fallera ,Benicalap,70,"1.221
 €/m²","1.221
 €/m²",None,85.500
Piso en calle de los Jurados,Tres Forques ,L'Olivereta,85,3,1,None,85.000
"Piso en calle de la Reina, cerca de Calle de Espadán",El Cabanyal-El Canyamelar ,Poblats Marítims,40,1,1,None,95.000
