address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
"Piso en Avinguda del CID, cerca de Plaça de Pere Maria Orts I Bosch 'Historiador'",Soternes ,L'Olivereta,100,3,1,None,104.000
Piso en Sant Isidre,Sant Isidre ,Patraix,105,3,2,None,129.700
Piso en Els Orriols,Orriols ,Rascanya,79,3,1,None,69.000
"Piso en Carrer de Pedro Cabanes, cerca de Avenida de la Constitución",Sant Antoni ,La Saïdia,68,3,1,None,63.500
"Casa en calle de Escalante, cerca de Calle del Gramático Carlos Ros",El Cabanyal-El Canyamelar ,Poblats Marítims,42,1,1,None,100.000
Piso en Torrefiel,Torrefiel ,Rascanya,120,4,2,None,90.000
"Piso en Avenida de Gaspar Aguilar, cerca de Calle de Matheu y Sanz",La Raiosa ,Jesús,102,3,1,None,97.000
"Apartamento en Carrer Illes Canàries, 227, cerca de Calle de Noguera",La Creu del Grau ,Camins al Grau,90,4,2,None,119.000
Piso en Nou Moles,Nou Moles ,L'Olivereta,74,2,1,None,102.000
"Piso en Carrer de les Alqueríes de Bellver, cerca de Calle de Benicadell",Benicalap ,Benicalap,83,3,1,None,81.000
Piso en calle de Planas,En Corts ,Quatre Carreres,77,3,1,None,99.000
Piso en calle de Jaime Beltrán,La Raiosa ,Jesús,88,1,1,None,129.900
Piso en Sant Isidre,Sant Isidre ,Patraix,85,3,1,None,85.500
"Piso en calle de Dolores Alcayde, nº 8",La Raiosa ,Jesús,106,4,1,None,110.000
Piso en Ciutat Jardí,Ciutat Jardí ,Algirós,89,3,1,None,108.900
Piso en Nou Moles,Nou Moles ,L'Olivereta,44,2,1,None,68.000
Piso en Els Orriols,Orriols ,Rascanya,97,3,1,None,132.000
Piso en calle calle D Orde del Cister,Soternes ,L'Olivereta,80,3,2,None,128.000
Piso en Marxalenes,Tormos ,La Saïdia,74,3,1,None,95.000
Piso en calle del Músico Cabanilles,Sant Marcel·lí ,Jesús,69,2,1,None,73.820
Piso en Albors,Albors ,Camins al Grau,102,4,1,None,129.900
Piso en Nou Moles,Nou Moles ,L'Olivereta,95,3,2,None,130.000
Apartamento en calle de Felipe Salvador,La Creu del Grau ,Camins al Grau,61,2,1,None,74.500
Piso en Aiora,Aiora ,Camins al Grau,65,3,1,None,65.000
Apartamento en Carrer del Pintor Matarana,Benicalap ,Benicalap,97,3,1,None,89.900
Piso en Aiora,Aiora ,Camins al Grau,102,3,1,None,99.900
Piso en Fonteta de Sant Lluís,Fonteta de Sant Lluís ,Quatre Carreres,85,3,1,None,85.000
Piso en Albors,Albors ,Camins al Grau,51,2,1,None,73.500
"Apartamento en Carrer de l'Ancla, nº 14",El Perellonet ,Pobles del Sud,54,2,1,None,112.000
Piso en calle Peris Celda,Ciutat Fallera ,Benicalap,73,3,1,None,45.000
