address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en calle Casstell de Benisanó,Nou Moles ,L'Olivereta,120,4,2,None,218.000
Piso en calle de Pedro Monsoriu,Beteró ,Poblats Marítims,70,3,1,None,125.000
"Apartamento en calle E.P. Barraques de Llàcer Tres, nº 2",Faitanar ,Pobles del Sud,84,2,1,None,122.100
"Piso en calle Dr Oloriz, nº 7",Marxalenes ,La Saïdia,111,3,1,None,158.000
"Piso en Avenida de Ausiàs March, cerca de Calle de la Pianista Amparo Iturbi",Malilla ,Quatre Carreres,150,4,2,None,175.000
Piso en La Llum,La Llum ,L'Olivereta,119,4,2,None,159.900
Apartamento en Extramurs,Arrancapins ,Extramurs,95,2,1,None,175.000
Casa adosada en El Cabanyal-El Canyamelar,El Grau ,Poblats Marítims,2,1,1,None,120.000
"Piso en calle Ramiro de Maetzu, nº 15",El Castellar-L'Oliveral ,Pobles del Sud,81,3,1,None,124.900
Piso en Campanar,Benimàmet ,Pobles de l'Oest,128,4,2,None,126.800
Apartamento en Poblats Marítims,El Cabanyal-El Canyamelar ,Poblats Marítims,64,3,2,None,127.000
"Piso en Carrer de Cadis, cerca de Carrer de Dénia",Russafa ,L'Eixample,100,3,2,None,219.000
Piso en Extramurs,La Roqueta ,Extramurs,100,3,2,None,177.000
Piso en V-Brasil/Pechina,Nou Moles ,L'Olivereta,92,4,1,None,125.000
Piso en Carrer del Marquès de Guadalest,El Cabanyal-El Canyamelar ,Poblats Marítims,81,3,2,None,134.900
Piso en Torrefiel,Torrefiel ,Rascanya,90,3,1,None,135.000
"Piso en Avinguda de la Malva-rosa, cerca de Calle de Vicente La Roda",La Malva-rosa ,Poblats Marítims,73,4,2,None,153.000
Apartamento en Patraix,Safranar ,Patraix,111,3,2,None,165.000
Piso en calle de Enguera,Tres Forques ,L'Olivereta,75,2,1,None,149.000
Piso en Carrer d'en Rafel Gayano Lluch,Torrefiel ,Rascanya,60,2,1,None,169.000
"Piso en calle Remonta, 6",El Cabanyal-El Canyamelar ,Poblats Marítims,61,4,2,None,165.000
Apartamento en Patraix,Sant Isidre ,Patraix,111,3,2,None,165.000
Piso en Arrancapins,Arrancapins ,Extramurs,73,2,1,None,129.900
Piso en La Xerea,La Xerea ,Ciutat Vella,65,3,1,None,139.900
Apartamento en Patraix,Vara de Quart ,Patraix,100,3,2,None,129.900
Piso en Russafa,Russafa ,L'Eixample,77,3,1,None,160.000
Apartamento en Jesús,La Raiosa ,Jesús,114,3,2,None,158.000
Piso en Carrer d'en Joan Llorens,La Petxina ,Extramurs,130,5,2,None,225.000
Piso en Soternes,Soternes ,L'Olivereta,101,3,2,None,135.000
Piso en El Carme,El Carme ,Ciutat Vella,77,3,1,None,174.500
