address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Ciutat Universitària,Sant Francesc ,Ciutat Vella,110,3,2,None,310.000
Piso en Arrancapins,Arrancapins ,Extramurs,136,4,2,None,260.000
Piso en calle de Albacete,Arrancapins ,Extramurs,169,5,2,None,325.000
Piso en calle calle Luis Bolinches Compañ,Penya-roja ,Camins al Grau,154,3,2,None,420.000
Piso en Russafa,Russafa ,L'Eixample,93,3,2,None,275.000
Piso en Gran Vía de Ramón y Cajal,La Roqueta ,Extramurs,136,4,2,None,220.000
Piso en La Bega Baixa,La Carrasca ,Algirós,144,3,2,None,450.000
Piso en La Seu,La Seu ,Ciutat Vella,160,3,2,None,395.000
Piso en Avinguda del Professor López Piñero,Ciutat de les Arts i de les Ciències ,Quatre Carreres,76,2,1,None,249.900
"Piso en Camino Viejo de Alboraya, 28",Sant Llorenç ,Rascanya,123,3,2,None,300.000
Piso en Arrancapins,Arrancapins ,Extramurs,274,6,4,None,464.000
Piso en calle de Castellón,Russafa ,L'Eixample,72,2,2,None,350.000
"Casa pareada en calle de los Ángeles, cerca de Calle de San Pedro",El Cabanyal-El Canyamelar ,Poblats Marítims,175,4,4,None,285.000
Piso en El Botànic,El Botànic ,Extramurs,100,3,2,None,250.000
Piso en La Seu,La Seu ,Ciutat Vella,174,4,2,None,480.000
Piso en Sant Francesc,Sant Francesc ,Ciutat Vella,189,4,2,None,450.000
Piso en La Roqueta,La Roqueta ,Extramurs,190,5,3,None,400.000
"Piso en Carrer de San Vicente Mártir, cerca de Carrer de la Mascota",Arrancapins ,Extramurs,125,3,2,None,260.000
Ático en calle de Jaime Beltrán,La Raiosa ,Jesús,135,2,1,None,277.815
Piso en Gran Via,Gran Via ,L'Eixample,155,5,2,None,395.000
Apartamento en El Pla del Real,Exposició ,El Pla del Real,200,3,3,None,490.000
Apartamento en Carrer Doctor Gómez Ferrer,Jaume Roig ,El Pla del Real,110,3,2,None,260.000
Apartamento en Leixample,Russafa ,L'Eixample,85,2,2,None,295.000
Piso en calle de Albacete,Arrancapins ,Extramurs,127,2,2,None,220.000
Apartamento en calle del Músico Peydró,Sant Francesc ,Ciutat Vella,75,3,1,None,220.000
Piso en Gran Via,Gran Via ,L'Eixample,263,5,3,None,499.000
"Piso en Carrer de Gibraltar,  15",Russafa ,L'Eixample,66,2,2,Obra nueva,243.000
Piso en Penya-roja,Penya-roja ,Camins al Grau,171,3,2,None,450.000
Piso en La Bega Baixa,La Bega Baixa ,Algirós,102,2,2,None,285.000
Piso en El Botànic,El Botànic ,Extramurs,100,3,2,None,250.000
