address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en V-Giorgeta/Carteros,L'Hort de Senabre ,Jesús,67,2,1,None,75.000
Piso en V-Peset Aleixandre/Av.Burjasot,Benicalap ,Benicalap,69,3,1,None,65.000
Piso en calle Carrer de Carcaixent,La Raiosa ,Jesús,76,1,1,None,120.000
Piso en Carrer de la Serrería,Aiora ,Camins al Grau,73,2,1,None,91.500
Piso en V-Nazaret,Natzaret ,Poblats Marítims,84,3,1,None,92.000
Piso en V-San Isidro,Sant Isidre ,Patraix,93,4,1,None,124.900
Piso en V-Giorgeta/Carteros,L'Hort de Senabre ,Jesús,79,3,1,None,98.000
Piso en Olivereta-Tres Forques,Tres Forques ,L'Olivereta,85,3,1,None,91.900
Piso en V-Ausias March/Dr.Waksman,Malilla ,Quatre Carreres,66,3,1,None,90.000
Piso en V-Patraix/Tres Forques,Safranar ,Patraix,95,3,1,None,123.000
Piso en Algiros - Amistat,L'Amistat ,Algirós,65,3,2,None,105.000
Piso en Avenida de los Hermanos Maristas,Na Rovella ,Quatre Carreres,94,3,1,None,80.000
Piso en V-Puerto,La Creu del Grau ,Camins al Grau,68,2,1,None,86.900
Piso en V-Torrefiel,Torrefiel ,Rascanya,86,3,1,None,77.000
Piso en V-Benicalap/Ciudad Fallera,Benicalap ,Benicalap,69,3,1,None,75.000
Piso en Valencia,Benicalap ,Benicalap,62,1,1,None,108.714
Piso en calle de Costa y Borrás,L'Hort de Senabre ,Jesús,85,2,2,None,99.000
Piso en El Castellar-L'Oliveral,El Castellar-L'Oliveral ,Pobles del Sud,108,3,1,None,125.000
Piso en V-Orriols,Orriols ,Rascanya,60,3,1,None,49.000
Piso en V-Justo y Pastor,Albors ,Camins al Grau,90,3,1,None,124.900
Piso en V-Av.Cid,Tres Forques ,L'Olivereta,65,3,1,None,39.900
Piso en La Torre,La Torre ,Pobles del Sud,87,3,1,None,99.990
Piso en calle de José Andreu Alabarta,Sant Isidre ,Patraix,117,4,2,None,114.500
Piso en calle de José Andreu Alabarta,Sant Isidre ,Patraix,117,4,2,None,114.500
Piso en Marxalenes,Marxalenes ,La Saïdia,96,4,1,None,115.000
"Piso en Avenida del Puerto, 178",La Creu del Grau ,Camins al Grau,80,4,3,None,125.000
"Piso en calle de la Democracia, cerca de Calle de Cieza",Soternes ,L'Olivereta,106,3,1,None,84.000
Piso en calle de los Jurados,Tres Forques ,L'Olivereta,60,2,1,None,55.000
Piso en V-Campanar,Campanar ,Campanar,70,3,1,None,130.000
"Finca rústica en calle Partida Corralón de Montes, nº S/N",Sant Francesc ,Ciutat Vella,1.223,"86
 €/m²","86
 €/m²",None,106.200
