address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Algirós,La Bega Baixa ,Algirós,57,1,1,None,132.500
Piso en Beteró,Beteró ,Poblats Marítims,106,3,2,None,230.000
Piso en El Grau,El Grau ,Poblats Marítims,75,2,2,None,150.000
Piso en Marxalenes,Marxalenes ,La Saïdia,109,3,2,None,159.900
Piso en Malilla,Malilla ,Quatre Carreres,108,6,2,None,175.000
Piso en Benicalap,Benicalap ,Benicalap,109,3,2,None,194.999
Piso en calle del Padre Porta,El Grau ,Poblats Marítims,119,3,1,None,150.000
Piso en calle Carrer Dels Soguers,El Carme ,Ciutat Vella,67,2,1,None,160.000
"Piso en calle de San Roque,  2",Benicalap ,Benicalap,124,3,2,Obra nueva,195.000
Piso en Carrer de Luis Peixó,El Cabanyal-El Canyamelar ,Poblats Marítims,110,2,2,None,180.000
Piso en Jesús,Arrancapins ,Extramurs,80,2,2,None,180.000
Piso en Benicalap,Campanar ,Campanar,80,3,1,None,120.000
Piso en calle de Calamocha,Patraix ,Patraix,None,1,"1.998
 €/m²",None,139.900
Piso en Sant Marcel·lí,Sant Marcel·lí ,Jesús,80,3,1,None,124.000
Piso en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,63,2,1,None,120.000
Piso en Estación del Ave,Arrancapins ,Extramurs,85,2,2,None,155.000
"Piso en calle de Cuenca, nº 90",Sant Francesc ,Ciutat Vella,108,3,1,None,147.500
Piso en La Fontsanta-Tres Forques,Patraix ,Patraix,95,2,1,None,138.900
Piso en El Mercat,El Mercat ,Ciutat Vella,61,2,1,None,181.000
Piso en calle Carrer Dels Soguers,El Carme ,Ciutat Vella,95,3,2,None,200.000
Piso en La Llum,La Llum ,L'Olivereta,119,4,2,None,159.900
Piso en Sant Pau,Sant Pau ,Campanar,57,1,1,None,137.093
Piso en Nou Moles,Nou Moles ,L'Olivereta,89,3,1,None,124.000
Piso en Aiora,Aiora ,Camins al Grau,83,3,1,None,122.000
Piso en Carrer de l'Explorador Andrés,Ciutat Jardí ,Algirós,None,2,"1.938
 €/m²",None,219.000
Piso en Campanar,Benicalap ,Benicalap,85,2,2,None,165.000
Piso en El Grau,El Grau ,Poblats Marítims,109,3,1,None,135.000
Piso en calle del Micer Rabasa,La Raiosa ,Jesús,117,3,2,Obra nueva,178.500
Apartamento en Extramurs,Arrancapins ,Extramurs,141,6,1,None,212.500
Piso en Quatre Carreres - Malilla,Malilla ,Quatre Carreres,103,3,2,None,139.000
