address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Avenida de Francia,Penya-roja ,Camins al Grau,130,3,2,None,375.000
"Piso en calle de Trafalgar, 53",Penya-roja ,Camins al Grau,141,3,2,None,365.000
"Piso en Carrer de Sant Josep Sister,  28",El Grau ,Poblats Marítims,122,4,2,Obra nueva,216.000
Piso en Carrer del Bonaire,La Xerea ,Ciutat Vella,105,3,2,None,220.000
Piso en CIutat de les Arts I de les CIèncIes,Ciutat de les Arts i de les Ciències ,Quatre Carreres,129,3,2,None,285.000
"Dúplex en Avenida del Maestro Rodrigo, nº 107",Sant Pau ,Campanar,152,3,3,None,440.000
Piso en Arrancapins,Arrancapins ,Extramurs,185,4,2,None,410.000
Apartamento en calle de Guillem Sorolla,El Pilar ,Ciutat Vella,121,3,2,None,240.000
"Ático en calle del Brasil,  71",Nou Moles ,L'Olivereta,118,1,1,Obra nueva,273.800
"Piso en Carrer Vicente Clavel,  s/n",Safranar ,Patraix,127,3,2,Obra nueva,211.000
Ático en Arrancapins,Arrancapins ,Extramurs,58,2,1,None,210.000
Piso en El Pilar,El Pilar ,Ciutat Vella,88,3,1,None,240.000
Piso en Avenida de Eduardo Boscá,Mestalla ,El Pla del Real,143,3,2,None,285.000
"Piso en Avinguda del Regne de València, cerca de Calle del Pintor Salvador Abril",Gran Via ,L'Eixample,170,3,2,None,495.000
Ático en calle de Jaime Beltrán,La Raiosa ,Jesús,154,3,1,None,267.720
Piso en Carrer de la Reina Doña Germana,Gran Via ,L'Eixample,155,3,2,None,525.000
Piso en La Seu,La Seu ,Ciutat Vella,112,3,1,None,340.000
"Piso en calle del Médico Esteve,  6",La Raiosa ,Jesús,119,3,2,Obra nueva,228.700
Piso en Nou Moles,Nou Moles ,L'Olivereta,142,4,2,None,215.000
Piso en Gran Via,Gran Via ,L'Eixample,74,3,1,None,281.000
Piso en Russafa,Russafa ,L'Eixample,120,3,2,None,355.000
"Casa en Carrer del Comte de Torrefiel, cerca de Avinguda Doctor Peset Aleixandre",Torrefiel ,Rascanya,148,4,3,None,275.000
Ático en Sant Francesc,Sant Francesc ,Ciutat Vella,91,2,2,None,255.000
Piso en Russafa,Russafa ,L'Eixample,116,3,2,None,320.000
Piso en Gran Via,Gran Via ,L'Eixample,117,4,2,None,298.000
Piso en Carrer del Doctor Moliner,Exposició ,El Pla del Real,151,4,2,None,420.000
Piso en Sant Francesc,Sant Francesc ,Ciutat Vella,123,3,1,None,380.000
Piso en Russafa,Russafa ,L'Eixample,140,3,2,None,440.000
Piso en Avinguda del Professor López Piñero,Ciutat de les Arts i de les Ciències ,Quatre Carreres,112,3,2,None,285.000
Piso en El Grau,El Grau ,Poblats Marítims,122,4,2,Obra nueva,239.500
