address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Apartamento en Jesús,Sant Marcel·lí ,Jesús,94,3,2,None,132.000
Piso en calle del Músico Maestro Sosa,Arrancapins ,Extramurs,100,3,1,None,199.000
Piso en calle de la Sierra de Agullent,Benicalap ,Benicalap,83,3,1,None,124.000
Piso en Trinitat,Trinitat ,La Saïdia,106,4,2,None,155.000
Piso en San Isidro,Sant Isidre ,Patraix,90,4,2,None,155.000
Piso en La Zaidia,Morvedre ,La Saïdia,116,3,2,None,196.000
Piso en Benicalap,Benicalap ,Benicalap,89,3,1,None,190.000
Apartamento en Quatre Carreres,Fonteta de Sant Lluís ,Quatre Carreres,74,2,1,None,152.000
"Piso en Carrer del Río Escalona, 3",El Castellar-L'Oliveral ,Pobles del Sud,None,2,"1.738
 €/m²",None,226.000
Apartamento en Leixample,Gran Via ,L'Eixample,67,2,1,None,149.500
Ático en Patraix,Patraix ,Patraix,129,5,2,None,210.000
Piso en Plaza Monteolivete,Gran Via ,L'Eixample,100,2,2,None,135.000
"Piso en Avenida de Gaspar Aguilar, cerca de Avenida del Primero de Mayo",L'Hort de Senabre ,Jesús,114,4,2,None,165.000
Piso en Carrer del Doctor Olóriz,Marxalenes ,La Saïdia,117,3,1,None,189.000
Piso en Camí de Vera,Camí de Vera ,Benimaclet,109,3,2,None,179.000
Piso en Arrancapins,Arrancapins ,Extramurs,112,5,2,None,185.000
Apartamento en Patraix,Favara ,Patraix,117,3,2,None,151.000
Piso en La Llum,La Llum ,L'Olivereta,125,3,2,None,159.000
Apartamento en Ciutat Jardí,La Carrasca ,Algirós,68,2,1,None,155.000
Apartamento en Patraix,Tres Forques ,L'Olivereta,73,2,1,None,152.000
Piso en El Perellonet,El Perellonet ,Pobles del Sud,78,3,1,None,125.000
"Ático en Carrer de Quart, cerca de Calle de Azcárraga",La Petxina ,Extramurs,70,2,1,None,215.000
Piso en Russafa,Russafa ,L'Eixample,60,2,1,None,165.000
Piso en La Torre,Faitanar ,Pobles del Sud,91,2,1,None,122.100
Piso en Tormos,Tormos ,La Saïdia,81,3,1,None,159.900
"Piso en calle de Cuenca, cerca de Calle de Navarra",Arrancapins ,Extramurs,92,3,1,None,203.000
Piso en Patraix,Patraix ,Patraix,73,2,1,None,149.000
Piso en La Olivereta,Nou Moles ,L'Olivereta,97,3,1,None,161.500
Piso en calle del Reverendo José Noguera,Sant Marcel·lí ,Jesús,91,3,2,None,129.000
Piso en Aiora,Aiora ,Camins al Grau,89,4,1,None,125.000
