address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en La Seu,La Seu ,Ciutat Vella,127,3,2,None,309.000
Piso en Carrer del Pintor Benedito,Arrancapins ,Extramurs,185,4,2,None,410.000
"Piso en Avinguda del Regne de València, cerca de Gran Vía del Marqués del Turia",Gran Via ,L'Eixample,86,2,2,None,325.000
Piso en L'eixample - Russafa,Russafa ,L'Eixample,173,6,2,None,410.000
Piso en Sant Francesc,Sant Francesc ,Ciutat Vella,134,3,2,None,275.000
Ático en La Seu,La Seu ,Ciutat Vella,76,2,1,None,230.000
Apartamento en Russafa,Russafa ,L'Eixample,101,3,2,None,285.000
Piso en La Raiosa,La Raiosa ,Jesús,143,3,2,None,280.000
"Apartamento en Avinguda del Cardenal Benlloch, nº 94",L'Amistat ,Algirós,120,3,2,None,255.000
Piso en calle de Padilla,Sant Francesc ,Ciutat Vella,121,3,2,None,360.000
Piso en El Mercat,El Mercat ,Ciutat Vella,200,3,1,None,450.000
Piso en Avenida del Barón de Cárcer,Sant Francesc ,Ciutat Vella,182,7,2,None,400.000
Piso en Exposició,Exposició ,El Pla del Real,114,3,2,None,255.000
Piso en Centro - Ensanche,Gran Via ,L'Eixample,130,4,1,None,320.000
Apartamento en El Pla del Real,Mestalla ,El Pla del Real,110,3,2,None,265.000
Piso en calle de Alicante,Russafa ,L'Eixample,120,3,2,None,350.000
Piso en Carrer de Bèlgica,Ciutat Universitària ,El Pla del Real,110,3,2,None,240.000
Piso en Nou Moles,Nou Moles ,L'Olivereta,135,4,2,None,215.000
Piso en calle,Russafa ,L'Eixample,116,2,Sótano,None,250.000
Piso en Gran Vía de Ramón y Cajal,La Roqueta ,Extramurs,143,4,2,None,317.600
Casa adosada en Carretera Fuente en Corts,Ciutat de les Arts i de les Ciències ,Quatre Carreres,225,4,1,None,245.000
"Piso en Carrer de Guillem de Castro, cerca de Carrer de Quart",El Botànic ,Extramurs,100,3,2,None,250.000
"Apartamento en Avenida de las Gaviotas, cerca de Calle de Luis Sánchez Polack Tip Humorista",El Perellonet ,Pobles del Sud,120,3,2,None,299.000
"Piso en Avinguda del Regne de València, cerca de Calle del Maestro Gozalbo",Gran Via ,L'Eixample,118,2,2,None,325.000
Piso en Carrer de El Batxiller,Jaume Roig ,El Pla del Real,94,3,2,None,260.000
Piso en La Seu,La Seu ,Ciutat Vella,158,4,2,None,460.000
Piso en Camí de Vera,Camí de Vera ,Benimaclet,109,4,2,None,280.000
Piso en Avinguda de Menéndez Pelayo,Jaume Roig ,El Pla del Real,195,5,3,None,399.000
Piso en Carrer del Poeta Carles Salvador,Benimaclet ,Benimaclet,255,1,1,None,321.500
Piso en Avinguda de Catalunya,La Carrasca ,Algirós,177,4,3,None,390.000
