address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Avinguda de Joan XXIII,Benicalap ,Benicalap,90,3,2,None,225.000
Loft en La Seu,La Seu ,Ciutat Vella,None,2,"2.676
 €/m²",None,380.000
"Ático en calle del Río Nervión,  s/n",Benicalap ,Capital),108,3,2,Obra nueva,289.000
Piso en calle de Albacete,Arrancapins ,Extramurs,137,2,2,None,220.000
"Piso en Pasaje Doctor Bartual Moret, nº SN",Ciutat Universitària ,El Pla del Real,101,4,2,None,275.000
Ático en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,98,2,1,None,239.000
Piso en Ciutat Universitària,Ciutat Universitària ,El Pla del Real,149,3,2,None,360.000
"Piso en calle del Conde de Altea, cerca de Calle Martí",El Pla del Remei ,L'Eixample,196,4,2,None,500.000
"Piso en Carrer de El Batxiller, 27",Jaume Roig ,El Pla del Real,104,3,2,None,249.000
Piso en El Botànic,El Botànic ,Extramurs,100,3,2,None,230.000
Piso en Gran Vía de Ramón y Cajal,La Roqueta ,Extramurs,103,3,1,None,220.000
Piso en calle del Historiador Coloma,El Cabanyal-El Canyamelar ,Poblats Marítims,82,3,2,None,260.000
"Piso en Carrer de Sueca, cerca de Calle de los Centelles",Russafa ,L'Eixample,106,3,2,None,329.000
Piso en La Seu,La Seu ,Ciutat Vella,116,2,1,None,420.000
"Ático en calle de Ernesto Anastasio, 26, cerca de Calle del Maestro de Obras Francisco Baldomar",El Cabanyal-El Canyamelar ,Poblats Marítims,152,5,2,None,245.000
Piso en Benimaclet,Benimaclet ,Benimaclet,112,3,2,None,255.000
Piso en calle del Consulat del Mar,Russafa ,L'Eixample,90,3,2,None,285.000
Piso en Pasaje Doctor Bartual Moret,Ciutat Universitària ,El Pla del Real,105,4,2,None,244.900
Piso en Mestalla,Mestalla ,El Pla del Real,212,5,3,None,495.232
Piso en Jaume Roig,Jaume Roig ,El Pla del Real,241,5,2,None,482.000
Piso en Arrancapins,Arrancapins ,Extramurs,143,4,2,None,350.000
"Piso en Avinguda del CID, cerca de Calle de Chiva",Patraix ,Patraix,120,3,2,None,260.000
Casa adosada en Torrefiel,Torrefiel ,Rascanya,225,5,3,None,320.000
"Piso en Avenida del Maestro Rodrigo, nº 107",Sant Pau ,Campanar,106,3,2,None,255.000
Piso en El Pla del Remei,El Pla del Remei ,L'Eixample,101,12,2,None,495.000
Piso en L'Illa Perduda,L'Illa Perduda ,Algirós,145,5,2,None,320.000
Casa unifamiliar en calle de Vicente Ballester,El Cabanyal-El Canyamelar ,Poblats Marítims,150,5,2,None,325.000
Piso en La Petxina,La Petxina ,Extramurs,192,6,3,None,280.000
Piso en Arrancapins,Arrancapins ,Extramurs,150,4,2,None,335.000
Piso en El Botànic,El Botànic ,Extramurs,91,3,2,None,250.000
