address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Carrer de l'Historiador Diago,Arrancapins ,Extramurs,75,2,1,None,225.000
Piso en caller Gimenez  y Costa,La Torre ,Pobles del Sud,224,4,2,None,165.500
Piso en Carrer de Polo y Peyrolón,Mestalla ,El Pla del Real,92,4,1,None,165.000
"Apartamento en Carrer de Beatriz Tortosa, 22",L'Amistat ,Algirós,100,4,2,None,175.000
Piso en calle de José María Haro,Beteró ,Poblats Marítims,106,3,2,None,220.000
"Piso en calle de Cuenca, cerca de Calle de Alberique",Arrancapins ,Extramurs,120,4,2,None,180.000
Casa unifamiliar en calle de la Virgen de Loreto,Natzaret ,Poblats Marítims,130,3,2,None,165.000
Apartamento en Benicalap,Benicalap ,Benicalap,60,1,1,None,124.000
Piso en Carrer de Olimpia Arozena Torres 'Professora',Nou Moles ,L'Olivereta,99,2,1,None,139.000
Piso en La Malvarrosa,El Grau ,Poblats Marítims,79,3,2,None,125.000
Piso en La Raiosa,La Raiosa ,Jesús,116,3,1,None,169.000
"Apartamento en Carreró del Monestir de Poblet, 28",Benicalap ,Benicalap,129,4,2,None,170.925
Piso en calle de Jaime Beltrán,La Raiosa ,Jesús,76,2,2,None,149.900
"Piso en Carrer de Sueca, cerca de Carrer del Literato Azorín",Russafa ,L'Eixample,82,2,1,None,184.050
Piso en calle Carrer del Consol,El Grau ,Poblats Marítims,143,2,2,None,160.000
Ático en Carrer de Gibraltar,Russafa ,L'Eixample,73,1,1,None,230.000
Piso en El Grau,El Grau ,Poblats Marítims,73,2,2,None,150.000
Piso en Torrefiel,Torrefiel ,Rascanya,113,3,2,None,157.000
"Ático en calle del Arquitecto Monleón,  9",La Creu Coberta ,Jesús,108,1,2,Obra nueva,220.000
Piso en calle de Carrícola,L'Hort de Senabre ,Jesús,98,3,1,None,120.000
Piso en calle del Notario y Académico Enric Taulet,Sant Isidre ,Patraix,80,2,2,None,168.000
Piso en calle Plaza Cruz Cañameral,El Cabanyal-El Canyamelar ,Poblats Marítims,104,4,1,None,180.000
Piso en calle de Berenguer de Montoliu,La Malva-rosa ,Poblats Marítims,80,2,1,None,125.000
Piso en La Creu Coberta,La Creu Coberta ,Jesús,96,3,2,None,135.000
"Piso en Plaça dels Portadors de la Verge, nº 13",Pinedo ,Pobles del Sud,75,2,1,None,189.000
Piso en La Bega Baixa,La Bega Baixa ,Algirós,136,4,2,None,210.000
Piso en calle de José María Haro,L'Illa Perduda ,Algirós,105,4,2,None,210.000
Piso en Benimamet,Benimàmet ,Pobles de l'Oest,150,4,2,None,170.000
Piso en calle del Timón,El Perellonet ,Pobles del Sud,99,3,2,None,120.000
"Piso en calle de la Pianista Amparo Iturbi, 59, cerca de Calle Joaquín Benlloch",Malilla ,Quatre Carreres,96,3,1,None,125.000
