address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en calle de La Floresta,Aiora ,Camins al Grau,125,4,2,None,200.000
Ático en V-Cabañal,El Cabanyal-El Canyamelar ,Poblats Marítims,63,1,1,None,126.000
Piso en El Botànic,El Botànic ,Extramurs,84,3,1,None,200.000
Piso en V-Cabañal,El Cabanyal-El Canyamelar ,Poblats Marítims,76,2,1,None,195.000
Piso en V-Malilla,Malilla ,Quatre Carreres,100,4,2,None,167.000
Piso en V-Benimaclet,Benimaclet ,Benimaclet,69,3,1,None,126.000
Piso en calle de Cuenca Tramoyeres,Benimaclet ,Benimaclet,69,3,1,None,130.000
Piso en Poble Nou,Poble Nou ,Pobles del Nord,93,3,2,None,150.000
Piso en V-Monteolivete,Montolivet ,Quatre Carreres,106,3,2,None,195.000
Piso en V-Av.Cid,Tres Forques ,L'Olivereta,95,3,2,None,160.000
Piso en V-Campanar,Campanar ,Campanar,63,2,1,None,148.000
Piso en V-Malvarrosa,La Malva-rosa ,Poblats Marítims,86,2,1,None,172.000
Piso en Patraix-San Isidro,Sant Isidre ,Patraix,95,4,1,None,128.000
Piso en V-San Marcelino,Sant Marcel·lí ,Jesús,129,3,2,None,180.000
Piso en V-Torrefiel,Torrefiel ,Rascanya,90,3,1,None,142.000
Piso en V-Benicalap/Ciudad Fallera,Benicalap ,Benicalap,49,1,1,None,129.900
Piso en Carrer de Sant Vicent de Paül,Orriols ,Rascanya,124,4,2,None,139.900
Piso en V-La Torre,Faitanar ,Pobles del Sud,122,3,2,None,175.000
"Piso en Avinguda de la Plata, cerca de Calle de Zapadores",Montolivet ,Quatre Carreres,135,4,2,None,183.000
Ático en V-Perez Galdos/Fdo.Catolico,La Petxina ,Extramurs,38,1,1,None,135.000
Piso en V-Cabañal,El Cabanyal-El Canyamelar ,Poblats Marítims,121,3,1,None,180.000
Piso en V-Benicalap/Ciudad Fallera,Benicalap ,Benicalap,103,3,2,None,199.900
Piso en Jesus-San Marcelino,Sant Marcel·lí ,Jesús,101,3,2,None,134.000
Piso en V-Primado Reig/Av.Constitucion,Sant Antoni ,La Saïdia,100,3,2,None,160.001
Piso en V-Cabañal,El Cabanyal-El Canyamelar ,Poblats Marítims,69,2,1,None,120.000
Piso en Jesus-San Marcelino,Camí Real ,Jesús,122,3,2,None,175.000
Piso en V-Benimaclet,Benimaclet ,Benimaclet,110,4,2,None,220.000
Piso en V-Puerto,La Creu del Grau ,Camins al Grau,76,3,1,None,120.000
Piso en V-Campanar,Campanar ,Campanar,99,2,1,None,140.000
Piso en V-Campanar,Campanar ,Campanar,107,3,2,None,190.000
