address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en L'eixample - Russafa,Russafa ,L'Eixample,71,3,1,None,210.000
Apartamento en Extramurs,Nou Moles ,L'Olivereta,126,3,2,None,265.000
Piso en Carrer d'Eivissa,El Grau ,Poblats Marítims,155,3,2,None,320.000
Dúplex en Pechina,Nou Moles ,L'Olivereta,135,3,2,None,270.000
"Piso en calle de Rodríguez de Cepeda, 23",El Castellar-L'Oliveral ,Pobles del Sud,None,1,"1.913
 €/m²",None,220.000
Apartamento en Extramurs,Nou Moles ,L'Olivereta,92,3,1,None,245.000
Piso en calle del Gorgos,La Bega Baixa ,Algirós,175,5,2,None,365.000
Piso en Carrer de la Guàrdia CIVIL,Benimaclet ,Benimaclet,115,3,2,None,370.000
"Piso en calle de la Reina, cerca de Calle del Doctor Lluch",El Cabanyal-El Canyamelar ,Poblats Marítims,107,3,2,None,270.000
"Piso en calle de Luis García Berlanga, nº 9",Penya-roja ,Camins al Grau,145,2,2,None,390.000
Piso en Campanar,Campanar ,Campanar,124,4,2,None,219.000
"Casa en calle de Cullera, cerca de Calle del Párroco Muñoz",Benimàmet ,Pobles de l'Oest,240,5,3,None,395.000
Casa en Torrefiel,Torrefiel ,Rascanya,241,7,3,None,395.000
Piso en Campanar - Sant Pau - Zona Palau de Congresos - Nou Campanar,Sant Pau ,Campanar,173,4,2,None,395.000
Ático en Patraix,Patraix ,Patraix,110,5,2,None,230.000
Piso en Arrancapins-Ave,Arrancapins ,Extramurs,134,3,2,None,226.000
Piso en Ruzafa,Russafa ,L'Eixample,95,3,2,None,279.995
Dúplex en La Petxina,La Petxina ,Extramurs,116,3,2,None,260.000
Piso en La Xerea,La Xerea ,Ciutat Vella,95,2,1,None,290.000
Piso en Benimaclet,Camí de Vera ,Benimaclet,118,3,2,None,249.500
"Piso en Plaza del Actor Enrique Rambal, nº 3",Ciutat Jardí ,Algirós,154,3,2,None,289.000
Ático en Nou Benicalap,Benicalap ,Benicalap,100,3,2,None,262.000
Piso en Centro,Sant Francesc ,Ciutat Vella,184,7,2,None,395.000
Piso en Russafa,Russafa ,L'Eixample,103,3,2,None,295.000
Piso en Avenida Méndez Pelayo,Jaume Roig ,El Pla del Real,217,5,3,None,425.000
"Piso en calle de Albacete, nº 37",Arrancapins ,Extramurs,160,3,2,None,265.000
Piso en Carrer de les Arts Gràfiques,Exposició ,El Pla del Real,207,2,1,None,240.000
Piso en Arrancapins,Arrancapins ,Extramurs,137,2,2,None,220.000
Piso en Mestalla,Mestalla ,El Pla del Real,168,5,2,None,380.000
Apartamento en Patraix,Patraix ,Patraix,117,3,3,None,215.000
