address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
"Piso en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,141,3,2,Obra nueva,329.000
Piso en Extramuros-Pechina,El Botànic ,Extramurs,212,6,2,None,300.000
Piso en Extramuros-Arrancapins,Arrancapins ,Extramurs,128,5,2,None,310.000
"Piso en Avenida de los Hermanos Machado,  s/n",Benicalap ,Benicalap,117,3,2,Obra nueva,257.000
"Piso en calle Ernest Anastasio,  7-9",El Grau ,Poblats Marítims,92,2,2,Obra nueva,210.000
Ático en Olivereta-Nou Moles,Nou Moles ,L'Olivereta,149,3,2,None,240.000
"Piso en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,136,3,2,Obra nueva,310.000
"Piso en Avenida de los Hermanos Machado,  s/n",Benicalap ,Benicalap,115,3,2,Obra nueva,250.000
Piso en Eixample-Ruzafa,Russafa ,L'Eixample,116,4,2,None,250.000
Piso en Eixample-Pla del Remei,El Pla del Remei ,L'Eixample,130,4,2,None,349.000
"Dúplex en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,157,3,2,Obra nueva,443.000
Piso en Camins Al Grau-Penya-Roja,Penya-roja ,Camins al Grau,135,3,2,None,360.000
"Piso en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,136,3,2,Obra nueva,316.000
"Piso en Avinguda de Pérez Galdós, 33",Patraix ,Patraix,143,3,2,Obra nueva,358.000
"Piso en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,132,3,2,Obra nueva,295.000
Piso en Eixample-Ruzafa,Russafa ,L'Eixample,96,2,1,None,250.000
"Dúplex en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,152,3,2,Obra nueva,430.000
Piso en Jesus-La Raiosa,La Raiosa ,Jesús,135,3,2,None,225.000
"Piso en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,136,3,2,Obra nueva,350.000
"Piso en Avenida Antonio Ferrandis,  S/N",Ciutat de les Arts i de les Ciències ,Quatre Carreres,151,4,2,Obra nueva,464.000
"Piso en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,141,3,2,Obra nueva,331.000
"Piso en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,136,3,2,Obra nueva,345.000
"Dúplex en Avinguda Alcalde Gisbert Rico,  s/n",Ciutat de les Arts i de les Ciències ,Quatre Carreres,157,3,2,Obra nueva,430.000
Piso en Ciutat Vella-La Xerea,Benimaclet ,Benimaclet,45,1,1,None,229.900
Piso en Extramuros-Arrancapins,Arrancapins ,Extramurs,136,4,2,None,260.000
"Piso en Carrer de Llevant,  s/n",Benicalap ,Benicalap,118,3,2,Obra nueva,230.879
Piso en Eixample-Ruzafa,Russafa ,L'Eixample,160,5,2,None,298.000
"Piso en Avinguda de Pérez Galdós, 33",Patraix ,Patraix,225,5,3,Obra nueva,450.000
"Piso en Carrer de Llevant,  s/n",Benicalap ,Benicalap,124,3,2,Obra nueva,245.223
"Piso en Plaza de Honduras, 37",Ciutat Jardí ,Algirós,123,3,2,None,240.000
