address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
"Piso en Avinguda del Professor López Piñero, nº 4",Ciutat de les Arts i de les Ciències ,Quatre Carreres,132,3,2,None,299.000
Piso en Carrer de les Garrigues,Sant Francesc ,Ciutat Vella,195,7,2,None,398.000
Chalet en calle Llebeig,El Perellonet ,Pobles del Sud,120,3,1,None,270.000
"Apartamento en Avinguda del Professor López Piñero, nº 10",Ciutat de les Arts i de les Ciències ,Quatre Carreres,140,4,2,None,480.000
Piso en Sant Francesc,Sant Francesc ,Ciutat Vella,124,3,2,None,360.000
Piso en Carrer de la Guàrdia CIVIL,Benimaclet ,Benimaclet,114,3,2,None,314.000
Ático en Alfahuir,Camí de Vera ,Benimaclet,120,4,2,None,370.000
Piso en Carrer de les Arts Gràfiques,Exposició ,El Pla del Real,191,3,2,None,375.000
Apartamento en Avenida Blasco Ibañez,L'Illa Perduda ,Algirós,91,3,2,None,210.000
Piso en Arrancapins,Arrancapins ,Extramurs,134,3,2,None,226.000
Ático en Avinguda de Suècia,Exposició ,El Pla del Real,130,2,2,None,390.000
"Piso en Avenida de las Cortes Valencianas, nº 37",Sant Pau ,Campanar,138,4,2,None,420.000
Piso en Russafa,Russafa ,L'Eixample,103,3,2,None,239.000
Piso en La Petxina,La Petxina ,Extramurs,212,6,2,None,299.000
Dúplex en Avenida de las Cortes Valencianas,Benicalap ,Benicalap,133,3,4,None,289.285
Piso en calle del Músico José Iturbi,La Xerea ,Ciutat Vella,125,5,2,None,270.000
Piso en calle de Jacarilla,Benimaclet ,Benimaclet,140,3,2,None,235.900
"Piso en Carrer de San Vicente Mártir, cerca de Calle de Marvá",Arrancapins ,Extramurs,150,4,2,None,335.000
Piso en Tormos,Tormos ,La Saïdia,162,3,2,None,247.000
"Apartamento en Carrer José Albi 'Poeta', nº 4",Benicalap ,Benicalap,96,3,2,None,248.000
Ático en Carrer de la Mar,La Xerea ,Ciutat Vella,94,2,1,None,349.000
"Apartamento en Carrer de Maties Perelló, cerca de Carrer de Luis de Santángel",Russafa ,L'Eixample,136,3,2,None,272.000
Piso en Arrancapins,Arrancapins ,Extramurs,204,5,2,None,450.000
"Piso en calle de Vicente Brull, cerca de Calle del Maestro de Obras Francisco Baldomar",El Grau ,Poblats Marítims,120,2,2,None,282.800
Ático en Gran Vía de Ramón y Cajal,Arrancapins ,Extramurs,131,2,2,None,260.000
"Dúplex en Avenida de Francia, nº 38",Penya-roja ,Camins al Grau,141,2,3,None,400.000
Piso en Carrer de Xàbia,Ciutat Universitària ,El Pla del Real,136,4,2,None,355.000
"Apartamento en Avenida de Vicente Blasco Ibáñez, cerca de Calle de Esteban Ballester",Beteró ,Poblats Marítims,105,3,2,None,295.000
Ático en Avenida de las Cortes Valencianas,Beniferri ,Pobles de l'Oest,113,3,2,None,289.285
Piso en El Cabanyal - El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,111,3,2,None,275.000
