address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Mestalla,Mestalla ,El Pla del Real,75,3,1,None,128.900
"Piso en calle de Recaredo, nº 12",La Seu ,Ciutat Vella,75,2,1,None,147.000
"Piso en calle Vinaroz, nº 21",Sant Llorenç ,Rascanya,80,3,1,None,125.000
Piso en El Grau,Sant Francesc ,Ciutat Vella,70,1,1,None,176.000
Piso en calle de San Rafael,La Malva-rosa ,Poblats Marítims,95,3,2,None,175.000
Piso en Carrer del Ministre Lluís Mayans,Sant Antoni ,La Saïdia,75,2,2,None,140.000
Piso en Extramurs - La Roqueta,La Roqueta ,Extramurs,74,1,1,None,168.000
Dúplex en Morvedre,Morvedre ,La Saïdia,95,2,2,None,222.000
Apartamento en Campanar,Campanar ,Campanar,59,2,1,None,148.000
Casa adosada en Benicalap,Benicalap ,Benicalap,76,2,1,None,125.000
Apartamento en Patraix,Vara de Quart ,Patraix,117,4,2,None,220.000
Piso en Avinguda de Joan XXIII,Benicalap ,Benicalap,80,3,1,None,139.000
Piso en Benicalap,Benicalap ,Benicalap,128,2,2,None,170.000
Piso en calle del Micer Rabasa,La Raiosa ,Jesús,117,3,2,Obra nueva,178.500
Piso en Russafa,Russafa ,L'Eixample,58,2,1,None,165.000
Piso en Arrancapins,Arrancapins ,Extramurs,73,2,2,None,136.000
Piso en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,70,2,1,None,140.000
Piso en La Roqueta,La Roqueta ,Extramurs,124,5,1,None,205.000
Piso en Beteró,Beteró ,Poblats Marítims,72,3,1,None,130.000
Piso en Aiora,Aiora ,Camins al Grau,70,2,1,None,129.900
Apartamento en Jesús,La Raiosa ,Jesús,75,2,1,None,149.000
Piso en Montolivet,Montolivet ,Quatre Carreres,75,2,1,None,220.000
Piso en Russafa,Russafa ,L'Eixample,76,2,2,None,220.000
Piso en Benicalap,Benicalap ,Benicalap,106,4,2,None,145.000
Piso en La Olivereta,La Petxina ,Extramurs,69,2,1,None,135.000
Estudio en Ruzafa,Russafa ,L'Eixample,72,2,2,None,176.000
Apartamento en El Perellonet,El Perellonet ,Pobles del Sud,50,2,1,None,155.000
Piso en Benicalap,Benicalap ,Benicalap,124,3,2,None,197.000
Piso en Ciutat Universitària,Ciutat Universitària ,El Pla del Real,100,4,1,None,197.000
Ático en Trinitat,Trinitat ,La Saïdia,110,3,2,None,174.999
