address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en calle Fontanares,Safranar ,Patraix,80,3,1,None,95.000
Piso en Beteró,Beteró ,Poblats Marítims,85,3,1,None,89.000
"Apartamento en calle del Ceramista Ros, nº 4",Vara de Quart ,Patraix,94,3,1,None,110.600
"Piso en calle Guillem Ferrer, nº 4",Marxalenes ,La Saïdia,70,3,1,None,58.000
Piso en Sant Antoni,Sant Antoni ,La Saïdia,115,4,1,None,124.000
Apartamento en calle de Zapadores,Montolivet ,Quatre Carreres,73,3,1,None,130.000
Piso en calle del Conde de Melito,El Cabanyal-El Canyamelar ,Poblats Marítims,70,3,1,None,79.000
Piso en Cabanyal-Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,103,3,1,None,129.500
Piso en Orriols,Orriols ,Rascanya,62,2,1,None,60.000
Piso en calle Carrer de Pere Cabanes,Torrefiel ,Rascanya,60,3,1,None,68.500
Piso en Carrer Mariano Brull,La Torre ,Pobles del Sud,123,3,2,None,124.500
Apartamento en Patraix,Patraix ,Patraix,96,3,1,None,120.000
Piso en Patraix,Patraix ,Patraix,69,2,1,None,86.500
"Piso en calle de Calarredes, 9",Sant Pau ,Campanar,73,3,1,None,93.000
Piso en Carrer del General Llorens,Benicalap ,Benicalap,99,3,1,None,125.000
Piso en Carrer Ciutat de l'Aprenent,Camí Real ,Jesús,100,3,2,None,125.000
"Piso en calle del Arquitecto Alfaro, cerca de Avenida del Puerto",El Grau ,Poblats Marítims,78,4,1,None,95.000
Apartamento en Jesús,La Raiosa ,Jesús,79,2,1,None,78.000
Piso en Aiora,Aiora ,Camins al Grau,66,2,1,None,94.000
Piso en calle de Alcalá de Chivert,Camí Real ,Jesús,95,3,1,None,99.000
Piso en Benimàmet,Benimàmet ,Pobles de l'Oest,115,3,2,None,120.000
"Piso en Carrer de Quart, cerca de Calle del Norte",La Petxina ,Extramurs,33,1,1,None,70.000
"Piso en Carrer de la Serrería, nº 9",Sant Francesc ,Ciutat Vella,73,2,1,None,91.500
"Piso en Avenida de la Constitución, nº 179",Orriols ,Rascanya,111,3,2,None,104.000
Piso en Torrefiel,Torrefiel ,Rascanya,98,4,2,None,65.000
Piso en calle Hermanos Marias,Ciutat de les Arts i de les Ciències ,Quatre Carreres,96,3,1,None,85.000
Apartamento en calle del Humanista Mariner,Patraix ,Patraix,70,3,1,None,120.000
Piso en Carrer de l'Acadèmic Alemany,Torrefiel ,Rascanya,108,3,1,None,100.000
Piso en Avenida Peiset Alexandre,Tormos ,La Saïdia,75,2,1,None,69.000
Piso en calle de Azcárraga,La Petxina ,Extramurs,103,4,1,None,129.000
