address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Torrefiel,Torrefiel ,Rascanya,64,2,1,None,69.000
Piso en calle de Santiago Rusiñol,Sant Llorenç ,Rascanya,80,3,1,None,116.000
Piso en Tormos,Tormos ,La Saïdia,60,2,1,None,66.900
Piso en L'Illa Perduda,L'Illa Perduda ,Algirós,77,2,1,None,70.800
Apartamento en El Palmar,El Palmar ,Pobles del Sud,2,1,1,None,123.000
Piso en La Malva-rosa,La Malva-rosa ,Poblats Marítims,80,3,2,None,125.000
Piso en La Creu del Grau,La Creu del Grau ,Camins al Grau,59,2,1,None,124.000
Piso en Benimaclet,Benimaclet ,Benimaclet,51,1,1,None,85.000
"Piso en Carrer de Jesús, cerca de Avinguda de Pérez Galdós",La Raiosa ,Jesús,None,1,"1.785
 €/m²",None,125.000
Piso en Benimàmet,Benimàmet ,Pobles de l'Oest,95,6,2,None,87.900
Piso en Tormos,Tormos ,La Saïdia,81,3,1,None,113.000
Piso en calle del Horticultor Galán,Tormos ,La Saïdia,68,1,1,None,56.000
"Piso en Carrer del Pintor Orrente, nº 21",Benimàmet ,Pobles de l'Oest,71,1,1,None,48.300
"Piso en calle de Belchite, nº 23",Tormos ,La Saïdia,71,3,1,None,100.500
Piso en Carrer del Pintor Cortina,Favara ,Patraix,53,2,1,None,126.000
"Piso en Carrer de Quart, nº 130",Sant Francesc ,Ciutat Vella,37,1,1,None,100.000
Piso en Pobles de L'oest - Benimàmet,Benimàmet ,Pobles de l'Oest,120,4,2,None,110.000
Piso en calle Fontanares,Patraix ,Patraix,None,2,"1.249
 €/m²",None,129.900
Piso en Carrer de Vicente Lleó,En Corts ,Quatre Carreres,73,2,1,None,110.000
Piso en Patraix,Patraix ,Patraix,102,3,1,None,125.000
Casa en calle Dr Andres Piquer,Massarrojos ,Pobles del Nord,110,2,2,None,102.000
"Piso en Avinguda del CID, cerca de Calle de Burgos",Nou Moles ,L'Olivereta,80,3,1,None,88.000
Piso en Benicalap,Campanar ,Campanar,80,3,1,None,120.000
Piso en Sant Marcel·lí,Sant Marcel·lí ,Jesús,80,3,1,None,124.000
Piso en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,63,2,1,None,120.000
Piso en Tres Forques,Tres Forques ,L'Olivereta,43,1,1,None,49.500
Piso en Nou Moles,Nou Moles ,L'Olivereta,89,3,1,None,124.000
Piso en Benicalap,Benicalap ,Benicalap,57,3,1,None,60.000
Piso en Aiora,Aiora ,Camins al Grau,83,3,1,None,122.000
Piso en calle de Forata,L'Hort de Senabre ,Jesús,80,2,1,None,119.000
