address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Benimaclet,Benimaclet ,Benimaclet,121,4,2,None,165.000
Piso en Carrer de Bilbao,Sant Antoni ,La Saïdia,147,5,2,None,142.000
Piso en calle Carrer de La Pianista Empar Iturbi,Malilla ,Quatre Carreres,150,4,2,None,200.000
Piso en Arrancapins,Arrancapins ,Extramurs,135,3,2,None,195.000
Ático en La Bega Baixa,La Bega Baixa ,Algirós,75,3,1,None,195.000
Piso en El Saler,El Saler ,Pobles del Sud,61,2,1,None,125.000
Piso en calle del Humanista Mariner,Patraix ,Patraix,70,2,1,None,145.000
Piso en Carrer de l'Acadèmic Alemany,Torrefiel ,Rascanya,95,3,2,None,189.000
"Apartamento en calle de los Hierros, nº 7",Aiora ,Camins al Grau,91,3,2,None,129.900
Apartamento en calle de la Historiadora Sylvia Romeu,Ciutat Jardí ,Algirós,99,3,1,None,160.000
"Piso en calle del Padre Simó, 9",Benimàmet ,Pobles de l'Oest,162,3,2,None,149.000
Piso en Campanar,Campanar ,Campanar,100,4,2,None,169.900
Piso en El Pla del Remei,El Pla del Remei ,L'Eixample,116,3,1,None,200.000
Piso en Carrer del Doctor Manuel Candela,Ciutat Jardí ,Algirós,124,3,2,None,175.000
"Piso en Avenida de Ausiàs March, cerca de Calle de Oltá",Malilla ,Quatre Carreres,105,2,2,None,140.000
Piso en Montolivet,Montolivet ,Quatre Carreres,100,3,1,None,143.000
Apartamento en Extramurs,Arrancapins ,Extramurs,72,1,2,None,140.000
Piso en calle Plus Ultra,En Corts ,Quatre Carreres,137,4,1,None,165.000
Piso en La Fontsanta-Tres Forques,Nou Moles ,L'Olivereta,120,4,2,None,171.700
"Piso en calle de Molinell, nº 21",Trinitat ,La Saïdia,70,2,1,None,165.000
Piso en Carrer de Rubén Vela,En Corts ,Quatre Carreres,97,3,2,None,139.000
Piso en València,Torrefiel ,Rascanya,91,4,2,None,134.000
Piso en L'Hort de Senabre,L'Hort de Senabre ,Jesús,95,4,1,None,120.000
"Apartamento en calle de Calamocha, nº 19",Patraix ,Patraix,99,3,1,None,138.900
Piso en calle de Cuenca Tramoyeres,Benimaclet ,Benimaclet,69,3,1,None,130.000
Piso en Les Tendetes,Les Tendetes ,Campanar,87,3,1,None,122.000
Apartamento en Lolivereta,Nou Moles ,L'Olivereta,115,4,2,None,159.000
Piso en Albors,Albors ,Camins al Grau,85,4,1,None,180.000
Piso en Beteró,Beteró ,Poblats Marítims,90,2,1,None,125.000
"Piso en Carrer de Cavite, cerca de Calle de Antonio Ponz",La Malva-rosa ,Poblats Marítims,92,3,1,None,160.000
