address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Nou Moles,Soternes ,L'Olivereta,166,4,2,None,369.000
Piso en Ayora,Aiora ,Camins al Grau,140,4,2,None,239.000
Piso en Carrer de les Arts Gràfiques,Mestalla ,El Pla del Real,191,4,2,None,375.000
Casa pareada en Jesús,Patraix ,Patraix,70,3,2,None,240.000
Piso en Plaza del Carmen,El Carme ,Ciutat Vella,154,4,2,None,450.000
Piso en Arrancapins,Arrancapins ,Extramurs,100,3,2,None,250.000
Piso en Gran Via,Gran Via ,L'Eixample,108,4,2,None,298.000
Piso en El Mercat,El Mercat ,Ciutat Vella,226,6,2,None,390.000
Piso en El Pla del Remei,El Pla del Remei ,L'Eixample,77,2,1,None,370.000
Piso en Benicalap,Benicalap ,Benicalap,126,3,2,None,350.000
Piso en Gran Via,Gran Via ,L'Eixample,158,4,2,None,465.000
Piso en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,107,3,2,None,270.000
Piso en Russafa,Russafa ,L'Eixample,146,5,2,None,285.000
Piso en Mestalla,Mestalla ,El Pla del Real,186,4,2,None,349.300
"Piso en Avinguda de Peris y Valero, nº 90",En Corts ,Quatre Carreres,135,3,2,None,310.000
Casa adosada en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,310,4,4,None,360.000
Piso en Campanar - Sant Pau - Zona Palau de Congresos - Nou Campanar,Sant Pau ,Campanar,118,3,2,None,289.000
Piso en Gran Via,Gran Via ,L'Eixample,158,4,2,None,465.000
Piso en La Petxina,La Petxina ,Extramurs,160,4,2,None,355.000
Piso en La Petxina,La Petxina ,Extramurs,180,5,2,None,275.000
Piso en Ciutat de Les Arts I de Les Ciències,Ciutat de les Arts i de les Ciències ,Quatre Carreres,177,4,2,None,465.000
Piso en Arrancapins,Arrancapins ,Extramurs,136,3,2,None,226.000
Casa en Els Orriols,Orriols ,Rascanya,6,1,1,None,270.000
Piso en El Pla del Remei,El Pla del Remei ,L'Eixample,131,4,1,None,330.000
Piso en Sant Francesc,Sant Francesc ,Ciutat Vella,136,3,3,None,450.000
Piso en La Roqueta,La Roqueta ,Extramurs,114,4,1,None,225.000
"Dúplex en Carrer de les Alqueríes de Bellver, cerca de Carrer de la Florista",Benicalap ,Benicalap,132,3,2,None,239.000
Piso en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,111,5,2,None,245.000
Ático en Sant Llorenç,Sant Francesc ,Ciutat Vella,153,5,3,None,369.000
Piso en Gran Via,Gran Via ,L'Eixample,123,5,2,None,295.000
