address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Benimaclet,Benimaclet ,Benimaclet,195,4,2,None,365.000
Piso en Sant Llorenç,Orriols ,Rascanya,134,4,2,None,330.000
Piso en Algirós,Ciutat Jardí ,Algirós,151,3,2,None,289.000
Ático en El Botànic,El Botànic ,Extramurs,80,2,2,None,340.000
Apartamento en Leixample,Russafa ,L'Eixample,107,4,2,None,250.000
Apartamento en Extramurs,La Petxina ,Extramurs,100,3,2,None,214.900
Piso en La Roqueta,La Roqueta ,Extramurs,92,3,2,None,210.000
"Piso en Carrer de Gibraltar,  15",Russafa ,L'Eixample,66,2,2,Obra nueva,255.000
Piso en calle Alfahuir,Sant Llorenç ,Rascanya,129,3,2,None,379.000
Piso en Russafa,Russafa ,L'Eixample,141,4,2,None,375.000
Piso en El Pilar,La Seu ,Ciutat Vella,3,2,2,None,295.000
Piso en Campanar - Campanar - La Fe,Campanar ,Campanar,121,3,2,None,231.000
Piso en La Roqueta,La Roqueta ,Extramurs,60,2,1,None,218.000
Piso en Sant Francesc,Sant Francesc ,Ciutat Vella,135,3,2,None,375.000
Ático en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,100,2,2,None,225.000
Ático en Jesús,La Raiosa ,Jesús,67,1,1,None,220.000
"Casa adosada en Avenida de las Gaviotas, cerca de Entrada Trencaperols",El Perellonet ,Pobles del Sud,252,4,3,None,325.000
Piso en Ciutat Jardí,Ciutat Jardí ,Algirós,105,5,2,None,219.000
Piso en Campanar,Campanar ,Campanar,155,5,2,None,340.000
Dúplex en Sant Llorenç,Sant Llorenç ,Rascanya,80,2,2,None,215.000
Piso en Gran Via,Gran Via ,L'Eixample,5,2,2,None,500.000
Piso en Arrancapins,Arrancapins ,Extramurs,116,3,2,None,299.000
Piso en Ciutat Universitària,Ciutat Universitària ,El Pla del Real,90,3,2,None,246.000
Apartamento en El Perellonet,El Perellonet ,Pobles del Sud,110,4,2,None,280.000
Casa adosada en calle de Dolores Marqués,Sant Llorenç ,Rascanya,260,4,4,None,475.000
Piso en Penya-roja,Penya-roja ,Camins al Grau,140,3,2,None,384.000
Piso en Morvedre,Morvedre ,La Saïdia,135,4,2,None,354.999
Piso en Russafa,Russafa ,L'Eixample,143,4,2,None,520.000
Ático en Carrer de Gonzales Martí,La Petxina ,Extramurs,132,4,2,None,269.000
Piso en Marxalenes,Marxalenes ,La Saïdia,144,4,2,None,345.000
