address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Ayora,L'Illa Perduda ,Algirós,101,3,2,None,157.500
Piso en Patraix,Patraix ,Patraix,135,3,2,None,143.500
Piso en Carrer del Poeta Mas I Ros,El Castellar-L'Oliveral ,Pobles del Sud,None,2,"1.754
 €/m²",None,193.000
Piso en Patraix,Patraix ,Patraix,73,2,1,None,149.000
Piso en Benimaclet,Benimaclet ,Benimaclet,65,1,1,None,170.000
Piso en L'Hort de Senabre,L'Hort de Senabre ,Jesús,70,3,2,None,145.000
Piso en Olivereta,Nou Moles ,L'Olivereta,80,2,2,None,158.000
Piso en Nou Moles,Nou Moles ,L'Olivereta,97,3,1,None,149.500
Piso en El Carme,El Carme ,Ciutat Vella,62,1,1,None,180.000
Piso en Nou Moles,Nou Moles ,L'Olivereta,120,4,2,None,190.000
Piso en L'Hort de Senabre,L'Hort de Senabre ,Jesús,99,4,2,None,145.000
Piso en Montolivet,Montolivet ,Quatre Carreres,74,2,1,None,140.000
Piso en calle de Pedro de Valencia,Beteró ,Poblats Marítims,None,1,"1.250
 €/m²",None,125.000
Piso en Sant Llorenç,Sant Llorenç ,Rascanya,98,2,1,None,228.000
Piso en Beteró,Beteró ,Poblats Marítims,73,3,1,None,145.000
Piso en Valencia,Sant Francesc ,Ciutat Vella,86,3,1,None,125.000
Piso en Aiora,Aiora ,Camins al Grau,149,4,2,None,229.000
Piso en Beteró,Beteró ,Poblats Marítims,149,4,2,None,229.000
Ático en Arrancapins,Arrancapins ,Extramurs,36,1,1,None,160.000
Piso en calle de Montesa,Favara ,Patraix,None,2,"1.390
 €/m²",None,185.000
Piso en Torrefiel,Torrefiel ,Rascanya,90,2,1,None,155.000
Piso en Sant Francesc,Sant Francesc ,Ciutat Vella,3,2,2,None,157.500
Piso en Patraix,Patraix ,Patraix,73,2,1,None,149.000
Piso en calle de la Virgen de la Cabeza,Safranar ,Patraix,None,2,"1.249
 €/m²",None,129.900
Casa adosada en Desde 191.468€,Massarrojos ,Pobles del Nord,185,3,3,None,191.468
Piso en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,65,3,1,None,135.000
Piso en calle del Músico Maestro Sosa,Arrancapins ,Extramurs,80,2,1,None,170.000
Piso en Patraix-Tres Forques,Patraix ,Patraix,75,2,1,None,149.000
Piso en El Mercat,El Mercat ,Ciutat Vella,92,2,2,None,228.000
Piso en Carrer de l'Actor Llorens,Albors ,Camins al Grau,None,2,"1.935
 €/m²",None,209.000
