address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
"Piso en Avenida de Poeta Federico García Lorca, nº 266",El Forn d'Alcedo ,Pobles del Sud,77,2,1,None,73.660
Piso en Torrefiel,Torrefiel ,Rascanya,78,3,1,None,72.000
"Apartamento en calle del Padre Viñas, cerca de Carrer de Sant Joan Bosco",Orriols ,Rascanya,80,3,1,None,68.000
Piso en Carrer de Higinio Noja 'Professor',La Creu del Grau ,Camins al Grau,70,3,1,None,109.900
Piso en Na Rovella,Na Rovella ,Quatre Carreres,70,3,1,None,80.000
"Apartamento en calle de Vicente Brull, nº 9",El Grau ,Poblats Marítims,63,2,1,None,96.000
Piso en calle Rodriguez de Pertegaz,Gran Via ,L'Eixample,104,3,1,None,130.000
Piso en Carrer de Josep Esteve,Torrefiel ,Rascanya,86,3,1,None,95.000
Piso en Carrer de José Soto Micó,Favara ,Patraix,130,4,2,None,120.000
Piso en Aiora,Aiora ,Camins al Grau,62,2,1,None,95.000
Apartamento en Rascanya,Torrefiel ,Rascanya,65,3,1,None,62.000
Piso en San Marcelino,Sant Marcel·lí ,Jesús,98,2,2,None,129.000
Piso en Torrefiel,Torrefiel ,Rascanya,108,4,1,None,105.000
"Casa en Carrer de Pedro Cabanes, nº 25",Torrefiel ,Rascanya,None,1,"689
 €/m²",None,120.000
Apartamento en Carrer del General Llorens,Tormos ,La Saïdia,60,2,1,None,69.000
Piso en Poblados del Oeste,Benimàmet ,Pobles de l'Oest,130,3,2,None,100.000
"Casa en Carrer de Pedro Cabanes, cerca de Calle Gayano Lluch",Torrefiel ,Rascanya,113,"929
 €/m²","929
 €/m²",None,105.000
Piso en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,106,3,1,None,129.000
Piso en Sant Marcel·lí,Sant Marcel·lí ,Jesús,48,2,1,None,85.000
Apartamento en calle del Padre Viñas,Orriols ,Rascanya,106,4,1,None,90.000
Piso en calle de Daroca,Orriols ,Rascanya,62,2,1,None,63.000
Piso en Avenida Trasatlantico,Les Tendetes ,Campanar,61,"1.311
 €/m²","1.311
 €/m²",None,80.000
Piso en calle de Montesa,Favara ,Patraix,78,3,1,None,99.000
Apartamento en calle del Botánico,El Botànic ,Extramurs,60,2,1,None,110.000
Piso en El Perellonet,El Perellonet ,Pobles del Sud,62,2,1,None,49.900
Piso en Sant Marcel.Lí,Sant Marcel·lí ,Jesús,91,3,2,None,129.000
Piso en Marxalenes,Marxalenes ,La Saïdia,82,3,1,None,100.000
Piso en calle de José Zaragoza,Favara ,Patraix,73,3,1,None,69.500
Piso en calle Peris Celda,Ciutat Fallera ,Benicalap,97,3,1,None,103.000
Piso en calle del Timón,El Perellonet ,Pobles del Sud,92,"967
 €/m²","967
 €/m²",None,89.000
