address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Dúplex en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,160,3,3,None,325.000
"Piso en calle de Cuenca, nº 1",Arrancapins ,Extramurs,153,3,2,None,360.000
Casa adosada en El Perellonet,El Saler ,Pobles del Sud,196,4,3,None,400.000
Piso en Russafa,Russafa ,L'Eixample,80,3,1,None,219.000
Ático en Benicalap,Benicalap ,Benicalap,135,3,2,None,359.000
Piso en Carrer del Retor Femenia,Russafa ,L'Eixample,83,2,1,None,220.000
Casa pareada en calle de Gabriel y Galán,L'Hort de Senabre ,Jesús,158,4,3,None,420.000
Piso en Carrer de Ribera,Sant Francesc ,Ciutat Vella,205,6,3,None,499.000
Piso en La Seu,La Seu ,Ciutat Vella,76,2,1,None,230.000
Dúplex en CIutat de les Arts I de les CIèncIes,Ciutat de les Arts i de les Ciències ,Quatre Carreres,203,4,3,None,420.000
Piso en Gran Via,Gran Via ,L'Eixample,149,4,2,None,465.000
Piso en Russafa,Russafa ,L'Eixample,150,4,2,None,220.000
Piso en Avenida del Barón de Cárcer,Sant Francesc ,Ciutat Vella,133,4,2,None,369.000
Ático en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,140,5,2,None,245.000
Piso en Benimaclet,Benimaclet ,Benimaclet,115,4,2,None,290.000
"Piso en Avinguda de Pérez Galdós, 80",Safranar ,Patraix,104,2,1,None,230.000
Piso en El Botànic,El Botànic ,Extramurs,100,3,2,None,249.500
Piso en CIutat de les Arts I de les CIèncIes,Ciutat de les Arts i de les Ciències ,Quatre Carreres,202,5,2,None,349.000
Piso en Benimaclet,Sant Llorenç ,Rascanya,114,4,2,None,220.000
"Piso en Carrer de Maties Perelló, cerca de Calle de los Centelles",Gran Via ,L'Eixample,142,4,2,None,265.000
Piso en Carrer de Borriana,Gran Via ,L'Eixample,125,4,2,None,415.000
Apartamento en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,160,2,1,None,215.000
"Piso en calle de la Bolsería, nº 20",El Mercat ,Ciutat Vella,94,3,2,None,242.000
Piso en Centro - Ensanche,El Castellar-L'Oliveral ,Pobles del Sud,109,2,2,None,395.000
Apartamento en La Seu,La Seu ,Ciutat Vella,40,1,1,None,230.000
Piso en Avenida de Aragón,Mestalla ,El Pla del Real,156,3,2,None,276.000
Piso en Gran Via,Gran Via ,L'Eixample,196,5,2,None,500.000
Ático en La Xerea,La Xerea ,Ciutat Vella,94,2,1,None,349.000
"Piso en Plaza de la Ciudad de Brujas, 4",El Mercat ,Ciutat Vella,147,4,2,None,360.000
Piso en Mestalla,Mestalla ,El Pla del Real,110,2,2,None,220.000
