address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Apartamento en El Saler,El Saler ,Pobles del Sud,83,2,1,None,210.000
Piso en Montolivet,Montolivet ,Quatre Carreres,93,3,1,None,225.000
Piso en Campanar,Campanar ,Campanar,110,2,2,None,198.000
Casa en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,60,1,1,None,170.000
Piso en Penya-roja,Penya-roja ,Camins al Grau,60,1,1,None,205.000
Ático en Benimaclet,Benimaclet ,Benimaclet,53,1,1,None,174.900
"Piso en Carrer del Pintor Gisbert, nº 4",Russafa ,L'Eixample,None,1,1ª planta,None,195.000
Casa en El Castellar-L'Oliveral,El Castellar-L'Oliveral ,Pobles del Sud,174,5,2,None,170.000
Piso en Aiora,Aiora ,Camins al Grau,136,4,2,None,229.000
Piso en L'Illa Perduda,L'Illa Perduda ,Algirós,100,5,2,None,189.900
Casa en El Castellar-L'Oliveral,El Castellar-L'Oliveral ,Pobles del Sud,174,5,2,None,170.000
"Piso en Carrer Vicente Clavel,  s/n",Safranar ,Patraix,127,3,2,Obra nueva,206.000
"Casa adosada en calle de la Campana, nº 21",El Castellar-L'Oliveral ,Pobles del Sud,221,5,4,None,190.000
Ático en El Grau,El Grau ,Poblats Marítims,74,2,1,None,223.000
Piso en Mestalla,Mestalla ,El Pla del Real,None,2ª planta,"1.644
 €/m²",None,125.000
"Piso en Carrer Vicente Clavel,  s/n",Safranar ,Patraix,75,2,2,Obra nueva,168.000
