address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
"Apartamento en Avenida del Puerto, cerca de Carrer Illes Canàries",La Creu del Grau ,Camins al Grau,114,3,2,None,195.000
Ático en Carrer de Vicente Peris,Tormos ,La Saïdia,180,3,2,None,223.900
Piso en L'Hort de Senabre,L'Hort de Senabre ,Jesús,108,3,2,None,169.000
Piso en Avenida Doctor Waskman,En Corts ,Quatre Carreres,70,2,1,None,125.000
Piso en calle calle de Larquebisbe Fabián I Fuero,Marxalenes ,La Saïdia,82,3,1,None,158.000
Ático en Sant Francesc,Sant Francesc ,Ciutat Vella,67,1,1,None,224.000
"Apartamento en Avenida del Puerto, cerca de Carrer Illes Canàries",Aiora ,Camins al Grau,130,4,2,None,199.000
"Piso en calle de Cuenca, cerca de Calle del Barón de Patraix",Patraix ,Patraix,120,3,2,None,145.000
"Piso en Avinguda del CID, cerca de Calle del Pintor Stolz",Nou Moles ,L'Olivereta,71,3,1,None,127.000
Piso en calle Carrer de Sant Josep de La Vega,El Grau ,Poblats Marítims,76,2,1,None,160.000
Apartamento en calle Jj Domine,El Grau ,Poblats Marítims,100,1,2,None,185.000
Piso en ** Na  Rovella -- Junto Avd. Ausiars March **,Na Rovella ,Quatre Carreres,105,3,2,None,129.000
"Piso en calle de Vicente Brull, cerca de Calle del Maestro de Obras Francisco Baldomar",El Grau ,Poblats Marítims,105,3,2,None,205.000
Piso en El Pla del Remei,El Pla del Remei ,L'Eixample,30,1,1,None,180.000
Piso en calle Carrer de Joan Josep Sister,El Grau ,Poblats Marítims,80,2,2,None,150.000
"Piso en Avinguda de Tres Forques, cerca de Plaza de la Colonia Española de Méjico",La Fontsanta ,L'Olivereta,101,3,1,None,155.000
Piso en calle calle de Jacint Labaila,Patraix ,Patraix,120,3,2,None,220.000
Piso en Plaza del Grup Parpalló,Campanar ,Campanar,109,3,2,None,175.000
"Piso en Avenida de las Tres Cruces, cerca de Calle Músico Ayllón",Tres Forques ,L'Olivereta,135,3,2,None,179.000
Casa en Benimamet,Benimàmet ,Pobles de l'Oest,163,3,1,None,149.000
"Apartamento en calle de la Reina, cerca de Calle del Progreso",El Cabanyal-El Canyamelar ,Poblats Marítims,76,3,1,None,190.000
"Piso en Avinguda de la Malva-rosa, cerca de Calle de Vicente La Roda",La Malva-rosa ,Poblats Marítims,95,3,2,None,160.000
Apartamento en La Punta,La Punta ,Quatre Carreres,143,2,2,None,210.000
Ático en Quatre Carreres,Malilla ,Quatre Carreres,74,2,1,None,148.900
Piso en calle de Benicarló,Benimaclet ,Benimaclet,67,2,1,None,145.000
"Piso en Avinguda de Tres Forques, cerca de Calle de Enrique Olmos",Tres Forques ,L'Olivereta,102,3,1,None,120.000
"Piso en calle de Juan Verdeguer, 42",El Grau ,Poblats Marítims,95,2,1,Obra nueva,175.000
"Dúplex en calle de la Alquería de Benlloch, nº 15",Safranar ,Patraix,135,4,3,None,185.000
Piso en Avenida del Doctor Rafael Bartual,Sant Isidre ,Patraix,93,4,2,None,124.900
Piso en L'Illa Perduda,L'Illa Perduda ,Algirós,101,5,2,None,189.900
