address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en El Cabanyal-El Canyamelar,El Cabanyal-El Canyamelar ,Poblats Marítims,61,3,1,None,78.500
Piso en Benicalap,Benicalap ,Benicalap,106,4,2,None,120.000
Piso en Na Rovella,Na Rovella ,Quatre Carreres,98,3,1,None,106.000
Piso en La Raiosa,La Raiosa ,Jesús,79,3,1,None,83.000
Piso en Benicalap,Benicalap ,Benicalap,56,3,1,None,83.000
Piso en Sant Pau,Sant Pau ,Campanar,72,3,2,None,130.024
Piso en calle del Bergantín,Les Tendetes ,Campanar,67,1,1,None,116.000
Piso en El Perellonet,El Perellonet ,Pobles del Sud,82,3,2,None,118.000
"Piso en Avenida de las Gaviotas, nº 275",El Perellonet ,Pobles del Sud,75,2,1,None,120.000
Piso en Benicalap,Benicalap ,Benicalap,58,1,1,None,121.000
Piso en La Torre,La Torre ,Pobles del Sud,80,3,1,None,99.900
Piso en El Calvari,El Calvari ,Campanar,75,3,1,None,114.900
Piso en Benicalap,Benicalap ,Benicalap,70,3,1,None,99.000
"Finca rústica en calle Partida del Corralón de Montes, nº S/N",Benimàmet ,Pobles de l'Oest,969,"81
 €/m²","81
 €/m²",None,78.900
Piso en Trinitat,Trinitat ,La Saïdia,75,4,1,None,109.000
Piso en Nou Moles,Nou Moles ,L'Olivereta,78,3,1,None,118.000
Piso en Benicalap,Benicalap ,Benicalap,58,1,1,None,118.000
Piso en Camí Real,Camí Real ,Jesús,76,2,1,None,128.000
"Piso en calle de la Canoa, nº 5",Les Tendetes ,Campanar,72,2,1,None,119.000
"Piso en Avenida del Doctor Rafael Bartual, nº 28",Sant Isidre ,Patraix,None,1,2ª planta,None,125.000
"Piso en Carrer Colón, Par. 1",La Seu ,Ciutat Vella,50,2,1,None,40.000
Piso en Cabanyal-Canyamelar,Sant Francesc ,Ciutat Vella,44,1,1,None,99.000
"Casa rústica en calle de la Hiedra, 24",El Carme ,Ciutat Vella,30,1,1,None,18.700
"Piso en Avenida del Puerto, nº 216",El Grau ,Poblats Marítims,80,3,1,None,127.300
"Piso en calle Felipe de Gauna, nº 8",El Cabanyal-El Canyamelar ,Poblats Marítims,84,3,1,None,125.000
"Finca rústica en calle Partida del Secanet O Corral de Montes, nº S/N",Benimàmet ,Pobles de l'Oest,831,"89
 €/m²","89
 €/m²",None,74.200
Piso en Extramurs,La Petxina ,Extramurs,36,1,1,None,100.000
Casa en Beniferri,Beniferri ,Pobles de l'Oest,70,2,1,None,120.000
"Piso en Avinguda de Tres Forques, nº Sn",Vara de Quart ,Patraix,None,2,3ª planta,None,75.000
Casa en Casco Urbano,Massarrojos ,Pobles del Nord,110,2,1,None,102.000
