address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Carrer de Llanera de Ranes,L'Hort de Senabre ,Jesús,98,2,2,None,128.000
Piso en Extramurs - Arrancapins,Arrancapins ,Extramurs,120,3,2,None,195.000
Piso en calle de Planas,En Corts ,Quatre Carreres,89,3,1,None,124.900
Piso en Avinguda de Joan XXIII,Benicalap ,Benicalap,102,3,2,None,225.000
Piso en Exposició,Exposició ,El Pla del Real,80,2,2,None,205.000
Piso en Carteros -Gaspar Aguilar,La Raiosa ,Jesús,124,4,2,None,170.000
"Piso en calle del Arquitecto Monleón,  9",La Creu Coberta ,Jesús,99,3,2,Obra nueva,170.000
Piso en Benimaclet,Camí de Vera ,Benimaclet,115,4,2,None,150.000
Piso en Alfahuir,Orriols ,Rascanya,71,3,1,None,160.000
Ático en calle del Pintor Stolz,Nou Moles ,L'Olivereta,None,2,6ª planta,None,208.000
Piso en calle de Bernat Descoll,Malilla ,Quatre Carreres,87,3,2,None,130.000
Apartamento en Poblats Marítims,El Grau ,Poblats Marítims,76,3,1,None,135.000
Piso en La Zaidia,Morvedre ,La Saïdia,121,3,2,None,188.000
Piso en calle de Alboraya,Benimaclet ,Benimaclet,117,4,2,None,199.000
Piso en Carrer Rafael Lapesa Melgar,Camí Real ,Jesús,90,2,2,None,155.000
"Apartamento en Avenida de las Tres Cruces, nº 84",Sant Isidre ,Patraix,124,3,2,None,210.000
Piso en La Roqueta,La Roqueta ,Extramurs,45,1,1,None,140.000
Piso en El Grau,El Grau ,Poblats Marítims,109,3,1,None,139.900
"Piso en calle del Río Nervión,  s/n",Benicalap ,Capital),136,3,2,Obra nueva,219.000
Piso en El Grau,El Grau ,Poblats Marítims,109,3,1,None,139.900
"Piso en calle del Marino Albesa, 39",Aiora ,Camins al Grau,51,1,1,None,125.000
Piso en calle de Francisco Moreno Usedo,Nou Moles ,L'Olivereta,231,"974
 €/m²","974
 €/m²",None,225.000
Apartamento en El Saler,El Saler ,Pobles del Sud,110,3,1,None,179.500
Piso en calle del Micer Rabasa,La Raiosa ,Jesús,117,3,2,Obra nueva,177.500
Piso en La Creu Coberta,La Creu Coberta ,Jesús,130,3,2,None,189.000
Apartamento en Jesús,Sant Marcel·lí ,Jesús,111,2,2,None,189.900
Piso en calle Ep Barraques de Llacer,Faitanar ,Pobles del Sud,84,2,1,None,122.100
Piso en Sant Antoni,Sant Antoni ,La Saïdia,98,3,1,None,140.000
"Piso en Carrer de Sueca, 8, cerca de Carrer de Dénia",Russafa ,L'Eixample,72,2,2,None,170.000
Piso en Nou Moles,Nou Moles ,L'Olivereta,136,4,2,None,150.000
