address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Na Rovella,Na Rovella ,Quatre Carreres,105,3,2,None,129.000
Piso en Campanar,Campanar ,Campanar,95,3,2,None,172.000
Piso en El Carme,El Carme ,Ciutat Vella,95,3,1,None,199.000
Ático en Arrancapins,Arrancapins ,Extramurs,31,2,1,None,160.000
Piso en El Botànic,El Botànic ,Extramurs,73,2,1,None,190.000
Piso en Avenida Giorgeta,La Raiosa ,Jesús,99,3,2,None,186.000
Piso en La Creu Coberta,La Creu Coberta ,Jesús,155,4,2,None,230.000
Piso en Quatre Carreres - Malilla,Malilla ,Quatre Carreres,115,3,2,None,155.000
Apartamento en El Perellonet,El Perellonet ,Pobles del Sud,3,4,4,None,150.000
Piso en Beteró,Beteró ,Poblats Marítims,80,3,1,None,163.000
Piso en Carretera de Zorrilla,Fonteta de Sant Lluís ,Quatre Carreres,107,4,2,None,155.000
Piso en Gran Vía de Ramón y Cajal,Arrancapins ,Extramurs,149,4,2,None,215.000
Piso en La Carrasca,La Carrasca ,Algirós,100,4,2,None,199.000
Piso en L'Hort de Senabre,L'Hort de Senabre ,Jesús,115,4,2,None,175.000
Piso en Nou Moles,Nou Moles ,L'Olivereta,80,3,1,None,132.000
Piso en El Saler,El Saler ,Pobles del Sud,109,2,1,None,210.000
Piso en Tormos,Sant Antoni ,La Saïdia,103,2,2,None,205.000
Piso en Benimàmet,Benimàmet ,Pobles de l'Oest,107,3,2,None,142.000
Estudio en El Perellonet,El Perellonet ,Pobles del Sud,1,2,2,None,140.000
Piso en Malilla,Malilla ,Quatre Carreres,113,4,2,None,159.900
"Piso en Carrer de Buenos Aires, nº 21",Russafa ,L'Eixample,71,3,1,None,153.500
Piso en El Grau,El Grau ,Poblats Marítims,109,3,1,None,135.000
Piso en Beteró,Beteró ,Poblats Marítims,78,3,1,None,145.000
Piso en Benimaclet,Benimaclet ,Benimaclet,74,3,1,None,126.500
Piso en calle de Fray Pedro Ponce de Léon,Montolivet ,Quatre Carreres,116,2,2,None,155.000
Apartamento en Lolivereta,Tres Forques ,L'Olivereta,67,3,1,None,137.500
"Apartamento en calle del Músico Maestro Sosa, 18",Arrancapins ,Extramurs,88,2,1,None,210.000
Piso en Favara,Favara ,Patraix,111,5,2,None,125.000
Piso en La Creu del Grau,La Creu del Grau ,Camins al Grau,81,3,1,None,143.500
Ático en La Torre,La Torre ,Pobles del Sud,100,3,2,None,124.500
