address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Carrer de la Guàrdia CIVIL,Benimaclet ,Benimaclet,115,3,2,None,295.000
Apartamento en Quatre Carreres,Ciutat de les Arts i de les Ciències ,Quatre Carreres,137,3,2,None,510.000
Piso en Sant Francesc,Sant Francesc ,Ciutat Vella,110,3,2,None,300.000
Piso en Ciutat de Les Arts I de Les Ciències,Ciutat de les Arts i de les Ciències ,Quatre Carreres,145,4,2,None,420.000
Piso en La Xerea,La Xerea ,Ciutat Vella,111,3,1,None,265.000
"Apartamento en Avinguda del Cardenal Benlloch, cerca de Calle de los Santos Justo y Pastor",Mestalla ,El Pla del Real,137,7,2,None,210.000
"Piso en Avinguda de Campanar, cerca de Plaza del Diputado Lluïs Lucia",Campanar ,Campanar,154,3,2,None,350.000
Dúplex en Plaza del Xúquer,L'Amistat ,Algirós,112,3,2,None,235.000
Piso en calle calle Doctor Jj Domine,El Grau ,Poblats Marítims,157,2,2,None,400.000
Apartamento en Carrer de Borriana,Gran Via ,L'Eixample,148,6,3,None,365.000
Dúplex en Plaza del Actor Enrique Rambal,Ciutat Jardí ,Algirós,180,4,3,None,330.000
Loft en El Carme,El Carme ,Ciutat Vella,95,1,1,None,350.000
Piso en Arrancapins,Arrancapins ,Extramurs,88,3,2,None,285.000
Ático en calle de Bailén,La Roqueta ,Extramurs,182,3,3,None,430.000
Piso en Gran Via,Gran Via ,L'Eixample,115,2,2,None,495.000
Piso en El Carme,El Carme ,Ciutat Vella,158,6,3,None,460.000
"Piso en Carrer del Poeta Rafael Alberti, nº 2-10",Sant Pau ,Campanar,254,4,2,None,470.000
Ático en Russafa,Russafa ,L'Eixample,82,2,1,None,325.000
Piso en calle calle Dr. J. J. Domine de Valencia,El Castellar-L'Oliveral ,Pobles del Sud,180,4,1,None,395.000
Apartamento en Carrer del Literato Azorín,Russafa ,L'Eixample,122,2,2,None,350.000
Apartamento en calle de José María Haro,La Carrasca ,Algirós,201,3,2,None,310.000
Piso en Ciutat Universitària,Ciutat Universitària ,El Pla del Real,105,3,2,None,275.000
Piso en Arrancapins,Arrancapins ,Extramurs,117,3,2,None,265.000
Piso en Arrancapins,Arrancapins ,Extramurs,70,2,1,None,225.000
"Piso en Avenida de Vicente Blasco Ibáñez, 196, cerca de Calle de Manuela Estellés",Beteró ,Poblats Marítims,122,3,2,None,260.000
Piso en Mestalla,L'Amistat ,Algirós,98,3,2,None,320.000
Ático en Ciutat Vella,El Carme ,Ciutat Vella,60,1,1,None,227.000
Piso en Ciutat Universitària,Ciutat Universitària ,El Pla del Real,112,3,2,None,255.000
"Piso en calle Salvador Rodriguez Bronchu, nº 1",Benicalap ,Benicalap,110,3,2,None,218.000
Casa en Plaza del Carmen,El Carme ,Ciutat Vella,144,1,1,None,283.200
