address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en Ciutat de Les Arts I Les Ciències,Penya-roja ,Camins al Grau,170,4,2,None,341.100
Ático en La Roqueta,La Roqueta ,Extramurs,162,3,4,None,430.000
Piso en Arrancapins,Arrancapins ,Extramurs,98,3,2,None,250.000
"Ático en calle Teatre Marina, nº 1",El Cabanyal-El Canyamelar ,Poblats Marítims,None,2,3ª planta,None,330.000
Casa en Patraix,L'Hort de Senabre ,Jesús,290,5,2,None,350.000
Ático en Camins Al Grau,La Creu del Grau ,Camins al Grau,162,5,2,None,365.500
Casa en Benimàmet,Benimàmet ,Pobles de l'Oest,912,13,3,None,215.000
Piso en Benicalap,Benicalap ,Benicalap,125,3,2,None,227.000
Ático en L'Hort de Senabre,L'Hort de Senabre ,Jesús,113,2,2,None,225.000
Piso en Russafa,Russafa ,L'Eixample,109,3,2,None,395.000
"Casa adosada en Carrer de José Ballester, nº 5",Beteró ,Poblats Marítims,91,3,1,None,210.000
Ático en L'Hort de Senabre,L'Hort de Senabre ,Jesús,79,2,2,None,239.000
"Piso en calle de Cirilo Amorós, nº 5",El Pla del Remei ,L'Eixample,None,2,5ª planta,None,525.999
"Piso en calle de Salvador Giner, nº 10",El Carme ,Ciutat Vella,130,4,2,None,270.000
"Piso en Plaza de España, nº 2",La Roqueta ,Extramurs,None,1,1ª planta,None,220.000
"Piso en calle de Salamanca, nº 24",Gran Via ,L'Eixample,None,2,2ª planta,None,345.000
"Piso en Plaza de España, nº 2",La Roqueta ,Extramurs,None,1,1ª planta,None,250.000
Piso en V-Perez Galdos/Fdo.Catolico,La Petxina ,Extramurs,187,6,2,None,280.000
Piso en calle de Torres,Nou Moles ,L'Olivereta,183,4,2,None,319.900
Piso en Penya-roja,Penya-roja ,Camins al Grau,143,3,2,None,285.000
Piso en V-Brasil/Pechina,Nou Moles ,L'Olivereta,158,3,2,None,320.000
"Dúplex en calle Viver, 6",Benimaclet ,Benimaclet,101,2,2,None,215.000
Casa en calle Carrer Denrique Olmos Cercós,El Forn d'Alcedo ,Pobles del Sud,170,4,2,None,230.000
Ático en La Raiosa,La Raiosa ,Jesús,104,3,2,None,395.000
Piso en Gran Via,Gran Via ,L'Eixample,127,5,2,None,430.000
Piso en V-Centro,El Mercat ,Ciutat Vella,101,3,2,None,249.500
Piso en V-Perez Galdos/Fdo.Catolico,La Petxina ,Extramurs,101,3,2,None,230.000
"Piso en Carrer de Cuba, cerca de Carrer de Dénia",Russafa ,L'Eixample,124,4,4,None,500.000
"Piso en Carrer del Túria, cerca de Carrer de Pere Bonfill",El Botànic ,Extramurs,119,4,1,None,210.000
Ático en V-Perez Galdos/Fdo.Catolico,La Petxina ,Extramurs,78,2,1,None,223.000
