address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
"Apartamento en calle de Calixto III, nº 36",La Petxina ,Extramurs,95,3,2,None,160.000
Piso en Benicalap,Benicalap ,Benicalap,85,2,1,None,138.000
Piso en Russafa,Russafa ,L'Eixample,77,2,2,None,176.000
Piso en calle Dr Manuel Candela,L'Amistat ,Algirós,109,3,2,None,220.000
Piso en La Malvarrosa,El Grau ,Poblats Marítims,4,1,1,None,175.000
Piso en Benicalap,Benicalap ,Benicalap,55,1,1,None,136.000
Apartamento en El Perellonet,El Perellonet ,Pobles del Sud,94,2,2,None,130.000
Piso en Gran Via,Gran Via ,L'Eixample,70,1,2,None,225.000
Piso en Benicalap,Benicalap ,Benicalap,135,3,1,None,159.900
Piso en calle de Francisco Cubells,El Grau ,Poblats Marítims,79,2,2,None,175.000
Piso en Avinguda de Joan XXIII,Benicalap ,Benicalap,90,3,2,None,225.000
Piso en Avenida de la Constitución,Marxalenes ,La Saïdia,90,3,1,None,145.000
"Apartamento en Avinguda de Pérez Galdós, cerca de Carrer de Cartagena",Nou Moles ,L'Olivereta,97,3,1,None,130.000
Piso en Arrancapins,Arrancapins ,Extramurs,111,4,1,None,144.000
Piso en calle de Albacete,Arrancapins ,Extramurs,137,2,2,None,220.000
Piso en ** Zona Juan Llorens  **,Arrancapins ,Extramurs,95,4,2,None,195.000
"Piso en calle del Arzobispo Company, cerca de Calle de Don Vicente Guillot 'Tío Bola'",El Cabanyal-El Canyamelar ,Poblats Marítims,110,3,1,None,125.000
Piso en Orriols,Orriols ,Rascanya,102,3,2,None,135.000
"Piso en Carrer de San Vicente Mártir, cerca de Carrer del Doctor Gil i Morte",Arrancapins ,Extramurs,75,2,1,None,145.000
Apartamento en La Saïdia,Trinitat ,La Saïdia,65,2,1,None,165.000
Casa en Cabañal,El Cabanyal-El Canyamelar ,Poblats Marítims,76,"1.960
 €/m²","1.960
 €/m²",None,149.000
Piso en El Botànic,El Botànic ,Extramurs,100,3,2,None,230.000
Piso en calle del Reverendo José Noguera,Sant Marcel·lí ,Jesús,105,4,2,None,125.000
Piso en Gran Vía de Ramón y Cajal,La Roqueta ,Extramurs,103,3,1,None,220.000
Apartamento en calle de Luis Despuig,El Cabanyal-El Canyamelar ,Poblats Marítims,102,2,1,None,125.000
Piso en Nou Moles,Nou Moles ,L'Olivereta,96,2,1,None,139.000
"Piso en calle de Rascaña, 10",Campanar ,Campanar,93,4,2,None,130.000
Piso en calle Zamenhoff,La Petxina ,Extramurs,85,3,1,None,139.000
"Piso en calle de Cuenca Tramoyeres, 2",Benimaclet ,Benimaclet,69,3,1,None,130.000
Piso en Arrancapins,Arrancapins ,Extramurs,108,3,1,None,195.000
