address,district,neighbourhood,sqft_surface,bedrooms,bathrooms,new_construction,price
Piso en La Zaidía,Morvedre ,La Saïdia,107,4,2,None,169.900
"Piso en calle de Orihuela,  35",Morvedre ,La Saïdia,128,3,2,Obra nueva,215.000
Piso en La Creu Coberta,La Creu Coberta ,Jesús,96,3,1,None,148.000
Piso en Passeig de l'Albereda,Penya-roja ,Camins al Grau,76,1,1,None,215.000
Piso en Benicalap,Benicalap ,Benicalap,127,4,2,None,151.000
Piso en calle de Manolo Taberner,Nou Moles ,L'Olivereta,110,3,1,None,175.000
Piso en Carrer del Naturalista Arévalo Baca,Exposició ,El Pla del Real,90,3,1,None,167.000
Piso en Carrer del Bonaire,Sant Francesc ,Ciutat Vella,65,2,1,None,189.000
Piso en Avenida Giorgeta,La Raiosa ,Jesús,114,4,2,None,206.000
Piso en Beteró,Beteró ,Poblats Marítims,85,3,1,None,140.000
Piso en Patraix,L'Hort de Senabre ,Jesús,107,3,1,None,120.500
Piso en Sant Marcel·lí,Sant Marcel·lí ,Jesús,101,3,2,None,132.000
Piso en calle de Agullent,Benicalap ,Benicalap,130,3,2,None,180.000
Apartamento en Lolivereta,Tres Forques ,L'Olivereta,82,2,1,None,129.000
Piso en El Carme,El Carme ,Ciutat Vella,85,4,1,None,135.000
Piso en Nou Moles,Nou Moles ,L'Olivereta,109,4,2,None,189.000
Piso en calle Isla de Gran Canaria,La Malva-rosa ,Poblats Marítims,85,3,1,None,180.000
Piso en Morvedre,Morvedre ,La Saïdia,75,2,2,None,145.000
Piso en Camins Al Grau - Aiora,Aiora ,Camins al Grau,149,4,2,None,229.000
Piso en La Malva-Rosa,La Malva-rosa ,Poblats Marítims,85,2,1,None,168.000
"Piso en Avinguda de Pérez Galdós, nº 73",Nou Moles ,L'Olivereta,90,3,1,None,161.500
"Apartamento en Avinguda de Burjasot, cerca de Avinguda del General Avilés",Benicalap ,Benicalap,167,4,2,None,219.000
Piso en Patraix,Patraix ,Patraix,75,2,1,None,155.000
"Piso en Carrer de Dénia, nº 63",Russafa ,L'Eixample,93,3,1,None,161.000
"Piso en calle de Orihuela,  35",Morvedre ,La Saïdia,128,3,2,Obra nueva,200.000
Apartamento en El Palmar,El Palmar ,Pobles del Sud,2,4,4,None,190.000
Piso en Patraix,Patraix ,Patraix,75,2,1,None,155.000
Piso en Benicalap,Benicalap ,Benicalap,100,4,1,None,150.000
"Piso en calle Juan Aguilar, nº 19",Campanar ,Campanar,97,3,1,None,153.000
Apartamento en Lolivereta,Tres Forques ,L'Olivereta,62,2,2,None,120.000
