index,address,neighbourhood,district,sqft_surface,bedrooms,bathrooms,new_construction,price,latitude,longitude
6,Plaza de Honduras,Ciutat Jardí ,Algirós,90.0,3,1,None,190.0,39.4743102,-0.3455512
7,Avinguda de la Malva,La Malva-rosa ,Poblats Marítims,103.0,3,2,None,140.0,None,None
8,calle de Guillem Escrivá,La Malva-rosa ,Poblats Marítims,100.0,4,2,None,145.0,39.479598,-0.3285192
9,calle Mestre Chapí,Benimàmet ,Pobles de l'Oest,122.0,3,2,None,197.0,None,None
11,Plaza de la Iglesia de los Ángeles,El Cabanyal-El Canyamelar ,Poblats Marítims,65.0,3,1,None,130.0,None,None
12,calle Fausto Helio,La Malva-rosa ,Poblats Marítims,102.0,3,2,None,175.0,None,None
13,Avenida Blasco Ibañez,L'Illa Perduda ,Algirós,91.0,3,2,None,210.0,39.4761229,-0.3517879
14,Avenida Giorgeta,Arrancapins ,Extramurs,114.0,4,2,None,194.9,39.462498,-0.3867742
16,Carrer de Juan Ramón Jiménez,Malilla ,Quatre Carreres,117.0,4,2,None,158.0,39.4484881,-0.3715723
18,Carrer de la Corona,El Carme ,Ciutat Vella,72.0,2,2,None,139.0,39.478119,-0.3822397
19,calle de Pelayo,La Roqueta ,Extramurs,91.0,3,2,None,177.0,39.4655859,-0.3791324
20,calle del Maestro Valls,Aiora ,Camins al Grau,92.0,3,1,None,156.0,None,None
22,calle de la Reina,El Cabanyal-El Canyamelar ,Poblats Marítims,98.0,4,2,None,190.0,39.4732228,-0.328001
24,calle Portacoeli,Sant Llorenç ,Rascanya,106.0,3,2,None,135.0,39.4897618,-0.3693652
28,calle de Isaac Peral,El Grau ,Poblats Marítims,96.0,3,1,None,150.0,None,None
29,calle de Ángel Villena,Ciutat de les Arts i de les Ciències ,Quatre Carreres,96.0,3,2,None,129.0,None,None
0,Carrer del Poeta Liern,La Xerea ,Ciutat Vella,70.0,2,1,None,208.0,39.4741176,-0.3707444
1,Algirós,Aiora ,Camins al Grau,115.0,4,2,None,175.0,39.46979,-0.35336455894420293
3,calle de Rodríguez de Cepeda,Albors ,Camins al Grau,90.0,3,1,None,155.0,None,None
4,calle Avd Giorgeta,Sant Francesc ,Ciutat Vella,116.0,3,2,None,180.0,None,None
5,calle de Berenguer Mallol,Aiora ,Camins al Grau,114.0,5,1,None,155.0,39.4643222,-0.3421124
6,Avenida de Gaspar Aguilar,Patraix ,Patraix,126.0,4,2,None,149.0,39.4564556,-0.3905626
8,Avenida Giorgeta,La Raiosa ,Jesús,100.0,3,2,None,180.0,39.4578476,-0.383651
11,calle de Oltá,Malilla ,Quatre Carreres,123.0,3,1,None,205.0,None,None
12,Avinguda de les Balears,Penya-roja ,Camins al Grau,81.0,3,1,None,129.0,39.4594241,-0.3418679
16,calle del Reverendo Rafael Tramoyeres,Benimaclet ,Benimaclet,80.0,2,2,None,130.0,None,None
18,calle de Rascaña,Campanar ,Campanar,147.0,3,2,None,225.0,39.4804882,-0.394916
20,calle de la Democracia,Nou Moles ,L'Olivereta,95.0,4,1,None,125.0,39.4726907,-0.4073637
21,Avinguda de Pérez Galdós,Patraix ,Patraix,91.0,2,2,None,173.0,39.4661778,-0.3896095
22,Próxima A Blasco Ibáñez,Mestalla ,El Pla del Real,71.0,2,1,None,158.0,None,None
25,calle Peset Alexandre,Tormos ,La Saïdia,100.0,2,2,None,197.9,None,None
26,Aiora,La Creu del Grau ,Camins al Grau,81.0,3,1,None,135.0,39.46649015,-0.33926273895348946
28,calle Carrer de La Mare de Déu del Puig,El Grau ,Poblats Marítims,52.0,2,1,None,120.0,39.4621163,-0.3362774
29,calle del Doctor Nicasio Benlloch,Campanar ,Campanar,60.0,2,1,None,165.0,None,None
1,L'illa Perduda,L'Illa Perduda ,Algirós,94.0,3,2,None,170.0,39.4696242,-0.3407668
2,calle de Alcañiz,Torrefiel ,Rascanya,91.0,3,1,None,130.0,None,None
3,calle del Doctor Zamenhof,La Petxina ,Extramurs,92.0,2,2,None,139.0,39.4744773,-0.3949539
5,Plaza del Grup Parpalló,Sant Pau ,Campanar,83.0,2,1,None,140.539,39.476619400000004,-0.40040171612672815
9,calle de Cuenca,Patraix ,Patraix,80.0,2,1,None,140.0,None,None
10,València,Fonteta de Sant Lluís ,Quatre Carreres,55.0,1,1,None,130.0,39.453049500000006,-0.3471809710255356
12,Avinguda de Pérez Galdós,Nou Moles ,L'Olivereta,94.0,3,2,None,189.9,39.4679698,-0.3908855
14,A 100 Metros del Mercado de Ruzafa,Russafa ,L'Eixample,70.0,2,1,None,165.0,None,None
16,calle del Pintor Maella,La Creu del Grau ,Camins al Grau,76.0,2,1,None,144.5,39.4637156,-0.3463579
17,calle de la Dama de Elche,La Creu del Grau ,Camins al Grau,105.0,3,1,None,150.0,39.4622729,-0.3430564
18,Avinguda de Pérez Galdós,Arrancapins ,Extramurs,100.0,3,1,None,145.0,39.4688562,-0.391392
21,Carretera de Moncada,Tormos ,La Saïdia,83.0,3,1,None,149.9,None,None
22,Carrer de l'Enginyer Fausto Elio,La Carrasca ,Algirós,112.0,3,2,None,175.0,39.4806263,-0.3326599
24,Carrer Fuencaliente,La Creu del Grau ,Camins al Grau,106.0,4,2,None,155.0,None,None
25,Avenida del Primado Reig,Torrefiel ,Rascanya,135.0,4,2,None,215.0,39.4892948,-0.3700839
27,Carrer de Linares,La Petxina ,Extramurs,122.0,4,2,None,188.7,39.4689983,-0.3917738
28,calle del Doctor Lluch,El Cabanyal-El Canyamelar ,Poblats Marítims,72.0,2,1,None,169.0,39.4696455,-0.3280253
29,Carrer de Ripalda,El Carme ,Ciutat Vella,90.0,2,1,None,155.0,39.4785466,-0.3813777
0,Carrer del Periodista Gil Sumbiela,Benicalap ,Benicalap,83.0,3,1,None,138.0,39.4934831,-0.3898259
1,calle del Gobernador Viejo,La Xerea ,Ciutat Vella,67.0,2,1,None,195.0,39.4750877,-0.3715383
2,calle de la Virgen del Puig,El Grau ,Poblats Marítims,96.0,3,2,None,225.0,None,None
3,Carrer de Cadis,Russafa ,L'Eixample,93.0,2,1,None,151.0,39.4626436,-0.3741614
5,Carrer d'Albocàsser,Benimaclet ,Benimaclet,69.0,3,1,None,124.0,39.486868,-0.3639842
6,Avinguda de Pérez Galdós,Nou Moles ,L'Olivereta,80.0,3,1,None,150.0,39.4679698,-0.3908855
7,*** Junto Al Puerto y Avda. del Puerto ***,El Grau ,Poblats Marítims,73.0,3,1,None,130.0,None,None
9,Avinguda del CID,Soternes ,L'Olivereta,118.0,3,2,None,159.0,39.4685471,-0.3979341
10,calle del Pintor Pascual Capuz,Patraix ,Patraix,97.0,3,2,None,224.9,None,None
11,Carrer del Torn de l'Hospital,El Pilar ,Ciutat Vella,62.0,1,1,None,150.0,39.4720615,-0.3816724
12,Lolivereta,Nou Moles ,L'Olivereta,69.0,3,1,None,120.0,39.4706559,-0.3961959
13,Carrer de la República Argentina,L'Amistat ,Algirós,73.0,3,1,None,128.0,39.4722334,-0.3518213
14,calle Jj  Domine,El Grau ,Poblats Marítims,100.0,4,2,None,188.0,None,None
15,calle de Molinell,Trinitat ,La Saïdia,60.0,2,1,None,165.0,39.4849351,-0.3670528
17,calle de Fray Pedro Vives,Sant Antoni ,La Saïdia,117.0,4,2,None,151.0,39.4866194,-0.3734091
22,Carrer d'Albocàsser,Benimaclet ,Benimaclet,75.0,3,1,None,126.0,39.486868,-0.3639842
24,calle Peset Alexandre,Tormos ,La Saïdia,119.0,4,2,None,210.0,None,None
26,calle Eiximenis,Sant Francesc ,Ciutat Vella,100.0,2,1,None,195.0,None,None
28,calle de Goya,Nou Moles ,L'Olivereta,120.0,4,2,None,136.0,39.4738066,-0.398286
29,La Saïdia ,Marxalenes ,La Saïdia,71.0,3,1,None,185.0,39.487599,-0.3762596
0,calle del Progreso,El Cabanyal-El Canyamelar ,Poblats Marítims,43.0,1,1,None,129.0,None,None
1,calle del Humanista Honorato Juan,Arrancapins ,Extramurs,91.0,2,1,None,225.0,39.4646542,-0.3866904
2,Borboto ,Borbotó ,Pobles del Nord,290.0,4,1,None,130.0,39.5154755,-0.3902992
5,Pobles del Sud ,El Perellonet ,Pobles del Sud,130.0,3,2,None,225.0,39.4282661,-0.3581993
6,La Creu Coberta,L'Hort de Senabre ,Jesús,94.0,3,2,None,158.0,None,None
8,calle Jj Dómine,El Grau ,Poblats Marítims,100.0,3,2,None,185.0,None,None
10,Carrer Pego,Benimàmet ,Pobles de l'Oest,112.0,3,2,None,127.9,None,None
11,Avinguda de Manuel Colomer Marco,Favara ,Patraix,104.0,3,2,None,145.0,None,None
12,calle de José María Haro,L'Illa Perduda ,Algirós,106.0,3,2,None,228.0,39.4725046,-0.3374391
14,Carrer de Cuba,Russafa ,L'Eixample,50.0,1,1,None,125.0,39.4598391,-0.375544
16,Plaza del Miracle del Mocadoret,La Seu ,Ciutat Vella,79.0,2,1,None,225.0,39.4745671,-0.37617377355221404
17,calle del Castillo de Benisanó,Nou Moles ,L'Olivereta,91.0,2,1,None,155.0,None,None
18,Avinguda del CID,Nou Moles ,L'Olivereta,140.0,4,2,None,170.0,39.4685471,-0.3979341
19,Avenida de Francia,El Grau ,Poblats Marítims,91.0,3,2,Obra nueva,195.0,39.4581509,-0.3346157
22,Gran Vía de Ramón y Cajal,Arrancapins ,Extramurs,136.0,4,2,None,215.0,39.4648128,-0.3809232
23,Carrer de l'Enginyer Fausto Elio,La Malva-rosa ,Poblats Marítims,65.0,2,2,None,165.0,39.4779624,-0.3329876
25,Avinguda del CID,Patraix ,Patraix,110.0,3,2,None,230.0,39.4673012,-0.3917273
28,calle de Fuencaliente,La Creu del Grau ,Camins al Grau,73.0,3,1,None,140.85,39.4633457,-0.3496906
29,calle de La Puebla del Duc,Morvedre ,La Saïdia,83.0,3,1,None,132.5,None,None
1,calle del Río Segre,Benicalap ,Benicalap,98.0,1,1,None,159.0,39.4951457,-0.3823357
3,calle de Bernat Descoll,Malilla ,Quatre Carreres,96.0,3,2,None,152.0,39.4519385,-0.3740165
5,Carrer de Llanera de Ranes,L'Hort de Senabre ,Jesús,111.0,3,2,None,129.5,39.4540223,-0.3907952
7,Avinguda de Pius XII,El Calvari ,Campanar,102.0,4,1,None,129.9,39.4810697,-0.3926038
8,calle del Arquitecto Monleón,La Creu Coberta ,Jesús,99.0,3,2,Obra nueva,170.0,39.4520441,-0.3848285
9,calle Burrull,El Carme ,Ciutat Vella,58.0,1,1,None,120.0,None,None
10,Carrer del Vinalopó,La Bega Baixa ,Algirós,136.0,4,2,None,210.0,39.4752121,-0.3505493
11,calle de los Carteros,L'Hort de Senabre ,Jesús,116.0,4,2,None,139.8,None,None
13,calle de José Benlliure,El Cabanyal-El Canyamelar ,Poblats Marítims,100.0,1,2,None,120.0,None,None
14,Els Orriols,Sant Antoni ,La Saïdia,99.0,3,2,None,149.0,None,None
16,calle Alejandra Soler,El Carme ,Ciutat Vella,112.0,4,3,None,230.0,None,None
20,Carrer de la Serrería,El Grau ,Poblats Marítims,100.0,2,2,None,230.0,39.4670601,-0.3350437
21,calle de Enguera,Tres Forques ,L'Olivereta,73.0,2,1,None,149.0,39.4663594,-0.3949295
22,Lolivereta,Nou Moles ,L'Olivereta,113.0,4,2,None,138.0,39.4706559,-0.3961959
23,calle de los Santos Justo y Pastor,Aiora ,Camins al Grau,122.0,2,2,None,150.0,39.4708582,-0.3524699
24,Lolivereta,La Llum ,L'Olivereta,116.0,3,1,None,120.0,39.4706559,-0.3961959
26,Lolivereta,Nou Moles ,L'Olivereta,101.0,4,2,None,155.0,39.4706559,-0.3961959
28,calle de Enriqueta Agut Armer 'Maestra,Tres Forques ,L'Olivereta,91.0,3,2,None,169.0,None,None
29,Avenida Giorgeta,La Raiosa ,Jesús,110.0,4,2,None,168.0,39.4578476,-0.383651
0,calle de Gran Canaria,La Malva-rosa ,Poblats Marítims,95.0,4,1,None,159.0,39.4816714,-0.3292854
4,calle de Molinell,Trinitat ,La Saïdia,60.0,2,1,None,165.0,39.4849351,-0.3670528
5,calle Ep Barraques de Llacer 3,Faitanar ,Pobles del Sud,77.0,2,1,None,122.1,None,None
6,calle de José María Haro,Beteró ,Poblats Marítims,74.0,2,1,None,120.0,39.4726101,-0.336898
8,Entrada de Pedrós,La Punta ,Quatre Carreres,240.0,1,1,None,150.0,39.4452219,-0.346837
10,Plaza de Honduras,Ciutat Jardí ,Algirós,117.0,4,2,None,199.9,39.4743102,-0.3455512
11,calle del Rosario,El Cabanyal-El Canyamelar ,Poblats Marítims,120.0,2,2,None,198.0,39.4657073,-0.3316034
15,Plaza Beatriz Civera,Sant Isidre ,Patraix,122.0,3,2,None,129.7,None,None
16,calle de Ángel Villena,Na Rovella ,Quatre Carreres,105.0,3,2,None,129.0,None,None
17,Barrio de La Luz,Faitanar ,Pobles del Sud,132.0,4,2,None,144.0,None,None
19,Carrer de Carolina Álvarez,La Creu del Grau ,Camins al Grau,78.0,3,1,None,199.9,39.4607573,-0.3453208
20,calle de la Costera,Beniferri ,Pobles de l'Oest,87.0,2,2,None,230.0,None,None
21,calle Avenida de Linstitut Obrer Valencià,Ciutat de les Arts i de les Ciències ,Quatre Carreres,96.0,2,1,None,230.0,None,None
22,calle del Duque de Gaeta,Aiora ,Camins al Grau,65.0,2,1,None,130.0,39.4676541,-0.3491982
23,La Fontera de Sant Lluis,La Punta ,Quatre Carreres,105.0,4,2,None,167.0,None,None
25,Avenida de Gaspar Aguilar,L'Hort de Senabre ,Jesús,114.0,4,2,None,165.0,39.45652,-0.3901264
26,Avenida de los Pinares,El Saler ,Pobles del Sud,80.0,3,2,None,135.0,39.3824637,-0.3323878
27,Carrer de El Batxiller,Jaume Roig ,El Pla del Real,87.0,2,2,None,195.0,None,None
28,calle de Benicarló,Benimaclet ,Benimaclet,93.0,3,2,None,149.9,39.4855219,-0.3636854
29,calle de Fuerteventura,La Malva-rosa ,Poblats Marítims,90.0,3,2,None,125.0,39.4813833,-0.3284243
1,Avinguda de la Malva,La Malva-rosa ,Poblats Marítims,98.0,3,2,None,160.0,None,None
2,Avinguda de la Malva,La Malva-rosa ,Poblats Marítims,85.0,2,1,None,172.0,None,None
3,Avinguda de la Malva,La Malva-rosa ,Poblats Marítims,96.0,4,2,None,210.0,None,None
5,calle de Molinell,Trinitat ,La Saïdia,65.0,2,1,None,165.0,39.4849351,-0.3670528
6,calle Carrer de Joan Verdeguer,El Grau ,Poblats Marítims,82.0,2,1,None,125.0,39.4587312,-0.3371643
9,Avenida de Gaspar Aguilar,L'Hort de Senabre ,Jesús,131.0,2,2,None,168.0,39.45652,-0.3901264
10,Camino Nuevo de Paterna,Benimàmet ,Pobles de l'Oest,128.0,4,2,None,126.8,39.4965554,-0.4215085
11,Extramuros,La Roqueta ,Extramurs,102.0,3,2,None,210.0,39.4708608,-0.3881723
12,Patraix,Nou Moles ,L'Olivereta,134.0,4,2,None,175.0,None,None
14,calle del Párroco Muñoz,Benimàmet ,Pobles de l'Oest,78.0,2,1,None,150.0,39.5058652,-0.4229913
15,calle de Cuenca,Arrancapins ,Extramurs,85.0,2,1,None,215.0,39.4675661,-0.3852228
16,calle de Berenguer de Montoliu,La Malva-rosa ,Poblats Marítims,80.0,2,1,None,125.0,None,None
18,calle de Alboraya,Trinitat ,La Saïdia,80.0,3,1,None,129.9,39.4818841,-0.3706195
19,Junto A La Plaza del Pilar y Parque del Hospital.,El Pilar ,Ciutat Vella,62.0,2,1,None,142.0,None,None
23,Patraix,Tres Forques ,L'Olivereta,98.0,4,2,None,124.9,None,None
25,Carrer de Quart,La Petxina ,Extramurs,107.0,5,2,None,175.0,39.4754484,-0.3858818
26,Algirós,Albors ,Camins al Grau,95.0,3,1,None,135.0,39.46979,-0.35336455894420293
27,Avenida de Ausiàs March,Malilla ,Quatre Carreres,105.0,4,2,None,135.0,39.4434875,-0.3693949
0,Camino Nuevo de Picaña,Sant Isidre ,Patraix,142.0,4,2,None,138.3,39.4567218,-0.4037932
1,Plaza del Pintor Anglada,Beteró ,Poblats Marítims,85.0,3,1,None,173.0,None,None
2,calle Ciutat de Melilla,Favara ,Patraix,145.0,2,2,None,179.9,None,None
3,calle Burgerins,El Mercat ,Ciutat Vella,88.0,2,2,None,184.157,None,None
5,calle Carrer de Joan Baptista Perales,Aiora ,Camins al Grau,80.0,3,1,None,148.0,39.4641939,-0.3407444
6,Ciutat Jardí,La Carrasca ,Algirós,100.0,3,2,None,175.0,39.4712439,-0.3460483
8,calle de Eduardo Soler y Pérez,Sant Pau ,Campanar,119.0,3,2,None,230.0,None,None
9,Carrer de la Mar,La Xerea ,Ciutat Vella,74.0,2,1,None,220.0,39.473055,-0.3700502
13,calle de la Cooperativa de San Fernando,La Raiosa ,Jesús,76.0,2,1,None,120.0,None,None
16,Esquina Con La calle Jurado Blanquer,Safranar ,Patraix,94.0,3,2,None,165.0,None,None
18,Carrer de Rubén Vela,En Corts ,Quatre Carreres,73.0,2,1,None,215.0,39.4555276,-0.3744368
19,calle del Maestro Miguel Galán,Benicalap ,Benicalap,102.0,4,1,None,147.0,None,None
20,Avenida de los Hermanos Machado,Sant Llorenç ,Rascanya,70.0,1,1,None,148.0,39.4985753,-0.3719175
22,Tres Forques,Patraix ,Patraix,112.0,3,2,None,175.0,39.4638304,-0.3969361
24,calle de Josep Melià Pigmalion,Marxalenes ,La Saïdia,96.0,3,2,None,126.0,39.4880954,-0.386198
25,Carrer del Pintor Gisbert,Russafa ,L'Eixample,78.0,2,1,None,145.0,39.4597648,-0.3775357
27,calle de Orihuela,Morvedre ,La Saïdia,124.0,3,2,Obra nueva,200.0,None,None
1,La Llum,Nou Moles ,L'Olivereta,97.0,2,1,None,158.0,39.4688142,-0.4143914
5,Lolivereta,Nou Moles ,L'Olivereta,87.0,3,1,None,123.0,39.4706559,-0.3961959
6,Carrer del General Gil Dolz,Mestalla ,El Pla del Real,65.0,1,1,None,153.0,39.4723468,-0.3615829
7,calle de Esteban Ballester,Beteró ,Poblats Marítims,112.0,4,2,None,185.0,39.4723003,-0.3362175
10,calle de Montesa,Favara ,Patraix,50.0,1,1,None,127.9,39.4552854,-0.3938988
13,calle de los Franciscanos,La Seu ,Ciutat Vella,111.0,2,1,None,179.0,None,None
14,Frente Al Mercado Central y A 2 Minutos de La Lonja.,El Pilar ,Ciutat Vella,77.0,2,2,None,225.0,None,None
15,Carrer del Archiduque Carlos,Vara de Quart ,Patraix,126.0,4,2,None,204.9,39.4655855,-0.3942807
16,calle de José Aguirre,El Grau ,Poblats Marítims,100.0,4,1,None,160.0,39.4619092,-0.3350058
17,Carrer del Bonaire,La Xerea ,Ciutat Vella,80.0,2,1,None,179.0,None,None
19,Avenida del Maestro Rodrigo,Sant Pau ,Campanar,49.0,1,1,None,137.039,39.4901425,-0.4066138
21,Avenida de Eduardo Boscá,La Creu del Grau ,Camins al Grau,109.0,4,2,None,172.5,None,None
24,calle de la Reina,El Cabanyal-El Canyamelar ,Poblats Marítims,101.0,3,2,None,180.0,39.4732228,-0.328001
25,La Petxina,Arrancapins ,Extramurs,4.0,1,1,None,190.0,39.4732871,-0.3915983
26,Lolivereta,Nou Moles ,L'Olivereta,125.0,4,2,None,140.0,39.4706559,-0.3961959
27,calle de Vicente Brull,El Grau ,Poblats Marítims,110.0,3,2,Obra nueva,194.9,39.4658057,-0.3325542
0,CC Aqua,La Creu del Grau ,Camins al Grau,90.0,3,1,None,120.0,39.4565441,-0.3457117
1,Carrer de Sueca,Gran Via ,L'Eixample,82.0,3,1,None,184.05,39.4635138,-0.3765249
3,Ruzafa,Russafa ,L'Eixample,70.0,2,1,None,165.0,39.46203975,-0.37139256693932426
5,calle de Benasal,El Cabanyal-El Canyamelar ,Poblats Marítims,110.0,3,4,None,170.0,None,None
7,Carrer de Sant Josep Sister,El Cabanyal-El Canyamelar ,Poblats Marítims,70.0,2,2,None,155.0,None,None
8,Avinguda del Pianista Martínez Carrasco,Malilla ,Quatre Carreres,107.0,4,2,None,142.0,39.4476193,-0.3697264
9,calle de Molinell,La Seu ,Ciutat Vella,69.0,2,1,None,165.0,None,None
10,Carrer de Lluís Oliag,Montolivet ,Quatre Carreres,104.0,3,2,None,160.0,39.4611563,-0.362226
11,calle de Alboraya,Mestalla ,El Pla del Real,80.0,3,1,None,135.0,None,None
12,calle Marino Pedro Andreu,L'Hort de Senabre ,Jesús,92.0,3,1,None,123.0,None,None
13,Lolivereta,Nou Moles ,L'Olivereta,125.0,4,2,None,183.0,39.4706559,-0.3961959
15,Lolivereta,La Llum ,L'Olivereta,91.0,4,2,None,191.0,39.4706559,-0.3961959
17,Lolivereta,Sant Pau ,Campanar,100.0,4,1,None,125.0,None,None
20,calle de Montesa,Favara ,Patraix,127.0,4,1,None,145.0,39.4552854,-0.3938988
22,Avenida del Primero de Mayo,La Creu Coberta ,Jesús,100.0,4,2,None,135.0,39.4493408,-0.3898417
23,Avenida Giorgeta,La Raiosa ,Jesús,116.0,3,2,None,169.0,39.4578476,-0.383651
27,Carrer de Sueca,Russafa ,L'Eixample,82.0,2,1,None,184.05,39.4635138,-0.3765249
0,Carrer de Sant Josep Sister,El Grau ,Poblats Marítims,122.0,4,2,Obra nueva,222.0,None,None
1,calle de la Reina,El Cabanyal-El Canyamelar ,Poblats Marítims,75.0,3,1,None,190.0,39.4732228,-0.328001
2,calle de San Roque,Benicalap ,Benicalap,125.0,3,2,Obra nueva,190.0,None,None
3,calle Duque de Calabria,Russafa ,L'Eixample,100.0,2,2,None,193.0,39.4634352,-0.3665267
4,Avenida Dr Manuel Candela,Ciutat Jardí ,Algirós,114.0,3,1,None,220.0,39.4704814,-0.3494406
5,Carrer del Periodista Gil Sumbiela,Benicalap ,Benicalap,102.0,3,1,None,125.0,39.4934831,-0.3898259
8,Ruzafa,Russafa ,L'Eixample,82.0,3,1,None,184.05,39.46203975,-0.37139256693932426
9,calle de Ángel Villena,Na Rovella ,Quatre Carreres,105.0,3,2,None,129.0,None,None
11,calle del Micer Rabasa,La Raiosa ,Jesús,117.0,3,2,Obra nueva,187.525,None,None
13,calle Santa Genoveva Torres,Sant Llorenç ,Rascanya,84.0,2,2,None,200.0,39.4910019,-0.3658779
16,Camins Al Grau,Camí Fondo ,Camins al Grau,109.0,4,2,None,172.5,39.4654437,-0.3479365
17,calle de Fray Pedro Vives,Morvedre ,La Saïdia,85.0,3,1,None,132.5,39.4866194,-0.3734091
18,Carrer de Jerónima Galés 'Impressora,Favara ,Patraix,116.0,3,2,None,139.0,None,None
19,L'illa Perduda,Aiora ,Camins al Grau,4.0,2,2,None,229.0,None,None
22,calle de Justo Vilar,El Cabanyal-El Canyamelar ,Poblats Marítims,70.0,2,1,None,129.0,39.4674329,-0.3336967
24,Carrer de San Vicente Mártir,Favara ,Patraix,102.0,4,1,None,124.8,None,None
25,calle del Campamento,Benimàmet ,Pobles de l'Oest,228.0,6,2,None,175.0,None,None
26,calle del Doctor Lluch,El Cabanyal-El Canyamelar ,Poblats Marítims,85.0,2,1,None,165.0,39.4696455,-0.3280253
27,calle de Orihuela,Morvedre ,La Saïdia,120.0,3,2,None,200.0,None,None
29,Avinguda de Pérez Galdós,Nou Moles ,L'Olivereta,90.0,3,1,None,135.0,39.4679698,-0.3908855
0,calle del Pintor Maella,La Creu del Grau ,Camins al Grau,90.0,3,1,None,135.0,39.4637156,-0.3463579
1,Carrer del Bonaire,El Mercat ,Ciutat Vella,80.0,2,1,None,189.0,None,None
3,calle del Padre Antón Martín,La Malva-rosa ,Poblats Marítims,109.0,4,2,None,143.0,None,None
5,calle de Orihuela,Morvedre ,La Saïdia,120.0,3,2,None,188.0,None,None
7,Carrer de San Vicente Mártir,El Mercat ,Ciutat Vella,109.0,3,2,None,230.0,39.46982,-0.3786303
8,calle del Padre Vicent,La Punta ,Quatre Carreres,67.0,3,1,None,166.5,None,None
9,Carrer de Ripalda,El Carme ,Ciutat Vella,90.0,2,1,None,155.0,39.4785466,-0.3813777
10,Plaza del Poeta Vicente Gaos,La Bega Baixa ,Algirós,51.0,1,1,None,132.5,39.4772955,-0.3485252
11,calle de Bello,El Grau ,Poblats Marítims,80.0,3,1,None,120.0,None,None
12,calle del Padre Luis Navarro,El Cabanyal-El Canyamelar ,Poblats Marítims,59.0,2,1,None,150.0,None,None
14,Carrer del Doctor Calatayud Baya,Campanar ,Campanar,150.0,4,2,None,230.0,39.4801914,-0.3957133
16,calle de Almácera,L'Hort de Senabre ,Jesús,131.0,3,2,None,175.0,None,None
17,calle de Mosén Febrer,L'Hort de Senabre ,Jesús,122.0,3,2,None,164.0,None,None
18,Carrer de Rafael Cort,La Xerea ,Ciutat Vella,128.0,4,2,None,169.9,None,None
19,calle del Brasil,Nou Moles ,L'Olivereta,60.0,2,1,None,145.0,39.472763,-0.4013665
20,calle de Burgos,Nou Moles ,L'Olivereta,115.0,3,2,None,208.0,39.4707481,-0.399131
22,calle de Agustín Sales,La Raiosa ,Jesús,141.0,1,2,None,130.0,None,None
25,Avenida de la Constitución,Orriols ,Rascanya,132.0,4,2,None,159.5,39.4931431,-0.3732987
28,Carrer de Bilbao,Sant Antoni ,La Saïdia,98.0,3,2,None,170.0,39.4882749,-0.372123
29,calle de Carcagente,Patraix ,Patraix,79.0,1,1,None,120.0,None,None
0,calle de Agustín Sales,L'Hort de Senabre ,Jesús,40.0,1,1,None,130.0,None,None
1,calle Carrer de L''arquebisbe Fabián I Fuero,Marxalenes ,La Saïdia,80.0,3,1,None,158.0,None,None
5,València,Torrefiel ,Rascanya,91.0,4,2,None,134.0,39.4946456,-0.36387981272532155
7,La Malvarrosa,La Malva-rosa ,Poblats Marítims,79.0,2,1,None,125.0,39.479291399999994,-0.3235806674213336
11,calle de Molinell,Trinitat ,La Saïdia,72.0,2,1,None,165.0,39.4849351,-0.3670528
12,Patraix,L'Hort de Senabre ,Jesús,112.0,4,2,None,137.0,39.456528,-0.3903667
16,Extramurs ,La Petxina ,Extramurs,40.0,1,1,None,135.0,39.4708608,-0.3881723
18,Ciutat de Les Arts I de Les Ciències,Ciutat de les Arts i de les Ciències ,Quatre Carreres,86.0,3,1,None,167.0,None,None
19,Avinguda de Sant Josep de la Muntanya,La Petxina ,Extramurs,100.0,3,2,None,211.0,39.4744074,-0.3936076
29,Carrer Rafael Lapesa Melgar,Camí Real ,Jesús,122.0,3,2,None,175.0,39.4395149,-0.38783
1,Carrer de Bilbao,Sant Antoni ,La Saïdia,147.0,5,2,None,142.0,39.4882749,-0.372123
2,calle Carrer de La Pianista Empar Iturbi,Malilla ,Quatre Carreres,150.0,4,2,None,200.0,39.4541224,-0.3780302
6,calle del Humanista Mariner,Patraix ,Patraix,70.0,2,1,None,145.0,None,None
7,Carrer de l'Acadèmic Alemany,Torrefiel ,Rascanya,95.0,3,2,None,189.0,None,None
8,calle de los Hierros,Aiora ,Camins al Grau,91.0,3,2,None,129.9,None,None
9,calle de la Historiadora Sylvia Romeu,Ciutat Jardí ,Algirós,99.0,3,1,None,160.0,39.4708898,-0.3479514
10,calle del Padre Simó,Benimàmet ,Pobles de l'Oest,162.0,3,2,None,149.0,39.5032574,-0.4230695
13,Carrer del Doctor Manuel Candela,Ciutat Jardí ,Algirós,124.0,3,2,None,175.0,39.4730889,-0.3480713
14,Avenida de Ausiàs March,Malilla ,Quatre Carreres,105.0,2,2,None,140.0,39.4434875,-0.3693949
17,calle Plus Ultra,En Corts ,Quatre Carreres,137.0,4,1,None,165.0,39.4551024,-0.3736936
18,La Fontsanta,Nou Moles ,L'Olivereta,120.0,4,2,None,171.7,39.4662538,-0.4074325
19,calle de Molinell,Trinitat ,La Saïdia,70.0,2,1,None,165.0,39.4849351,-0.3670528
20,Carrer de Rubén Vela,En Corts ,Quatre Carreres,97.0,3,2,None,139.0,39.4555276,-0.3744368
