index,address,neighbourhood,district,sqft_surface,bedrooms,bathrooms,new_construction,price,latitude,longitude
15,calle de Alfarrasí,Benimàmet ,Pobles de l'Oest,60.0,2,1,None,64.7,39.5022247,-0.425512
22,Torrefiel,Orriols ,Rascanya,111.0,4,2,None,104.0,39.494647799999996,-0.376130279007177
26,Barrio de San Cristóbal,El Grau ,Poblats Marítims,64.0,2,1,None,109.9,39.4634708,-0.3355588
6,Avinguda Real de Madrid,Camí Real ,Jesús,78.0,2,1,None,79.9,39.4387128,-0.3893976
12,Camino Caminot,La Punta ,Quatre Carreres,315.0,4,1,None,99.0,39.4444416,-0.3446039
13,Carrer de Quart,La Petxina ,Extramurs,43.0,1,1,None,100.0,39.4754484,-0.3858818
20,Patraix,L'Hort de Senabre ,Jesús,107.0,3,1,None,120.5,39.456528,-0.3903667
22,Lolivereta,Tres Forques ,L'Olivereta,82.0,2,1,None,129.0,39.4706559,-0.3961959
23,Olivereta/Hospital General,La Fontsanta ,L'Olivereta,103.0,3,1,None,95.0,39.4706559,-0.3961959
26,Algirós,Aiora ,Camins al Grau,73.0,2,1,None,91.5,39.46979,-0.35336455894420293
28,Lolivereta,Tres Forques ,L'Olivereta,62.0,2,2,None,120.0,39.4706559,-0.3961959
2,Carrer de Salvador Lluch,Montolivet ,Quatre Carreres,109.0,3,1,None,124.0,39.4586056,-0.3675315
3,Burjassot,Sant Pau ,Campanar,95.0,3,2,None,130.024,39.4834988,-0.3829893
5,Carrer del Comte de Torrefiel,Torrefiel ,Rascanya,135.0,3,2,None,125.0,39.4923599,-0.3756537
10,calle del Poeta Serrano Clavero,Benicalap ,Benicalap,76.0,2,1,None,91.0,39.4925894,-0.3891339
19,Carrer de Llanera de Ranes,L'Hort de Senabre ,Jesús,111.0,3,2,None,126.0,39.4540223,-0.3907952
24,Ayora,Aiora ,Camins al Grau,90.0,3,1,None,125.0,39.4677747,-0.3431272
25,Algirós,Aiora ,Camins al Grau,95.0,4,1,None,103.0,39.46979,-0.35336455894420293
0,Algirós,Aiora ,Camins al Grau,91.0,3,1,None,129.0,39.46979,-0.35336455894420293
3,calle Carrer del Mestre Bellver,Patraix ,Patraix,72.0,2,1,None,129.0,39.4643535,-0.3921792
6,calle José Grollo,Benicalap ,Benicalap,132.0,4,2,None,120.0,39.4890053,-0.3880194
8,Algirós,Aiora ,Camins al Grau,47.0,1,1,None,125.0,39.46979,-0.35336455894420293
10,calle de Daroca,Orriols ,Rascanya,55.0,2,1,None,68.8,39.4960427,-0.3687883
14,La Fuensanta,La Fontsanta ,L'Olivereta,79.0,3,1,None,96.0,39.4649827,-0.4082254
15,Monteolivete,Montolivet ,Quatre Carreres,67.0,2,1,None,79.0,39.4592877,-0.3620214
18,La Saïdia ,Marxalenes ,La Saïdia,66.0,3,1,None,95.0,39.487599,-0.3762596
27,La Olivereta,Nou Moles ,L'Olivereta,75.0,2,1,None,80.0,39.4706559,-0.3961959
0,Ayora,Aiora ,Camins al Grau,85.0,3,1,None,115.0,39.4677747,-0.3431272
7,Avda Puerto,La Creu del Grau ,Camins al Grau,75.0,2,1,None,124.8,39.46264185,-0.3485170292665123
19,calle de Vicente Puchol,El Castellar-L'Oliveral ,Pobles del Sud,156.0,3,1,None,125.0,39.4280199,-0.363945
23,Quatre Carreres ,En Corts ,Quatre Carreres,74.0,3,1,None,122.0,39.4468789,-0.3693793
1,calle de Santiago Rusiñol,Sant Llorenç ,Rascanya,80.0,3,1,None,116.0,39.4942424,-0.3649867
11,calle del Horticultor Galán,Tormos ,La Saïdia,68.0,1,1,None,56.0,39.4880975,-0.3798004
12,Carrer del Pintor Orrente,Benimàmet ,Pobles de l'Oest,71.0,1,1,None,48.3,39.5010364,-0.4162201
13,calle de Belchite,Tormos ,La Saïdia,71.0,3,1,None,100.5,39.4865119,-0.3789792
14,Carrer del Pintor Cortina,Favara ,Patraix,53.0,2,1,None,126.0,39.4545312,-0.3931935
15,Carrer de Quart,Sant Francesc ,Ciutat Vella,37.0,1,1,None,100.0,39.4761238,-0.3819577
16,Pobles de L'oest ,Benimàmet ,Pobles de l'Oest,120.0,4,2,None,110.0,39.4992054,-0.4142086
18,Carrer de Vicente Lleó,En Corts ,Quatre Carreres,73.0,2,1,None,110.0,39.4579999,-0.3713142
21,Avinguda del CID,Nou Moles ,L'Olivereta,80.0,3,1,None,88.0,39.4685471,-0.3979341
29,calle de Forata,L'Hort de Senabre ,Jesús,80.0,2,1,None,119.0,39.4509853,-0.3940114
0,calle de Miguel Servet,Benicalap ,Benicalap,62.0,1,1,None,108.714,39.4866015,-0.3931873
5,Carrer del General Llorens,Benicalap ,Benicalap,58.0,2,1,None,71.0,39.4915936,-0.3859366
7,Benicalap ,Ciutat Fallera ,Benicalap,86.0,2,1,None,124.0,39.4910435,-0.3895204
21,La Fontsanta,Tres Forques ,L'Olivereta,85.0,5,1,None,84.0,39.4662538,-0.4074325
25,Carrer de la Palma,Sant Francesc ,Ciutat Vella,60.0,2,1,None,122.0,39.4787534,-0.3790049
26,La Fontsanta,Nou Moles ,L'Olivereta,85.0,2,1,None,130.0,39.4662538,-0.4074325
28,calle de Palma de Gandía,Benifaraig ,Pobles del Nord,91.0,2,2,None,112.4,39.5284524,-0.384261
0,Avinguda de Pérez Galdós,Nou Moles ,L'Olivereta,76.0,3,1,None,121.0,39.4679698,-0.3908855
1,Parque de Cabecera,Soternes ,L'Olivereta,71.0,2,2,None,115.0,39.477279949999996,-0.40885231256936516
16,Carrer de Cuba,Russafa ,L'Eixample,45.0,1,1,None,125.0,39.4598391,-0.375544
24,calle de Azcárraga,La Petxina ,Extramurs,60.0,1,1,None,89.0,39.4742554,-0.3899813
7,calle de Francisco Moreno Usedo,Nou Moles ,L'Olivereta,72.0,4,1,None,110.0,39.472195,-0.397144
10,calle de Rodrigo de Pertegás,La Creu del Grau ,Camins al Grau,68.0,3,1,None,110.0,39.4606635,-0.340574
25,calle del Pintor Dalmau,Beteró ,Poblats Marítims,87.0,3,1,None,97.0,39.4739476,-0.3344188
6,calle del Bergantín,Les Tendetes ,Campanar,67.0,1,1,None,116.0,39.4823408,-0.3855213
8,Avenida de las Gaviotas,El Perellonet ,Pobles del Sud,75.0,2,1,None,120.0,39.2940611,-0.2871447
18,calle de la Canoa,Les Tendetes ,Campanar,72.0,2,1,None,119.0,39.4846595,-0.3874765
20,Carrer Colón,La Seu ,Ciutat Vella,50.0,2,1,None,40.0,39.4695255,-0.3715438
22,calle de la Hiedra,El Carme ,Ciutat Vella,30.0,1,1,None,18.7,39.4724545,-0.3784524
23,Avenida del Puerto,El Grau ,Poblats Marítims,80.0,3,1,None,127.3,39.4599805,-0.3328886
24,calle Felipe de Gauna,El Cabanyal-El Canyamelar ,Poblats Marítims,84.0,3,1,None,125.0,39.4714314,-0.3329698
13,Carrer del Marquès de Montortal,Torrefiel ,Rascanya,125.0,3,1,None,125.0,39.4948384,-0.3756964
21,Tormos,Morvedre ,La Saïdia,87.0,2,2,None,127.0,39.4903474,-0.3779152
24,Plaza de Monistrol,Sant Marcel·lí ,Jesús,70.0,3,1,None,57.1,39.4438092,-0.3891616
25,Avinguda de Pérez Galdós,Nou Moles ,L'Olivereta,78.0,3,1,None,110.0,39.4679698,-0.3908855
27,calle de Balmes,El Pilar ,Ciutat Vella,109.0,4,1,None,105.0,39.4737285,-0.3836703
0,Camins Al Grau,Aiora ,Camins al Grau,65.0,3,1,None,90.0,39.4654437,-0.3479365
14,Avinguda del CID,Vara de Quart ,Patraix,96.0,4,1,None,99.9,39.4673012,-0.3917273
15,Avenida de la Constitución,Orriols ,Rascanya,77.0,3,1,None,108.0,39.4931431,-0.3732987
19,Jesus,L'Hort de Senabre ,Jesús,70.0,3,1,None,73.0,39.4548776,-0.3868173
3,Poblats Maritims,La Malva-rosa ,Poblats Marítims,65.0,3,1,None,100.0,39.4665386,-0.3321119
4,calle de Cuenca Tramoyeres,Benimaclet ,Benimaclet,69.0,3,1,None,130.0,39.4837904,-0.3608992
6,Carrer de Jerónima Galés 'Impressora,L'Hort de Senabre ,Jesús,77.0,3,1,None,79.99,39.453683,-0.3901369
10,Tres Forques,Nou Moles ,L'Olivereta,85.0,3,1,None,69.0,39.4654122,-0.4024209
16,calle del Poeta Serrano Clavero,Benicalap ,Benicalap,86.0,2,1,None,91.0,39.4925894,-0.3891339
2,Avinguda Real de Madrid,Camí Real ,Jesús,130.0,4,2,None,109.0,39.4387128,-0.3893976
8,calle del Duque de Gaeta,Aiora ,Camins al Grau,65.0,2,1,None,85.5,39.4676541,-0.3491982
9,Carrer de José Maestre,Tres Forques ,L'Olivereta,45.0,2,1,None,32.5,39.4638775,-0.4034687
23,Ciudad Fallera,Ciutat Fallera ,Benicalap,72.0,3,1,None,70.0,39.5002224,-0.3920963
24,calle Carrer de Lescotilla,El Perellonet ,Pobles del Sud,83.0,2,2,None,110.0,39.2797314,-0.2785154
2,calle Carrer de Carcaixent,La Raiosa ,Jesús,76.0,1,1,None,120.0,39.4601937,-0.3865076
10,Algiros ,L'Amistat ,Algirós,65.0,3,2,None,105.0,39.4722965,-0.3421513
11,Avenida de los Hermanos Maristas,Na Rovella ,Quatre Carreres,94.0,3,1,None,80.0,39.4536274,-0.3627337
22,calle de José Andreu Alabarta,Sant Isidre ,Patraix,117.0,4,2,None,114.5,39.4520595,-0.4035454
23,calle de José Andreu Alabarta,Sant Isidre ,Patraix,117.0,4,2,None,114.5,39.4520595,-0.4035454
25,Avenida del Puerto,La Creu del Grau ,Camins al Grau,80.0,4,3,None,125.0,39.4617756,-0.3387263
26,calle de la Democracia,Soternes ,L'Olivereta,106.0,3,1,None,84.0,39.4726907,-0.4073637
0,calle Carmelo Roda,Ciutat Fallera ,Benicalap,72.0,3,1,None,66.5,39.499567,-0.3910187
12,Saidia,Tormos ,La Saïdia,70.0,3,1,None,65.0,39.487599,-0.3762596
14,San Isidro,Sant Isidre ,Patraix,95.0,4,1,None,125.0,39.4510701,-0.4026173
16,Camins Al Grau,La Creu del Grau ,Camins al Grau,70.0,2,1,None,87.0,39.4654437,-0.3479365
17,Poblats Maritims,La Malva-rosa ,Poblats Marítims,76.0,3,1,None,115.9,39.4665386,-0.3321119
19,calle de Goya,Nou Moles ,L'Olivereta,69.0,1,1,Obra nueva,112.94200000000001,39.4738066,-0.398286
20,calle de Goya,Nou Moles ,L'Olivereta,64.0,1,1,Obra nueva,110.262,39.4738066,-0.398286
22,Jesus,L'Hort de Senabre ,Jesús,100.0,4,2,None,120.0,39.4548776,-0.3868173
26,Poblats Maritims,La Malva-rosa ,Poblats Marítims,78.0,3,1,None,115.0,39.4665386,-0.3321119
28,Jesus,Sant Marcel·lí ,Jesús,70.0,2,1,None,85.0,39.4548776,-0.3868173
0,Poblats Maritims,El Cabanyal-El Canyamelar ,Poblats Marítims,65.0,3,1,None,124.9,39.4665386,-0.3321119
1,calle de Goya,Nou Moles ,L'Olivereta,64.0,1,1,Obra nueva,111.43799999999999,39.4738066,-0.398286
3,calle Angel del Alcazar,Tres Forques ,L'Olivereta,87.0,3,1,None,67.2,39.4683183,-0.401471
4,calle Plus Ultra,En Corts ,Quatre Carreres,82.0,2,1,None,80.0,39.4551024,-0.3736936
5,calle del Conseller Francisco Bosch,La Fontsanta ,L'Olivereta,58.0,2,1,None,58.9,39.4654287,-0.4069626
7,calle del Dos de Abril,Montolivet ,Quatre Carreres,73.0,3,1,None,82.7,39.4577163,-0.3668885
12,Carrer de Murla,Malilla ,Quatre Carreres,95.0,4,1,None,103.0,39.4549272,-0.3797481
13,Carrer de Sant Vicent de Paül,Orriols ,Rascanya,70.0,3,1,None,73.5,39.4946576,-0.3657148
14,calle de Álvarez de Sotomayor,La Torre ,Pobles del Sud,50.0,3,1,None,54.6,39.4331094,-0.3923989
15,Carrer de la Florista,Benicalap ,Benicalap,80.0,3,1,None,80.5,39.4903004,-0.391614
22,Ontinyent,La Petxina ,Extramurs,174.0,4,1,None,90.1,39.467264,-0.3899579
23,Avinguda del CID,Tres Forques ,L'Olivereta,106.0,3,2,None,128.0,39.4685471,-0.3979341
12,calle de Gremis,Sant Isidre ,Patraix,102.0,3,1,None,101.0,39.4525482,-0.4054603
21,calle de Alfarrasí,Benimàmet ,Pobles de l'Oest,60.0,2,1,None,64.7,39.5022247,-0.425512
25,calle de la Murta,Benimaclet ,Benimaclet,68.0,3,1,None,115.0,39.4857609,-0.3544808
12,Carrer de Russafa,El Pla del Remei ,L'Eixample,45.0,1,1,None,105.75,39.4662009,-0.3744657
1,calle de Sollana,Na Rovella ,Quatre Carreres,90.0,3,1,None,89.9,39.452137,-0.3694073
2,calle de Menorca,El Grau ,Poblats Marítims,62.0,2,1,None,87.0,39.4611295,-0.3395559
4,calle de Benicarló,Morvedre ,La Saïdia,75.0,3,1,None,116.0,39.4868854,-0.3655293
5,La Malvarrosa,La Malva-rosa ,Poblats Marítims,75.0,3,1,None,109.0,39.479291399999994,-0.3235806674213336
9,calle de la Alquería de la Estrella,Marxalenes ,La Saïdia,70.0,3,1,None,128.0,39.4855788,-0.3832232
15,La Fontsanta,Tres Forques ,L'Olivereta,85.0,2,2,None,93.0,39.4662538,-0.4074325
18,Avenida de Gaspar Aguilar,Patraix ,Patraix,100.0,4,1,None,99.0,39.4564556,-0.3905626
19,La Llum,Nou Moles ,L'Olivereta,95.0,3,1,None,102.0,39.4688142,-0.4143914
20,calle de Archena,Soternes ,L'Olivereta,71.0,3,1,None,86.0,39.4723435,-0.4089175
22,calle del Pintor Ferrandis,Beteró ,Poblats Marítims,65.0,2,1,None,130.0,39.4721075,-0.3307482
24,calle de la Alquería de la Estrella,Marxalenes ,La Saïdia,74.0,2,1,None,98.0,39.4855788,-0.3832232
26,calle de Conchita Piquer,El Calvari ,Campanar,55.0,2,1,None,73.0,39.4864508,-0.3912568
27,Avinguda de Burjasot,Les Tendetes ,Campanar,68.0,3,1,None,92.0,39.4885349,-0.3894175
28,Nazaret,Natzaret ,Poblats Marítims,59.0,2,1,None,120.0,39.4502166,-0.3326164
29,Avinguda del CID,Soternes ,L'Olivereta,100.0,3,1,None,104.0,39.4685471,-0.3979341
0,calle Plaça del Músic Espí,Torrefiel ,Rascanya,85.0,2,1,None,159.0,39.4967339,-0.3742143638005365
1,Carrer dels Serrans,La Seu ,Ciutat Vella,74.0,2,1,None,150.0,39.4780582,-0.3765823
2,calle de Goya,Nou Moles ,L'Olivereta,123.0,3,2,Obra nueva,173.8,39.4738066,-0.398286
4,Carrer de San Vicente Mártir,El Mercat ,Ciutat Vella,109.0,2,1,None,230.0,39.46982,-0.3786303
6,Avenida de las Tres Cruces,Sant Isidre ,Patraix,120.0,3,2,Obra nueva,207.5,39.4580746,-0.4021476
8,Plaza del Grup Parpalló,Sant Pau ,Campanar,87.0,2,1,None,147.0,39.476619400000004,-0.40040171612672815
9,calle de Vicente Brull,El Grau ,Poblats Marítims,107.0,3,2,Obra nueva,190.9,39.4658057,-0.3325542
10,Carrer Moreres,La Punta ,Quatre Carreres,101.0,3,2,Obra nueva,164.048,39.4499917,-0.3384939
11,calle de Miguel Servet,Campanar ,Campanar,140.0,4,2,None,165.0,39.4866015,-0.3931873
14,calle del Pintor Ferrandis,Beteró ,Poblats Marítims,65.0,2,1,None,130.0,39.4721075,-0.3307482
17,Avenida de José Roca Coll,Safranar ,Patraix,95.0,2,2,Obra nueva,179.1,39.4602821,-0.3997764
19,Avenida de Francia,El Grau ,Poblats Marítims,91.0,3,2,Obra nueva,202.0,39.4581509,-0.3346157
22,calle de Jaime Beltrán,La Raiosa ,Jesús,121.0,3,2,None,150.0,39.4565435,-0.3884917
24,Carrer Josep AlmInyana I Vallés,Sant Pau ,Campanar,109.0,2,2,Obra nueva,230.0,39.4853603,-0.4055545
27,Nazaret,Natzaret ,Poblats Marítims,59.0,2,1,None,120.0,39.4502166,-0.3326164
3,Carrer de les Arts Gràfiques,Exposició ,El Pla del Real,120.0,3,2,None,190.0,39.4765001,-0.3616131
4,calle de Jaime Beltrán,La Raiosa ,Jesús,88.0,1,1,None,129.9,39.4565435,-0.3884917
5,Avinguda de Peris y Valero,Russafa ,L'Eixample,131.0,3,2,None,196.0,39.4596952,-0.369315
7,Plaza del Músico López Chavarri,El Carme ,Ciutat Vella,67.0,2,1,None,170.0,39.4767352,-0.3805262022253129
10,calle del Padre Huérfanos,El Carme ,Ciutat Vella,90.0,3,2,None,180.0,39.479666,-0.3778898
11,Carrer del Poeta Maragall,La Raiosa ,Jesús,105.0,2,2,Obra nueva,185.0,39.4564917,-0.3891302
14,Avinguda de Peris y Valero,Gran Via ,L'Eixample,93.0,3,1,None,153.0,39.4596952,-0.369315
16,Carrer de les Arts Gràfiques,Exposició ,El Pla del Real,90.0,4,1,None,185.0,39.4765001,-0.3616131
19,Avenida del Maestro Rodrigo,Sant Pau ,Campanar,54.0,1,1,None,137.093,39.4901425,-0.4066138
23,Avenida de las Gaviotas,El Perellonet ,Pobles del Sud,108.0,3,2,None,200.0,39.2940611,-0.2871447
26,Avenida de las Cortes Valencianas,Benicalap ,Benicalap,52.0,1,1,None,170.0,39.4897149,-0.3988272
28,calle de Fuencaliente,La Creu del Grau ,Camins al Grau,83.0,3,1,None,140.85,39.4633457,-0.3496906
0,Carrer de l'Heroi Romeu,Arrancapins ,Extramurs,91.0,3,1,None,140.0,39.4681729,-0.3908229
1,calle de Fuencaliente,La Creu del Grau ,Camins al Grau,94.0,4,1,None,150.0,39.4633457,-0.3496906
3,calle de Cuenca,Arrancapins ,Extramurs,90.0,3,2,None,198.0,39.4675661,-0.3852228
4,Carrer de Sant Vicent de Paül,Sant Llorenç ,Rascanya,116.0,4,2,None,140.0,39.4946576,-0.3657148
7,calle del Doctor Lluch,El Cabanyal-El Canyamelar ,Poblats Marítims,110.0,4,2,None,150.0,39.4696455,-0.3280253
8,calle Joaquín Benlloch,Malilla ,Quatre Carreres,123.0,3,2,Obra nueva,220.0,39.4474951,-0.3733928
9,Avenida de los Hermanos Machado,Benicalap ,Benicalap,115.0,3,2,Obra nueva,205.0,39.5002155,-0.3889148
10,Avenida Giorgeta,Arrancapins ,Extramurs,75.0,3,1,None,175.0,39.462498,-0.3867742
11,calle de la Barraca,Beteró ,Poblats Marítims,68.0,2,1,None,139.0,39.4689448,-0.3291523
12,Avenida del Primado Reig,Benimaclet ,Benimaclet,108.0,4,1,None,165.0,39.4878573,-0.3682432
14,Carrer de Rubén Vela,En Corts ,Quatre Carreres,97.0,4,2,None,135.0,39.4555276,-0.3744368
16,Carrer d'Albocàsser,Benimaclet ,Benimaclet,75.0,3,1,None,160.0,39.486868,-0.3639842
17,Malilla,La Punta ,Quatre Carreres,85.0,3,1,None,120.0,39.4491066,-0.3755987
18,calle de la Reina,El Cabanyal-El Canyamelar ,Poblats Marítims,87.0,4,1,None,130.0,39.4732228,-0.328001
19,Carrer de Quart,La Petxina ,Extramurs,112.0,3,2,None,170.0,39.4754484,-0.3858818
21,calle de Gaudencia Torres,Campanar ,Campanar,119.0,4,2,None,200.0,39.4818768,-0.3946984
24,calle del Arquitecto Monleón,La Creu Coberta ,Jesús,101.0,3,2,Obra nueva,175.0,39.4520441,-0.3848285
26,calle de Goya,Nou Moles ,L'Olivereta,127.0,3,2,Obra nueva,178.528,39.4738066,-0.398286
27,Avenida de las Gaviotas,El Perellonet ,Pobles del Sud,104.0,3,2,None,120.0,39.2940611,-0.2871447
28,calle del Padre Huérfanos,El Carme ,Ciutat Vella,82.0,3,1,None,185.0,39.479666,-0.3778898
29,Avenida del Puerto,La Creu del Grau ,Camins al Grau,75.0,2,1,None,175.0,39.4617756,-0.3387263
0,calle de Goya,Nou Moles ,L'Olivereta,123.0,3,2,Obra nueva,177.62400000000005,39.4738066,-0.398286
1,calle de Garcilaso,El Carme ,Ciutat Vella,50.0,1,1,None,220.0,39.479485,-0.3772781
2,calle de Jaime Beltrán,La Raiosa ,Jesús,124.0,3,2,None,182.5,39.4565435,-0.3884917
3,Carrer de les Acàcies,Benicalap ,Benicalap,145.0,4,2,None,185.0,39.490992,-0.3882599
5,Carrer de Gibraltar,Russafa ,L'Eixample,84.0,4,2,None,150.0,39.4616827,-0.3785331
6,calle de Jaime Beltrán,La Raiosa ,Jesús,117.0,3,2,None,187.525,39.4565435,-0.3884917
10,Avenida de la Estación,Benimàmet ,Pobles de l'Oest,260.0,3,3,None,215.0,39.5006891,-0.4223818
12,Avinguda de Pérez Galdós,Arrancapins ,Extramurs,95.0,3,1,None,120.0,39.4688562,-0.391392
15,calle de Jaime Beltrán,La Raiosa ,Jesús,117.0,3,2,None,180.5,39.4565435,-0.3884917
16,calle de Alfons Verdeguer,Les Tendetes ,Campanar,159.0,4,3,None,230.0,39.4857604,-0.3894929
20,Cabañal,El Cabanyal-El Canyamelar ,Poblats Marítims,119.0,4,2,None,149.0,39.4701544,-0.3323547
23,calle de María Jordán,Patraix ,Patraix,114.0,4,2,None,130.0,39.4616332,-0.3920555
25,Malvarrosa ,La Malva-rosa ,Poblats Marítims,96.0,4,2,None,185.0,39.479291399999994,-0.3235806674213336
26,Carrer de Juan Ramón Jiménez,Malilla ,Quatre Carreres,100.0,3,1,None,169.0,39.4484881,-0.3715723
27,calle de Guillem Sorolla,El Carme ,Ciutat Vella,93.0,3,2,None,200.0,39.472601,-0.3823401
28,Avinguda del Doctor Waksman,En Corts ,Quatre Carreres,114.0,4,2,None,220.0,39.456708,-0.3751215
29,Pobles del Sud ,El Perellonet ,Pobles del Sud,70.0,2,1,None,120.0,39.4282661,-0.3581993
0,Islas Canarias,Camí Fondo ,Camins al Grau,72.0,2,2,None,180.0,39.463436,-0.3458647
3,calle de Pinzón,El Carme ,Ciutat Vella,47.0,2,1,None,140.0,39.4767874,-0.382504
4,calle de Cuenca,Arrancapins ,Extramurs,3.0,1,1,None,198.0,39.4675661,-0.3852228
5,Avenida Giorgeta,Arrancapins ,Extramurs,107.0,3,1,None,195.0,39.462498,-0.3867742
7,Avinguda de Peris y Valero,Russafa ,L'Eixample,72.0,2,1,None,127.0,39.4596952,-0.369315
8,calle de Fray Pedro Ponce de Léon,Montolivet ,Quatre Carreres,80.0,3,1,None,120.0,39.4583211,-0.361902
10,Avinguda de Burjasot,Benicalap ,Benicalap,190.0,5,2,None,190.0,39.4885349,-0.3894175
13,calle de Manolo Taberner,Nou Moles ,L'Olivereta,116.0,3,2,Obra nueva,186.0,39.4717204,-0.3978841
14,Pobles de L'oest ,Benimàmet ,Pobles de l'Oest,115.0,3,2,None,120.0,39.4992054,-0.4142086
15,La Malvarrosa,La Malva-rosa ,Poblats Marítims,95.0,4,1,None,159.0,39.479291399999994,-0.3235806674213336
18,Avenida de los Hermanos Machado,Benicalap ,Benicalap,99.0,3,2,None,212.5,39.5002155,-0.3889148
24,Carrer de Font de la Figuera,En Corts ,Quatre Carreres,117.0,3,2,None,190.0,39.45712,-0.3726847
27,Carrer Moreres,La Punta ,Quatre Carreres,101.0,2,1,Obra nueva,164.455,39.4499917,-0.3384939
29,Hipica ,Trinitat ,La Saïdia,64.0,2,1,None,165.0,39.4841269,-0.3668844897129522
2,calle de Vicente Brull,El Grau ,Poblats Marítims,110.0,3,2,Obra nueva,191.9,39.4658057,-0.3325542
3,Avenida de las Tres Cruces,Sant Isidre ,Patraix,89.0,2,2,Obra nueva,156.106,39.4580746,-0.4021476
6,calle de Zapadores,Montolivet ,Quatre Carreres,73.0,3,1,None,130.0,39.4585173,-0.3686143
9,Avinguda de Pérez Galdós,Patraix ,Patraix,56.0,1,1,Obra nueva,155.0,39.4661778,-0.3896095
10,Avenida de los Hermanos Machado,Benicalap ,Benicalap,106.0,3,2,Obra nueva,223.0,39.5002155,-0.3889148
12,Avenida de los Hermanos Machado,Benicalap ,Benicalap,93.0,2,2,Obra nueva,189.0,39.5002155,-0.3889148
13,Avenida de los Hermanos Machado,Benicalap ,Benicalap,111.0,3,2,Obra nueva,224.0,39.5002155,-0.3889148
14,Carrer del Pintor Cortina,Favara ,Patraix,118.0,3,2,None,141.0,39.4545312,-0.3931935
15,Avenida de las Tres Cruces,Sant Isidre ,Patraix,104.0,3,2,Obra nueva,170.078,39.4580746,-0.4021476
16,Carrer de Carolina Álvarez,La Creu del Grau ,Camins al Grau,78.0,3,1,None,199.9,39.4607573,-0.3453208
22,Avenida de los Hermanos Machado,Benicalap ,Benicalap,83.0,2,1,Obra nueva,188.5,39.5002155,-0.3889148
24,Avinguda de Pérez Galdós,Patraix ,Patraix,56.0,1,1,Obra nueva,145.0,39.4661778,-0.3896095
28,Carrer de l'Enginyer Fausto Elio,La Malva-rosa ,Poblats Marítims,112.0,3,2,None,175.0,39.4779624,-0.3329876
2,Avenida de José Roca Coll,Safranar ,Patraix,113.0,3,2,Obra nueva,192.2,39.4602821,-0.3997764
3,Avenida de las Tres Cruces,Sant Isidre ,Patraix,104.0,3,2,Obra nueva,170.09599999999998,39.4580746,-0.4021476
7,calle Doriola,Morvedre ,La Saïdia,90.0,2,2,None,185.0,39.4846956,-0.376952
8,calle de Vicente Brull,El Grau ,Poblats Marítims,110.0,3,2,Obra nueva,184.9,39.4658057,-0.3325542
9,Carrer Moreres,La Punta ,Quatre Carreres,84.0,2,2,Obra nueva,143.68,39.4499917,-0.3384939
12,calle de Vicente Brull,El Grau ,Poblats Marítims,106.0,3,2,None,190.9,39.4658057,-0.3325542
14,Avenida de La Ronda de Natzaret,Natzaret ,Poblats Marítims,59.0,2,1,None,120.0,39.4525445,-0.3342814
16,calle del Marqués de Caro,El Carme ,Ciutat Vella,77.0,3,1,None,199.0,39.4798411,-0.3810061
19,Carrer de Linares,Nou Moles ,L'Olivereta,135.0,4,2,None,190.0,39.4686935,-0.3931946
21,calle de Gran Canaria,La Malva-rosa ,Poblats Marítims,92.0,4,1,None,159.0,39.4816714,-0.3292854
23,calle de Miguel Servet,Benicalap ,Benicalap,87.0,2,1,None,138.0,39.4866015,-0.3931873
27,calle de Daoíz y Velarde,L'Amistat ,Algirós,37.0,2,1,None,140.0,39.4743988,-0.349568
28,calle del Arzobispo Fabian y Fuero,Marxalenes ,La Saïdia,85.0,3,1,None,138.0,39.483985,-0.3819909
29,Carrer de la Senyera,Montolivet ,Quatre Carreres,90.0,3,1,None,139.0,39.4572003,-0.3623908
3,Avenida del Primat Reig,Orriols ,Rascanya,102.0,3,2,None,180.0,39.4913352,-0.3727691
4,La Fonteta,Ciutat de les Arts i de les Ciències ,Quatre Carreres,110.0,3,2,None,144.9,39.4546538,-0.3715189
8,Carrer de Sueca,Russafa ,L'Eixample,108.0,3,3,None,230.0,39.4635138,-0.3765249
9,calle del Doctor Lluch,Beteró ,Poblats Marítims,85.0,2,1,None,179.0,39.4696455,-0.3280253
10,Plaza del Grup Parpalló,Sant Pau ,Campanar,101.0,3,2,None,175.0,39.476619400000004,-0.40040171612672815
19,calle de Sarrión,Morvedre ,La Saïdia,102.0,3,1,None,135.0,39.4880083,-0.3780766
21,Plaza del Poeta Vicente Gaos,La Bega Baixa ,Algirós,51.0,1,1,None,132.5,39.4772955,-0.3485252
23,Carrer de San Vicente Mártir,El Mercat ,Ciutat Vella,44.0,1,1,None,180.2,39.46982,-0.3786303
25,calle de Cuenca,Arrancapins ,Extramurs,90.0,2,2,None,215.0,39.4675661,-0.3852228
26,Carrer de Caravaca,Mestalla ,El Pla del Real,137.0,4,2,None,205.0,39.473157,-0.3550975
27,calle de Molinell,Trinitat ,La Saïdia,95.0,2,1,None,165.0,39.4849351,-0.3670528
0,calle de Menorca,La Creu del Grau ,Camins al Grau,93.0,3,1,None,134.9,39.4612806,-0.3395379
5,Carrer de Sant Vicent de Paül,Orriols ,Rascanya,111.0,4,2,None,139.9,39.4946576,-0.3657148
