index,address,neighbourhood,district,sqft_surface,bedrooms,bathrooms,new_construction,price
18,Trinitat,Trinitat ,La Saïdia,80.0,2,1,None,132.999
23,El Perellonet,El Perellonet ,Pobles del Sud,153.0,3,2,None,209.0
27,Trinitat,Trinitat ,La Saïdia,72.0,2,1,None,130.0
22,L'Illa Perduda,L'Illa Perduda ,Algirós,100.0,5,2,None,189.9
25,Sant Antoni,Sant Antoni ,La Saïdia,127.0,5,2,None,170.0
2,El Botànic,El Botànic ,Extramurs,84.0,3,1,None,200.0
7,Poble Nou,Poble Nou ,Pobles del Nord,93.0,3,2,None,150.0
17,Malilla,Malilla ,Quatre Carreres,90.0,3,1,None,121.0
13,Camí de Vera,Camí de Vera ,Benimaclet,104.0,3,1,None,197.9
16,La Raiosa,La Raiosa ,Jesús,110.0,3,2,None,167.0
19,Montolivet,Montolivet ,Quatre Carreres,115.0,4,2,None,169.9
3,Ciutat Fallera,Ciutat Fallera ,Benicalap,103.0,3,2,None,133.0
10,El Castellar,El Castellar-L'Oliveral ,Pobles del Sud,108.0,3,1,None,125.0
11,El Pilar,El Pilar ,Ciutat Vella,55.0,2,1,None,149.9
13,Sant Antoni,Sant Antoni ,La Saïdia,82.0,2,2,None,180.0
9,Torrefiel,Torrefiel ,Rascanya,95.0,3,1,None,123.0
14,La Malva,La Malva-rosa ,Poblats Marítims,75.0,3,2,None,125.0
22,Montolivet,Montolivet ,Quatre Carreres,96.0,3,1,None,129.9
9,La Malva,La Malva-rosa ,Poblats Marítims,74.0,2,1,None,124.5
12,Nou Moles,Nou Moles ,L'Olivereta,128.0,4,2,None,167.0
19,Nou Moles,Nou Moles ,L'Olivereta,120.0,4,2,None,159.0
20,La Raiosa,La Raiosa ,Jesús,118.0,3,2,None,220.0
21,La Llum,La Llum ,L'Olivereta,121.0,4,2,None,156.9
22,La Torre,La Torre ,Pobles del Sud,104.0,3,2,None,162.0
23,Malilla,Malilla ,Quatre Carreres,100.0,3,1,None,199.0
24,Marxalenes,Marxalenes ,La Saïdia,62.0,3,1,None,185.0
25,En Corts,En Corts ,Quatre Carreres,116.0,3,1,None,160.0
28,Albors,Albors ,Camins al Grau,95.0,3,1,None,124.9
1,El Grau,El Grau ,Poblats Marítims,105.0,4,2,None,169.0
2,Aiora,Aiora ,Camins al Grau,87.0,3,2,None,180.0
3,Nou Moles,Nou Moles ,L'Olivereta,112.0,4,2,None,170.0
4,Sant Marcel·lí,Sant Marcel·lí ,Jesús,89.0,3,2,None,149.0
5,El Pilar,El Pilar ,Ciutat Vella,89.0,3,1,None,180.0
6,Sant Marcel·lí,Sant Marcel·lí ,Jesús,93.0,3,2,None,150.0
7,L'Amistat,L'Amistat ,Algirós,93.0,4,1,None,179.0
9,La Roqueta,La Roqueta ,Extramurs,76.0,3,1,None,179.0
10,Nou Moles,Nou Moles ,L'Olivereta,111.0,4,2,None,185.0
12,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,67.0,3,1,None,125.0
13,Tres Forques,Tres Forques ,L'Olivereta,71.0,3,1,None,125.0
15,Nou Moles,Nou Moles ,L'Olivereta,59.0,2,1,None,144.98
16,Albors,Albors ,Camins al Grau,95.0,3,1,None,124.9
17,La Creu del Grau,La Creu del Grau ,Camins al Grau,75.0,3,1,None,160.0
18,Montolivet,Montolivet ,Quatre Carreres,95.0,3,1,None,129.9
19,El Grau,El Grau ,Poblats Marítims,76.0,3,1,None,130.0
22,La Carrasca,La Carrasca ,Algirós,69.0,2,2,None,143.3
23,El Calvari,El Calvari ,Campanar,81.0,2,2,None,120.0
26,Nou Moles,Nou Moles ,L'Olivereta,84.0,2,1,None,126.0
27,Nou Moles,Nou Moles ,L'Olivereta,88.0,3,1,None,135.5
28,Penya,Penya-roja ,Camins al Grau,97.0,3,2,None,140.0
29,El Pilar,El Pilar ,Ciutat Vella,80.0,3,1,None,175.0
1,Nou Moles,Nou Moles ,L'Olivereta,73.0,2,1,None,125.0
3,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,86.0,2,2,None,159.0
5,Trinitat,Trinitat ,La Saïdia,61.0,2,1,None,165.0
6,La Torre,La Torre ,Pobles del Sud,104.0,3,2,None,162.0
7,Na Rovella,Na Rovella ,Quatre Carreres,98.0,3,2,None,126.0
8,Torrefiel,Torrefiel ,Rascanya,142.0,4,2,None,174.0
9,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,60.0,1,1,None,126.0
10,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,76.0,3,1,None,190.0
11,El Perellonet,El Perellonet ,Pobles del Sud,153.0,3,2,None,209.0
12,Sant Marcel·lí,Sant Marcel·lí ,Jesús,82.0,3,2,None,129.0
13,Malilla,Malilla ,Quatre Carreres,107.0,3,2,None,172.0
14,El Pilar,El Pilar ,Ciutat Vella,89.0,3,1,None,180.0
15,Fonteta de Sant Lluís,Fonteta de Sant Lluís ,Quatre Carreres,109.0,4,2,None,167.0
16,El Mercat,El Mercat ,Ciutat Vella,46.0,2,2,None,184.157
17,Beteró,Beteró ,Poblats Marítims,81.0,3,1,None,150.0
18,Malilla,Malilla ,Quatre Carreres,53.0,1,1,None,130.0
20,Montolivet,Montolivet ,Quatre Carreres,96.0,3,2,None,175.0
21,En Corts,En Corts ,Quatre Carreres,100.0,3,1,None,149.0
22,Sant Isidre,Sant Isidre ,Patraix,115.0,3,2,None,164.95
23,Morvedre,Morvedre ,La Saïdia,107.0,3,2,None,140.0
24,L'Amistat,L'Amistat ,Algirós,93.0,4,1,None,179.0
26,Malilla,Malilla ,Quatre Carreres,85.0,3,1,None,201.9
27,Sant Marcel·lí,Sant Marcel·lí ,Jesús,82.0,3,2,None,129.0
28,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,60.0,1,1,None,126.0
0,Nou Moles,Nou Moles ,L'Olivereta,105.0,4,2,None,154.0
2,L'Hort de Senabre,L'Hort de Senabre ,Jesús,105.0,3,2,None,125.0
3,El Grau,El Grau ,Poblats Marítims,93.0,3,2,None,170.0
4,Russafa,Russafa ,L'Eixample,67.0,2,1,None,165.0
5,Massarrojos,Massarrojos ,Pobles del Nord,86.0,2,2,None,190.0
7,Malilla,Malilla ,Quatre Carreres,53.0,1,1,None,130.0
8,Malilla,Malilla ,Quatre Carreres,115.0,4,2,None,159.0
10,La Raiosa,La Raiosa ,Jesús,101.0,3,2,None,169.0
11,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,76.0,3,1,None,190.0
12,Montolivet,Montolivet ,Quatre Carreres,85.0,2,1,None,158.0
13,Nou Moles,Nou Moles ,L'Olivereta,88.0,3,1,None,135.5
15,Morvedre,Morvedre ,La Saïdia,107.0,3,2,None,140.0
17,Montolivet,Montolivet ,Quatre Carreres,96.0,3,2,None,175.0
18,El Carme,El Carme ,Ciutat Vella,53.0,1,1,None,195.0
19,Montolivet,Montolivet ,Quatre Carreres,93.0,3,1,None,225.0
20,Gran Via,Gran Via ,L'Eixample,67.0,3,1,None,175.0
22,La Roqueta,La Roqueta ,Extramurs,76.0,3,1,None,179.0
23,La Torre,La Torre ,Pobles del Sud,104.0,3,2,None,162.0
24,Montolivet,Montolivet ,Quatre Carreres,75.0,3,1,None,135.0
25,En Corts,En Corts ,Quatre Carreres,116.0,3,1,None,160.0
27,Arrancapins,Arrancapins ,Extramurs,87.0,2,2,None,159.0
28,Russafa,Russafa ,L'Eixample,68.0,2,1,None,205.0
1,La Xerea,La Xerea ,Ciutat Vella,37.0,1,1,None,230.0
2,Nou Moles,Nou Moles ,L'Olivereta,88.0,3,1,None,135.5
3,La Petxina,La Petxina ,Extramurs,85.0,4,1,None,160.0
4,Russafa,Russafa ,L'Eixample,52.0,2,2,None,172.0
5,El Perellonet,El Perellonet ,Pobles del Sud,81.0,3,1,None,128.3
6,Arrancapins,Arrancapins ,Extramurs,87.0,2,1,None,199.0
7,Sant Marcel·lí,Sant Marcel·lí ,Jesús,89.0,3,2,None,149.0
9,Sant Antoni,Sant Antoni ,La Saïdia,127.0,5,2,None,170.0
10,Torrefiel,Torrefiel ,Rascanya,87.0,3,1,None,125.0
11,La Malva,La Malva-rosa ,Poblats Marítims,75.0,3,2,None,125.0
12,La Roqueta,La Roqueta ,Extramurs,73.0,3,1,None,145.0
14,Sant Pau,Sant Pau ,Campanar,103.0,3,2,None,175.0
15,La Malva,La Malva-rosa ,Poblats Marítims,75.0,3,2,None,125.0
19,El Perellonet,El Perellonet ,Pobles del Sud,153.0,3,2,None,209.0
21,Malilla,Malilla ,Quatre Carreres,88.0,3,2,None,170.0
22,Morvedre,Morvedre ,La Saïdia,77.0,2,2,None,139.0
23,La Malva,La Malva-rosa ,Poblats Marítims,104.0,3,2,None,175.0
25,Nou Moles,Nou Moles ,L'Olivereta,112.0,4,2,None,170.0
26,Russafa,Russafa ,L'Eixample,66.0,2,1,None,189.0
28,En Corts,En Corts ,Quatre Carreres,173.0,5,2,None,174.9
29,Nou Moles,Nou Moles ,L'Olivereta,73.0,2,1,None,125.0
0,Aiora,Aiora ,Camins al Grau,72.0,3,1,None,134.0
2,La Roqueta,La Roqueta ,Extramurs,75.0,2,2,None,185.0
3,L'Hort de Senabre,L'Hort de Senabre ,Jesús,108.0,3,2,None,126.0
4,Sant Isidre,Sant Isidre ,Patraix,115.0,3,2,None,164.95
5,L'Illa Perduda,L'Illa Perduda ,Algirós,85.0,3,1,None,180.0
6,Penya,Penya-roja ,Camins al Grau,97.0,3,2,None,140.0
7,El Carme,El Carme ,Ciutat Vella,77.0,3,1,None,175.0
9,Aiora,Aiora ,Camins al Grau,72.0,3,1,None,134.0
10,Nou Moles,Nou Moles ,L'Olivereta,100.0,1,1,None,139.0
12,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,55.0,3,1,None,130.0
13,En Corts,En Corts ,Quatre Carreres,116.0,3,1,None,160.0
14,La Bega Baixa,La Bega Baixa ,Algirós,119.0,4,2,None,222.0
15,Sant Marcel·lí,Sant Marcel·lí ,Jesús,93.0,3,2,None,150.0
16,El Grau,El Grau ,Poblats Marítims,125.0,3,2,None,199.0
17,Na Rovella,Na Rovella ,Quatre Carreres,98.0,3,2,None,126.0
20,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,86.0,2,2,None,159.0
21,Fonteta de Sant Lluís,Fonteta de Sant Lluís ,Quatre Carreres,120.0,3,2,None,144.9
23,El Grau,El Grau ,Poblats Marítims,87.0,3,1,None,132.0
24,L'Amistat,L'Amistat ,Algirós,105.0,3,2,None,179.0
25,La Llum,La Llum ,L'Olivereta,121.0,4,2,None,156.9
26,Nou Moles,Nou Moles ,L'Olivereta,103.0,3,2,None,169.0
27,La Seu,La Seu ,Ciutat Vella,38.0,1,1,None,161.5
29,El Botànic,El Botànic ,Extramurs,36.0,1,1,None,130.0
0,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,60.0,1,1,None,126.0
2,Montolivet,Montolivet ,Quatre Carreres,96.0,3,2,None,175.0
3,L'Amistat,L'Amistat ,Algirós,80.0,3,1,None,180.0
4,El Saler,El Saler ,Pobles del Sud,83.0,2,1,None,210.0
5,Arrancapins,Arrancapins ,Extramurs,87.0,2,2,None,159.0
6,Torrefiel,Torrefiel ,Rascanya,87.0,3,1,None,125.0
8,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,105.0,2,1,None,216.9
9,Les Tendetes,Les Tendetes ,Campanar,67.0,2,2,None,155.0
10,El Botànic,El Botànic ,Extramurs,36.0,1,1,None,130.0
11,Nou Moles,Nou Moles ,L'Olivereta,111.0,4,2,None,185.0
13,El Grau,El Grau ,Poblats Marítims,105.0,4,2,None,169.0
14,Sant Pau,Sant Pau ,Campanar,103.0,3,2,None,175.0
15,L'Hort de Senabre,L'Hort de Senabre ,Jesús,108.0,3,2,None,126.0
16,Nou Moles,Nou Moles ,L'Olivereta,105.0,4,2,None,154.0
18,La Raiosa,La Raiosa ,Jesús,101.0,3,2,None,169.0
21,Nou Moles,Nou Moles ,L'Olivereta,103.0,3,2,None,169.0
22,Nou Moles,Nou Moles ,L'Olivereta,84.0,2,1,None,126.0
24,Russafa,Russafa ,L'Eixample,66.0,2,1,None,189.0
25,Nou Moles,Nou Moles ,L'Olivereta,126.0,4,2,None,169.9
27,La Malva,La Malva-rosa ,Poblats Marítims,66.0,3,1,None,135.0
29,Fonteta de Sant Lluís,Fonteta de Sant Lluís ,Quatre Carreres,109.0,4,2,None,167.0
0,La Roqueta,La Roqueta ,Extramurs,75.0,2,2,None,185.0
1,Sant Marcel·lí,Sant Marcel·lí ,Jesús,101.0,3,2,None,132.0
2,Russafa,Russafa ,L'Eixample,54.0,2,1,None,165.0
3,La Raiosa,La Raiosa ,Jesús,118.0,3,2,None,220.0
5,En Corts,En Corts ,Quatre Carreres,83.0,2,1,None,129.99
6,El Grau,El Grau ,Poblats Marítims,87.0,3,1,None,132.0
9,L'Hort de Senabre,L'Hort de Senabre ,Jesús,73.0,3,2,None,145.5
10,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,85.0,2,2,None,175.0
13,Arrancapins,Arrancapins ,Extramurs,87.0,2,1,None,199.0
16,La Llum,La Llum ,L'Olivereta,121.0,4,2,None,156.9
17,Russafa,Russafa ,L'Eixample,66.0,2,1,None,189.0
18,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,60.0,1,1,None,170.0
19,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,75.0,2,2,None,130.0
21,Na Rovella,Na Rovella ,Quatre Carreres,140.0,3,2,None,190.0
23,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,99.0,2,2,None,225.0
25,En Corts,En Corts ,Quatre Carreres,72.0,3,1,None,140.0
26,Penya,Penya-roja ,Camins al Grau,90.0,2,1,None,174.9
27,Arrancapins,Arrancapins ,Extramurs,78.0,2,2,None,180.0
29,La Roqueta,La Roqueta ,Extramurs,60.0,2,1,None,165.0
1,El Castellar,El Castellar-L'Oliveral ,Pobles del Sud,174.0,5,2,None,170.0
5,Les Tendetes,Les Tendetes ,Campanar,67.0,2,2,None,155.0
6,La Raiosa,La Raiosa ,Jesús,90.0,3,1,None,135.0
7,Nou Moles,Nou Moles ,L'Olivereta,84.0,2,1,None,126.0
11,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,60.0,1,1,None,170.0
12,Benimàmet,Benimàmet ,Pobles de l'Oest,110.0,1,1,None,149.9
14,Aiora,Aiora ,Camins al Grau,72.0,3,1,None,134.0
15,El Grau,El Grau ,Poblats Marítims,93.0,3,2,None,170.0
16,Aiora,Aiora ,Camins al Grau,136.0,4,2,None,229.0
17,L'Amistat,L'Amistat ,Algirós,105.0,3,2,None,179.0
18,El Grau,El Grau ,Poblats Marítims,95.0,2,1,None,175.0
19,La Roqueta,La Roqueta ,Extramurs,60.0,2,1,None,165.0
20,La Raiosa,La Raiosa ,Jesús,100.0,2,2,None,144.9
21,La Malva,La Malva-rosa ,Poblats Marítims,104.0,3,2,None,175.0
23,Beteró,Beteró ,Poblats Marítims,81.0,3,1,None,150.0
25,Sant Marcel·lí,Sant Marcel·lí ,Jesús,101.0,3,2,None,132.0
26,Vara de Quart,Vara de Quart ,Patraix,100.0,1,2,None,174.9
28,La Malva,La Malva-rosa ,Poblats Marítims,67.0,2,2,None,165.0
29,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,105.0,2,1,None,216.9
0,Fonteta de Sant Lluís,Fonteta de Sant Lluís ,Quatre Carreres,120.0,3,2,None,144.9
2,La Raiosa,La Raiosa ,Jesús,132.0,4,3,None,220.0
3,Malilla,Malilla ,Quatre Carreres,107.0,3,2,None,172.0
4,Aiora,Aiora ,Camins al Grau,110.0,4,2,None,195.0
5,Aiora,Aiora ,Camins al Grau,136.0,4,2,None,229.0
7,Trinitat,Trinitat ,La Saïdia,61.0,2,1,None,165.0
9,Russafa,Russafa ,L'Eixample,68.0,2,1,None,205.0
11,Russafa,Russafa ,L'Eixample,67.0,2,1,None,165.0
12,L'Amistat,L'Amistat ,Algirós,99.0,4,2,None,195.0
13,El Saler,El Saler ,Pobles del Sud,83.0,2,1,None,210.0
14,Benimàmet,Benimàmet ,Pobles de l'Oest,110.0,1,1,None,149.9
15,En Corts,En Corts ,Quatre Carreres,173.0,5,2,None,174.9
18,Benimàmet,Benimàmet ,Pobles de l'Oest,110.0,1,1,None,149.9
19,Aiora,Aiora ,Camins al Grau,89.0,2,1,None,129.9
20,Benimàmet,Benimàmet ,Pobles de l'Oest,84.0,3,1,None,139.0
21,En Corts,En Corts ,Quatre Carreres,83.0,2,1,None,129.99
22,El Carme,El Carme ,Ciutat Vella,53.0,1,1,None,195.0
24,Arrancapins,Arrancapins ,Extramurs,120.0,3,2,None,229.95
25,Sant Antoni,Sant Antoni ,La Saïdia,127.0,5,2,None,170.0
26,Montolivet,Montolivet ,Quatre Carreres,93.0,3,1,None,225.0
27,La Bega Baixa,La Bega Baixa ,Algirós,51.0,1,1,None,132.5
0,El Saler,El Saler ,Pobles del Sud,83.0,2,1,None,210.0
1,Montolivet,Montolivet ,Quatre Carreres,93.0,3,1,None,225.0
3,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,60.0,1,1,None,170.0
4,Penya,Penya-roja ,Camins al Grau,60.0,1,1,None,205.0
7,El Castellar,El Castellar-L'Oliveral ,Pobles del Sud,174.0,5,2,None,170.0
8,Aiora,Aiora ,Camins al Grau,136.0,4,2,None,229.0
9,L'Illa Perduda,L'Illa Perduda ,Algirós,100.0,5,2,None,189.9
10,El Castellar,El Castellar-L'Oliveral ,Pobles del Sud,174.0,5,2,None,170.0
13,El Grau,El Grau ,Poblats Marítims,74.0,2,1,None,223.0
6,Arrancapins,Arrancapins ,Extramurs,185.0,4,2,None,410.0
10,Arrancapins,Arrancapins ,Extramurs,58.0,2,1,None,210.0
11,El Pilar,El Pilar ,Ciutat Vella,88.0,3,1,None,240.0
16,La Seu,La Seu ,Ciutat Vella,112.0,3,1,None,340.0
18,Nou Moles,Nou Moles ,L'Olivereta,142.0,4,2,None,215.0
19,Gran Via,Gran Via ,L'Eixample,74.0,3,1,None,281.0
20,Russafa,Russafa ,L'Eixample,120.0,3,2,None,355.0
22,Sant Francesc,Sant Francesc ,Ciutat Vella,91.0,2,2,None,255.0
23,Russafa,Russafa ,L'Eixample,116.0,3,2,None,320.0
24,Gran Via,Gran Via ,L'Eixample,117.0,4,2,None,298.0
26,Sant Francesc,Sant Francesc ,Ciutat Vella,123.0,3,1,None,380.0
27,Russafa,Russafa ,L'Eixample,140.0,3,2,None,440.0
29,El Grau,El Grau ,Poblats Marítims,122.0,4,2,Obra nueva,239.5
1,Tres Forques,Tres Forques ,L'Olivereta,117.0,4,2,None,259.0
6,Poble Nou,Poble Nou ,Pobles del Nord,434.0,4,2,None,270.0
8,Arrancapins,Arrancapins ,Extramurs,81.0,3,2,None,285.0
11,El Carme,El Carme ,Ciutat Vella,80.0,2,1,None,229.5
13,El Mercat,El Mercat ,Ciutat Vella,248.0,6,2,None,459.0
15,La Petxina,La Petxina ,Extramurs,142.0,5,2,None,275.0
23,El Perellonet,El Perellonet ,Pobles del Sud,180.0,5,3,None,320.0
18,Montolivet,Montolivet ,Quatre Carreres,84.0,3,1,None,260.0
22,Penya,Penya-roja ,Camins al Grau,122.0,3,2,None,340.0
28,El Mercat,El Mercat ,Ciutat Vella,74.0,2,1,None,260.0
12,Arrancapins,Arrancapins ,Extramurs,169.0,5,2,None,325.0
22,La Roqueta,La Roqueta ,Extramurs,125.0,3,1,None,215.0
27,Fonteta de Sant Lluís,Fonteta de Sant Lluís ,Quatre Carreres,201.0,3,3,Obra nueva,357.0
5,Mestalla,Mestalla ,El Pla del Real,173.0,5,2,None,275.0
25,El Botànic,El Botànic ,Extramurs,109.0,3,2,None,525.0
0,La Xerea,La Xerea ,Ciutat Vella,105.0,2,1,None,420.0
4,Arrancapins,Arrancapins ,Extramurs,164.0,4,2,None,360.0
6,Montolivet,Montolivet ,Quatre Carreres,75.0,2,1,None,220.0
8,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,135.0,3,1,None,329.0
12,Russafa,Russafa ,L'Eixample,109.0,3,2,None,395.0
13,L'Hort de Senabre,L'Hort de Senabre ,Jesús,79.0,2,2,None,239.0
23,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,98.0,2,2,None,225.0
24,Russafa,Russafa ,L'Eixample,109.0,3,2,None,395.0
27,La Petxina,La Petxina ,Extramurs,116.0,3,2,None,345.0
29,El Pilar,El Pilar ,Ciutat Vella,102.0,2,1,None,245.0
3,Roqueta,La Roqueta ,Extramurs,60.0,2,1,None,270.0
4,Russafa,Russafa ,L'Eixample,103.0,3,1,None,355.0
7,El Carme,El Carme ,Ciutat Vella,94.0,2,1,None,349.0
9,Ciutat Universitària,Ciutat Universitària ,El Pla del Real,97.0,4,2,None,315.0
10,El Botànic,El Botànic ,Extramurs,99.0,3,1,None,245.0
12,Arrancapins,Arrancapins ,Extramurs,127.0,4,2,None,260.0
17,La Xerea,La Xerea ,Ciutat Vella,183.0,4,2,None,450.0
20,Gran Via,Gran Via ,L'Eixample,149.0,4,2,None,465.0
23,Russafa,Russafa ,L'Eixample,116.0,4,2,None,295.0
29,Sant Francesc,Sant Francesc ,Ciutat Vella,116.0,3,2,None,360.0
2,Sant Francesc,Sant Francesc ,Ciutat Vella,110.0,3,2,None,300.0
4,La Xerea,La Xerea ,Ciutat Vella,111.0,3,1,None,265.0
11,El Carme,El Carme ,Ciutat Vella,95.0,1,1,None,350.0
12,Arrancapins,Arrancapins ,Extramurs,88.0,3,2,None,285.0
14,Gran Via,Gran Via ,L'Eixample,115.0,2,2,None,495.0
15,El Carme,El Carme ,Ciutat Vella,158.0,6,3,None,460.0
17,Russafa,Russafa ,L'Eixample,82.0,2,1,None,325.0
21,Ciutat Universitària,Ciutat Universitària ,El Pla del Real,105.0,3,2,None,275.0
22,Arrancapins,Arrancapins ,Extramurs,117.0,3,2,None,265.0
23,Arrancapins,Arrancapins ,Extramurs,70.0,2,1,None,225.0
27,Ciutat Universitària,Ciutat Universitària ,El Pla del Real,112.0,3,2,None,255.0
5,Russafa,Russafa ,L'Eixample,126.0,3,2,None,450.0
8,La Carrasca,La Carrasca ,Algirós,91.0,3,2,None,360.0
13,Perellonet,El Perellonet ,Pobles del Sud,111.0,3,2,None,280.0
18,Ciutat Universitària,Ciutat Universitària ,El Pla del Real,120.0,3,2,None,290.0
23,Sant Francesc,Sant Francesc ,Ciutat Vella,117.0,3,2,None,320.0
26,Russafa,Russafa ,L'Eixample,84.0,3,2,None,280.0
0,La Seu,La Seu ,Ciutat Vella,127.0,3,2,None,309.0
4,Sant Francesc,Sant Francesc ,Ciutat Vella,134.0,3,2,None,275.0
5,La Seu,La Seu ,Ciutat Vella,76.0,2,1,None,230.0
6,Russafa,Russafa ,L'Eixample,101.0,3,2,None,285.0
7,La Raiosa,La Raiosa ,Jesús,143.0,3,2,None,280.0
10,El Mercat,El Mercat ,Ciutat Vella,200.0,3,1,None,450.0
12,Exposició,Exposició ,El Pla del Real,114.0,3,2,None,255.0
17,Nou Moles,Nou Moles ,L'Olivereta,135.0,4,2,None,215.0
25,La Seu,La Seu ,Ciutat Vella,158.0,4,2,None,460.0
26,Camí de Vera,Camí de Vera ,Benimaclet,109.0,4,2,None,280.0
1,El Pla del Remei,El Pla del Remei ,L'Eixample,111.0,3,2,None,348.0
4,Gran Via,Gran Via ,L'Eixample,162.0,4,2,None,500.0
6,Penya,Penya-roja ,Camins al Grau,116.0,3,2,None,334.0
14,El Carme,El Carme ,Ciutat Vella,60.0,1,1,None,220.0
17,El Carme,El Carme ,Ciutat Vella,150.0,4,2,None,215.0
19,Aiora,Aiora ,Camins al Grau,88.0,3,1,None,230.0
28,Penya,Penya-roja ,Camins al Grau,121.0,2,2,None,270.0
29,Arrancapins,Arrancapins ,Extramurs,117.0,3,2,None,267.0
0,Sant Francesc,Sant Francesc ,Ciutat Vella,195.0,4,2,None,470.0
4,El Botànic,El Botànic ,Extramurs,94.0,3,1,None,245.0
6,Arrancapins,Arrancapins ,Extramurs,115.0,3,2,None,250.0
10,Camí Fondo,Camí Fondo ,Camins al Grau,168.0,4,2,None,450.0
16,La Seu,La Seu ,Ciutat Vella,112.0,3,2,None,330.0
17,El Mercat,El Mercat ,Ciutat Vella,100.0,2,2,None,450.0
21,El Grau,El Grau ,Poblats Marítims,123.0,3,2,None,325.0
24,L'Illa Perduda,L'Illa Perduda ,Algirós,145.0,5,2,None,320.0
1,Jaume Roig,Jaume Roig ,El Pla del Real,241.0,5,2,None,482.0
7,El Carme,El Carme ,Ciutat Vella,185.0,5,2,None,310.0
8,El Forn d'Alcedo,El Forn d'Alcedo ,Pobles del Sud,178.0,3,2,None,210.0
17,La Petxina,La Petxina ,Extramurs,212.0,6,2,None,280.0
18,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,107.0,3,2,None,270.0
20,El Mercat,El Mercat ,Ciutat Vella,116.0,4,2,None,275.0
29,El Botànic,El Botànic ,Extramurs,99.0,3,1,None,250.0
5,Sant Francesc,Sant Francesc ,Ciutat Vella,123.0,4,2,None,290.0
7,Sant Francesc,Sant Francesc ,Ciutat Vella,187.0,4,2,None,400.0
10,Arrancapins,Arrancapins ,Extramurs,118.0,3,1,None,295.0
11,Aiora,Aiora ,Camins al Grau,117.0,3,1,None,280.0
12,El Carme,El Carme ,Ciutat Vella,134.0,5,3,None,310.0
16,La Seu,La Seu ,Ciutat Vella,91.0,1,2,None,270.0
19,Russafa,Russafa ,L'Eixample,125.0,3,2,None,425.0
20,La Seu,La Seu ,Ciutat Vella,105.0,2,1,None,420.0
21,Ciutat Universitària,Ciutat Universitària ,El Pla del Real,50.0,1,1,None,235.0
24,La Roqueta,La Roqueta ,Extramurs,200.0,5,2,None,475.0
27,Sant Francesc,Sant Francesc ,Ciutat Vella,155.0,3,2,None,395.0
28,Arrancapins,Arrancapins ,Extramurs,150.0,4,2,None,320.0
1,Arrancapins,Arrancapins ,Extramurs,136.0,4,2,None,260.0
4,Russafa,Russafa ,L'Eixample,93.0,3,2,None,275.0
7,La Seu,La Seu ,Ciutat Vella,160.0,3,2,None,395.0
10,Arrancapins,Arrancapins ,Extramurs,274.0,6,4,None,464.0
13,El Botànic,El Botànic ,Extramurs,100.0,3,2,None,250.0
14,La Seu,La Seu ,Ciutat Vella,174.0,4,2,None,480.0
15,Sant Francesc,Sant Francesc ,Ciutat Vella,189.0,4,2,None,450.0
16,La Roqueta,La Roqueta ,Extramurs,190.0,5,3,None,400.0
19,Gran Via,Gran Via ,L'Eixample,155.0,5,2,None,395.0
25,Gran Via,Gran Via ,L'Eixample,263.0,5,3,None,499.0
27,Penya,Penya-roja ,Camins al Grau,171.0,3,2,None,450.0
28,La Bega Baixa,La Bega Baixa ,Algirós,102.0,2,2,None,285.0
29,El Botànic,El Botànic ,Extramurs,100.0,3,2,None,250.0
0,La Raiosa,La Raiosa ,Jesús,143.0,3,2,None,265.0
2,La Seu,La Seu ,Ciutat Vella,100.0,2,2,None,390.0
3,Russafa,Russafa ,L'Eixample,96.0,3,2,None,285.0
4,Sant Llorenç,Sant Llorenç ,Rascanya,123.0,4,3,None,225.0
9,Arrancapins,Arrancapins ,Extramurs,138.0,4,2,None,299.0
11,Gran Via,Gran Via ,L'Eixample,183.0,5,2,None,518.0
15,Sant Francesc,Sant Francesc ,Ciutat Vella,145.0,2,2,None,525.0
17,Sant Francesc,Sant Francesc ,Ciutat Vella,191.0,4,2,None,470.0
18,Sant Pau,Sant Pau ,Campanar,112.0,2,2,None,310.0
