index,address,neighbourhood,district,sqft_surface,bedrooms,bathrooms,new_construction,price
29,Tormos,Tormos ,La Saïdia,69.0,3,1,None,69.9
15,La Creu del Grau,La Creu del Grau ,Camins al Grau,70.0,2,1,None,90.0
22,Ciutat Jardí,Ciutat Jardí ,Algirós,89.0,3,1,None,108.9
23,Arrancapins,Arrancapins ,Extramurs,64.0,3,1,None,79.9
24,Ciutat Fallera,Ciutat Fallera ,Benicalap,90.0,3,2,None,87.0
26,Morvedre,Morvedre ,La Saïdia,55.0,2,1,None,51.0
5,Torrefiel,Torrefiel ,Rascanya,115.0,4,2,None,116.0
6,El Perellonet,El Perellonet ,Pobles del Sud,50.0,1,1,None,66.0
8,Torrefiel,Torrefiel ,Rascanya,54.0,2,1,None,100.0
15,Ciutat Fallera,Ciutat Fallera ,Benicalap,73.0,3,1,None,53.0
24,Benimàmet,Benimàmet ,Pobles de l'Oest,75.0,3,1,None,45.0
25,Torrefiel,Torrefiel ,Rascanya,95.0,3,1,None,103.0
0,Nou Moles,Nou Moles ,L'Olivereta,93.0,4,1,None,110.0
1,Malilla,Malilla ,Quatre Carreres,110.0,4,2,None,115.0
5,La Malva,La Malva-rosa ,Poblats Marítims,60.0,3,2,None,120.0
15,Torrefiel,Torrefiel ,Rascanya,74.0,3,1,None,50.0
20,El Grau,El Grau ,Poblats Marítims,70.0,3,1,None,95.0
22,Nou Moles,Nou Moles ,L'Olivereta,76.0,3,1,None,118.0
29,Tormos,Tormos ,La Saïdia,77.0,3,1,None,108.0
1,Nou Moles,Nou Moles ,L'Olivereta,77.0,3,1,None,128.0
10,Nou Moles,Nou Moles ,L'Olivereta,86.0,3,1,None,85.0
17,La Creu del Grau,La Creu del Grau ,Camins al Grau,98.0,3,1,None,120.0
2,Torrefiel,Torrefiel ,Rascanya,78.0,3,1,None,106.0
7,L'Hort de Senabre,L'Hort de Senabre ,Jesús,107.0,4,1,None,112.5
17,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,90.0,3,1,None,99.0
18,Aiora,Aiora ,Camins al Grau,62.0,3,1,None,95.0
28,Nou Moles,Nou Moles ,L'Olivereta,78.0,2,1,None,110.0
3,Tres Forques,Tres Forques ,L'Olivereta,79.0,3,1,None,70.0
7,Nou Moles,Nou Moles ,L'Olivereta,72.0,3,1,None,110.0
9,L'Hort de Senabre,L'Hort de Senabre ,Jesús,96.0,4,1,None,99.5
22,Aiora,Aiora ,Camins al Grau,82.0,3,1,None,91.9
23,Aiora,Aiora ,Camins al Grau,63.0,2,1,None,65.0
2,Marxalenes,Marxalenes ,La Saïdia,69.0,3,1,None,67.0
5,Orriols,Orriols ,Rascanya,62.0,2,1,None,63.0
9,Vara de Quart,Vara de Quart ,Patraix,73.0,3,1,None,82.7
28,L'Illa Perduda,L'Illa Perduda ,Algirós,84.0,3,1,None,99.0
0,La Creu del Grau,La Creu del Grau ,Camins al Grau,102.0,4,1,None,124.9
2,La Torre,La Torre ,Pobles del Sud,87.0,4,1,None,98.0
11,La Creu del Grau,La Creu del Grau ,Camins al Grau,68.0,2,1,None,87.0
15,La Creu del Grau,La Creu del Grau ,Camins al Grau,102.0,4,1,None,124.9
22,Sant Marcel·lí,Sant Marcel·lí ,Jesús,60.0,2,1,None,46.998999999999995
7,La Creu del Grau,La Creu del Grau ,Camins al Grau,98.0,3,1,None,115.0
9,Torrefiel,Torrefiel ,Rascanya,92.0,3,1,None,130.0
12,Torrefiel,Torrefiel ,Rascanya,74.0,3,1,None,130.0
14,Montolivet,Montolivet ,Quatre Carreres,90.0,3,1,None,119.9
16,Beteró,Beteró ,Poblats Marítims,86.0,3,1,None,89.9
19,Nou Moles,Nou Moles ,L'Olivereta,112.0,3,1,None,105.0
26,La Raiosa,La Raiosa ,Jesús,63.0,3,1,None,57.663000000000004
28,El Castellar,El Castellar-L'Oliveral ,Pobles del Sud,67.0,3,1,None,75.0
29,Torrefiel,Torrefiel ,Rascanya,4.0,2,2,None,110.9
2,Na Rovella,Na Rovella ,Quatre Carreres,82.0,3,1,None,122.0
3,Beteró,Beteró ,Poblats Marítims,86.0,3,1,None,89.9
7,Beteró,Beteró ,Poblats Marítims,74.0,2,1,None,120.0
10,Aiora,Aiora ,Camins al Grau,85.0,3,1,None,124.9
11,Nou Moles,Nou Moles ,L'Olivereta,93.0,4,1,None,110.0
14,Sant Isidre,Sant Isidre ,Patraix,91.0,3,1,None,100.11
16,Trinitat,Trinitat ,La Saïdia,78.0,3,1,None,129.0
1,Arrancapins,Arrancapins ,Extramurs,75.0,3,1,None,115.0
9,Orriols,Orriols ,Rascanya,53.0,1,1,None,90.0
10,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,89.0,3,1,None,99.0
14,Tres Forques,Tres Forques ,L'Olivereta,58.0,3,1,None,55.0
18,Orriols,Orriols ,Rascanya,59.0,2,1,None,55.0
19,Faitanar,Faitanar ,Pobles del Sud,85.0,4,1,None,56.6
20,Orriols,Orriols ,Rascanya,81.0,3,2,None,104.8
22,La Creu del Grau,La Creu del Grau ,Camins al Grau,98.0,3,1,None,120.0
23,Sant Antoni,Sant Antoni ,La Saïdia,65.0,2,1,None,62.0
24,Soternes,Soternes ,L'Olivereta,73.0,3,1,None,90.5
26,Trinitat,Trinitat ,La Saïdia,65.0,3,1,None,97.5
7,Faitanar,Faitanar ,Pobles del Sud,80.0,3,1,None,45.0
10,Russafa,Russafa ,L'Eixample,64.0,3,1,None,115.0
11,El Saler,El Saler ,Pobles del Sud,69.0,2,1,None,125.0
12,Orriols,Orriols ,Rascanya,52.0,1,1,None,110.0
14,Ciutat Fallera,Ciutat Fallera ,Benicalap,3.0,2,2,None,59.0
15,Nou Moles,Nou Moles ,L'Olivereta,75.0,3,1,None,65.0
16,Na Rovella,Na Rovella ,Quatre Carreres,96.0,3,2,None,129.0
17,L'Hort de Senabre,L'Hort de Senabre ,Jesús,84.0,3,1,None,87.0
19,Na Rovella,Na Rovella ,Quatre Carreres,96.0,3,2,None,129.0
29,Russafa,Russafa ,L'Eixample,70.0,3,1,None,82.9
1,Albors,Albors ,Camins al Grau,60.0,2,1,None,119.9
3,La Raiosa,La Raiosa ,Jesús,100.0,3,1,None,123.5
7,El Calvari,El Calvari ,Campanar,56.0,3,1,None,60.0
11,Tres Forques,Tres Forques ,L'Olivereta,80.0,3,2,None,78.0
12,Castellar,El Castellar-L'Oliveral ,Pobles del Sud,115.0,3,1,None,125.0
13,La Torre,La Torre ,Pobles del Sud,77.0,2,1,None,73.66
26,Camí Real,Camí Real ,Jesús,90.0,3,1,None,116.9
29,Aiora,Aiora ,Camins al Grau,65.0,3,1,None,89.9
4,Trinitat,Trinitat ,La Saïdia,78.0,3,1,None,129.0
10,Torrefiel,Torrefiel ,Rascanya,100.0,3,1,None,125.0
14,Sant Marcel·lí,Sant Marcel·lí ,Jesús,104.0,4,1,None,117.0
22,Castellar,El Castellar-L'Oliveral ,Pobles del Sud,89.0,3,1,None,68.5
25,En Corts,En Corts ,Quatre Carreres,82.0,3,1,None,89.9
28,Na Rovella,Na Rovella ,Quatre Carreres,105.0,3,2,None,129.0
2,Montolivet,Montolivet ,Quatre Carreres,71.0,3,1,None,85.0
9,Aiora,Aiora ,Camins al Grau,65.0,3,1,None,65.0
12,Marxalenes,Marxalenes ,La Saïdia,90.0,3,1,None,113.0
14,Torrefiel,Torrefiel ,Rascanya,90.0,4,1,None,67.0
17,Nou Moles,Nou Moles ,L'Olivereta,84.0,3,1,None,85.0
19,Safranar,Safranar ,Patraix,65.0,2,1,None,80.0
7,Camí Real,Camí Real ,Jesús,98.0,4,2,None,124.9
10,El Saler,El Saler ,Pobles del Sud,93.0,2,1,None,95.0
13,Marxalenes,Marxalenes ,La Saïdia,101.0,4,1,None,89.0
19,Tormos,Tormos ,La Saïdia,58.0,2,1,None,58.0
21,Torrefiel,Torrefiel ,Rascanya,100.0,4,1,None,85.0
22,Nou Moles,Nou Moles ,L'Olivereta,87.0,3,1,None,115.0
29,El Castellar,El Castellar-L'Oliveral ,Pobles del Sud,100.0,3,1,None,100.0
2,Torrefiel,Torrefiel ,Rascanya,78.0,3,1,None,85.5
5,Beteró,Beteró ,Poblats Marítims,66.0,3,1,None,89.9
6,Torrefiel,Torrefiel ,Rascanya,120.0,4,2,None,122.0
10,Ciutat Fallera,Ciutat Fallera ,Benicalap,72.0,3,1,None,49.9
11,Torrefiel,Torrefiel ,Rascanya,94.0,4,1,None,85.0
12,Torrefiel,Torrefiel ,Rascanya,89.0,3,1,None,76.5
15,Nou Moles,Nou Moles ,L'Olivereta,95.0,3,1,None,120.0
16,Tres Forques,Tres Forques ,L'Olivereta,77.0,3,2,None,75.0
18,Beteró,Beteró ,Poblats Marítims,66.0,3,1,None,89.9
23,Benimàmet,Benimàmet ,Pobles de l'Oest,108.0,4,2,None,120.0
24,El Palmar,El Palmar ,Pobles del Sud,3.0,2,2,None,85.0
28,En Corts,En Corts ,Quatre Carreres,79.0,3,1,None,90.0
6,Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,86.0,4,1,None,99.0
8,Favara,Favara ,Patraix,85.0,3,1,None,75.0
16,Orriols,Orriols ,Rascanya,62.0,3,1,None,72.0
21,La Malva,La Malva-rosa ,Poblats Marítims,79.0,3,1,None,75.0
25,Aiora,Aiora ,Camins al Grau,70.0,2,1,None,109.9
4,Nou Moles,Nou Moles ,L'Olivereta,90.0,2,1,None,130.0
7,Favara,Favara ,Patraix,90.0,3,1,None,95.0
9,Sant Isidre,Sant Isidre ,Patraix,102.0,3,1,None,101.0
11,El Calvari,El Calvari ,Campanar,56.0,3,1,None,60.0
14,Torrefiel,Torrefiel ,Rascanya,61.0,3,1,None,55.0
22,El Perellonet,El Perellonet ,Pobles del Sud,2.0,2,2,None,99.0
1,La Torre,La Torre ,Pobles del Sud,75.0,3,1,None,64.5
3,Soternes,Soternes ,L'Olivereta,94.0,3,2,None,130.0
6,El Palmar,El Palmar ,Pobles del Sud,2.0,2,2,None,120.0
7,Nou Moles,Nou Moles ,L'Olivereta,86.0,3,1,None,106.0
9,El Saler,El Saler ,Pobles del Sud,70.0,3,1,None,117.0
12,Perellonet,El Perellonet ,Pobles del Sud,75.0,3,2,None,76.0
13,Malilla,Malilla ,Quatre Carreres,55.0,1,1,None,130.0
20,El Calvari,El Calvari ,Campanar,56.0,3,1,None,60.0
22,Tres Forques,Tres Forques ,L'Olivereta,58.0,3,1,None,55.0
25,El Carme,El Carme ,Ciutat Vella,80.0,3,1,None,92.376
4,Sant Llorenç,Sant Llorenç ,Rascanya,54.0,2,1,None,43.523999999999994
5,Marxalenes,Marxalenes ,La Saïdia,90.0,3,1,None,130.0
7,Sant Marcel·lí,Sant Marcel·lí ,Jesús,72.0,3,1,None,58.0
11,Orriols,Orriols ,Rascanya,64.0,3,1,None,87.5
12,Ciutat Universitària,Ciutat Universitària ,El Pla del Real,85.0,2,1,None,90.0
14,Ciutat Fallera,Ciutat Fallera ,Benicalap,72.0,3,1,None,49.9
16,La Torre,La Torre ,Pobles del Sud,70.0,3,1,None,36.0
17,Torrefiel,Torrefiel ,Rascanya,85.0,3,1,None,99.0
18,Sant Francesc,Sant Francesc ,Ciutat Vella,139.0,4,1,None,96.2
21,Nou Moles,Nou Moles ,L'Olivereta,83.0,3,1,None,85.7
24,Sant Francesc,Sant Francesc ,Ciutat Vella,48.0,1,1,None,39.5
25,Tres Forques,Tres Forques ,L'Olivereta,76.0,2,2,None,96.0
29,La Raiosa,La Raiosa ,Jesús,79.0,3,1,None,83.0
0,El Perellonet,El Perellonet ,Pobles del Sud,73.0,2,1,None,123.0
5,Torrefiel,Torrefiel ,Rascanya,65.0,3,1,None,52.0
7,La Fontsanta,La Fontsanta ,L'Olivereta,76.0,3,1,None,68.0
10,Benimàmet,Benimàmet ,Pobles de l'Oest,83.0,2,2,None,95.0
13,Vara de Quart,Vara de Quart ,Patraix,80.0,3,1,None,110.0
21,Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,71.0,2,1,None,102.0
23,Orriols,Orriols ,Rascanya,78.0,3,1,None,75.5
24,El Perellonet,El Perellonet ,Pobles del Sud,2.0,4,4,None,90.0
27,Torrefiel,Torrefiel ,Rascanya,74.0,3,2,None,115.0
0,L'Hort de Senabre,L'Hort de Senabre ,Jesús,60.0,2,1,None,115.0
1,Sant Llorenç,Sant Llorenç ,Rascanya,58.0,3,1,None,69.0
3,Benimàmet,Benimàmet ,Pobles de l'Oest,97.0,4,2,None,84.9
5,La Punta,La Punta ,Quatre Carreres,105.0,3,1,None,129.0
6,La Raiosa,La Raiosa ,Jesús,103.0,2,1,None,110.0
8,La Fontsanta,La Fontsanta ,L'Olivereta,75.0,2,1,None,57.0
11,La Fontsanta,La Fontsanta ,L'Olivereta,66.0,2,1,None,40.99
12,Torrefiel,Torrefiel ,Rascanya,75.0,2,1,None,89.0
14,Favara,Favara ,Patraix,108.0,3,2,None,107.1
15,El Saler,El Saler ,Pobles del Sud,61.0,2,1,None,125.0
16,Torrefiel,Torrefiel ,Rascanya,68.0,3,1,None,39.0
22,Benimàmet,Benimàmet ,Pobles de l'Oest,109.0,4,2,None,99.9
23,Favara,Favara ,Patraix,80.0,2,1,None,59.0
24,Beteró,Beteró ,Poblats Marítims,90.0,3,1,None,110.0
28,Sant Antoni,Sant Antoni ,La Saïdia,85.0,3,1,None,106.0
29,Sant Pau,Sant Pau ,Campanar,65.0,2,1,None,65.0
0,L'Hort de Senabre,L'Hort de Senabre ,Jesús,95.0,4,1,None,120.0
1,Natzaret,Natzaret ,Poblats Marítims,71.0,3,1,None,77.0
2,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,61.0,3,1,None,78.5
4,Les Tendetes,Les Tendetes ,Campanar,87.0,3,1,None,122.0
5,Favara,Favara ,Patraix,60.0,3,1,None,80.0
6,Beteró,Beteró ,Poblats Marítims,90.0,2,1,None,125.0
7,Tormos,Tormos ,La Saïdia,100.0,3,1,None,99.9
8,En Corts,En Corts ,Quatre Carreres,66.0,3,1,None,90.0
9,La Fontsanta,La Fontsanta ,L'Olivereta,66.0,2,1,None,40.99
10,Torrefiel,Torrefiel ,Rascanya,80.0,4,2,None,115.0
12,Torrefiel,Torrefiel ,Rascanya,65.0,3,1,None,52.0
15,El Perellonet,El Perellonet ,Pobles del Sud,73.0,3,2,None,87.54299999999998
20,Torrefiel,Torrefiel ,Rascanya,82.0,3,1,None,80.0
29,Orriols,Orriols ,Rascanya,83.0,3,1,None,66.5
0,Natzaret,Natzaret ,Poblats Marítims,75.0,3,1,None,79.9
7,Beteró,Beteró ,Poblats Marítims,69.0,3,1,None,107.0
8,La Creu del Grau,La Creu del Grau ,Camins al Grau,62.0,2,1,None,89.95
11,Mestalla,Mestalla ,El Pla del Real,54.0,2,1,None,126.6
12,Natzaret,Natzaret ,Poblats Marítims,71.0,3,1,None,77.0
13,Orriols,Orriols ,Rascanya,77.0,3,1,None,64.0
14,La Torre,La Torre ,Pobles del Sud,82.0,2,1,None,73.66
18,Ciutat Fallera,Ciutat Fallera ,Benicalap,78.0,3,1,None,95.0
19,Orriols,Orriols ,Rascanya,82.0,3,1,None,67.0
20,Benimàmet,Benimàmet ,Pobles de l'Oest,97.0,4,2,None,84.9
21,El Perellonet,El Perellonet ,Pobles del Sud,3.0,1,1,None,50.0
27,Torrefiel,Torrefiel ,Rascanya,66.0,3,1,None,76.0
28,El Palmar,El Palmar ,Pobles del Sud,2.0,1,1,None,105.0
2,Orriols,Orriols ,Rascanya,93.0,3,1,None,98.0
4,El Palmar,El Palmar ,Pobles del Sud,60.0,2,1,None,75.0
6,Nou Moles,Nou Moles ,L'Olivereta,61.0,1,1,None,116.0
9,Camí Real,Camí Real ,Jesús,94.0,3,2,None,125.0
10,El Castellar,El Castellar-L'Oliveral ,Pobles del Sud,116.0,4,2,None,130.0
11,La Malva,La Malva-rosa ,Poblats Marítims,60.0,3,1,None,120.0
13,Tres Forques,Tres Forques ,L'Olivereta,58.0,3,1,None,55.0
15,El Carme,El Carme ,Ciutat Vella,100.0,4,2,None,109.999
16,Na Rovella,Na Rovella ,Quatre Carreres,96.0,3,2,None,129.0
17,Benimàmet,Benimàmet ,Pobles de l'Oest,63.0,3,1,None,40.0
19,Orriols,Orriols ,Rascanya,79.0,4,1,None,58.0
20,Sant Francesc,Sant Francesc ,Ciutat Vella,54.0,3,1,None,61.0
22,Beteró,Beteró ,Poblats Marítims,75.0,3,1,None,130.0
24,Tormos,Tormos ,La Saïdia,69.0,3,1,None,67.9
2,La Punta,La Punta ,Quatre Carreres,81.0,2,1,None,73.0
7,L'Amistat,L'Amistat ,Algirós,59.0,3,2,None,105.0
8,El Palmar,El Palmar ,Pobles del Sud,2.0,2,2,None,130.0
10,Orriols,Orriols ,Rascanya,85.0,3,1,None,60.0
11,Torrefiel,Torrefiel ,Rascanya,99.0,4,1,None,55.0
14,Aiora,Aiora ,Camins al Grau,72.0,2,1,None,119.9
15,Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,59.0,2,1,None,103.5
21,Torrefiel,Torrefiel ,Rascanya,94.0,4,1,None,76.99
22,Tormos,Tormos ,La Saïdia,58.0,2,1,None,58.0
23,Benimàmet,Benimàmet ,Pobles de l'Oest,215.0,1,1,None,120.0
29,Tres Forques,Tres Forques ,L'Olivereta,95.0,3,1,None,89.5
1,Torrefiel,Torrefiel ,Rascanya,58.0,3,1,None,62.0
2,Orriols,Orriols ,Rascanya,76.0,3,1,None,73.5
7,Torrefiel,Torrefiel ,Rascanya,115.0,3,2,None,104.0
11,La Raiosa,La Raiosa ,Jesús,79.0,3,1,None,83.0
15,Sant Antoni,Sant Antoni ,La Saïdia,100.0,3,1,None,87.0
16,Orriols,Orriols ,Rascanya,59.0,2,1,None,55.0
17,Sant Isidre,Sant Isidre ,Patraix,98.0,3,2,None,105.0
24,Torrefiel,Torrefiel ,Rascanya,65.0,3,1,None,52.0
26,Favara,Favara ,Patraix,60.0,3,1,None,80.0
29,Na Rovella,Na Rovella ,Quatre Carreres,70.0,2,1,None,110.0
1,Beteró,Beteró ,Poblats Marítims,85.0,3,1,None,89.0
4,Sant Antoni,Sant Antoni ,La Saïdia,115.0,4,1,None,124.0
7,Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,103.0,3,1,None,129.5
8,Orriols,Orriols ,Rascanya,62.0,2,1,None,60.0
18,Aiora,Aiora ,Camins al Grau,66.0,2,1,None,94.0
20,Benimàmet,Benimàmet ,Pobles de l'Oest,115.0,3,2,None,120.0
24,Torrefiel,Torrefiel ,Rascanya,98.0,4,2,None,65.0
3,Benimàmet,Benimàmet ,Pobles de l'Oest,110.0,1,1,None,92.0
4,Ciutat Fallera,Ciutat Fallera ,Benicalap,96.0,3,2,None,111.0
5,Torrefiel,Torrefiel ,Rascanya,139.0,4,2,None,86.0
6,Orriols,Orriols ,Rascanya,59.0,2,1,None,55.0
7,Beteró,Beteró ,Poblats Marítims,76.0,2,1,None,70.8
8,Ciutat Universitària,Ciutat Universitària ,El Pla del Real,55.0,3,1,None,98.0
10,Tormos,Tormos ,La Saïdia,92.0,3,1,None,125.0
11,Benimàmet,Benimàmet ,Pobles de l'Oest,72.0,3,1,None,59.0
16,Tres Forques,Tres Forques ,L'Olivereta,80.0,3,2,None,79.9
18,Camí Real,Camí Real ,Jesús,92.0,3,1,None,110.0
23,El Perellonet,El Perellonet ,Pobles del Sud,74.0,3,2,None,78.0
24,Nou Moles,Nou Moles ,L'Olivereta,82.0,3,1,None,89.0
27,El Perellonet,El Perellonet ,Pobles del Sud,78.0,3,1,None,125.0
29,L'Amistat,L'Amistat ,Algirós,67.0,2,1,None,100.0
3,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,57.0,3,1,None,110.0
5,Tres Forques,Tres Forques ,L'Olivereta,78.0,3,1,None,98.0
6,Orriols,Orriols ,Rascanya,80.0,2,1,None,67.0
8,Tres Forques,Tres Forques ,L'Olivereta,80.0,3,2,None,79.0
10,Aiora,Aiora ,Camins al Grau,89.0,4,1,None,125.0
12,Camí Real,Camí Real ,Jesús,81.0,3,1,None,65.575
14,En Corts,En Corts ,Quatre Carreres,80.0,3,1,None,104.5
19,L'Illa Perduda,L'Illa Perduda ,Algirós,70.0,3,1,None,85.82700000000001
21,Torrefiel,Torrefiel ,Rascanya,70.0,3,1,None,110.0
27,Tres Forques,Tres Forques ,L'Olivereta,74.0,2,2,None,95.0
29,Orriols,Orriols ,Rascanya,71.0,3,1,None,79.5
0,Orriols,Orriols ,Rascanya,73.0,3,1,None,112.0
1,L'Hort de Senabre,L'Hort de Senabre ,Jesús,91.0,4,1,None,93.0
2,Orriols,Orriols ,Rascanya,80.0,2,1,None,80.0
3,El Calvari,El Calvari ,Campanar,75.0,2,1,None,71.5
6,La Torre,La Torre ,Pobles del Sud,144.0,3,2,None,109.0
11,Sant Francesc,Sant Francesc ,Ciutat Vella,73.0,3,1,None,59.0
12,L'Amistat,L'Amistat ,Algirós,65.0,3,2,None,108.0
13,Tormos,Tormos ,La Saïdia,66.0,3,1,None,112.0
16,Arrancapins,Arrancapins ,Extramurs,73.0,2,1,None,129.9
17,Orriols,Orriols ,Rascanya,80.0,3,1,None,119.9
20,Orriols,Orriols ,Rascanya,61.0,3,1,None,53.0
4,Trinitat,Trinitat ,La Saïdia,72.0,3,1,None,129.9
8,Orriols,Orriols ,Rascanya,79.0,3,1,None,52.5
9,Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,72.0,2,1,None,97.0
10,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,46.0,1,1,None,115.0
12,Benimàmet,Benimàmet ,Pobles de l'Oest,90.0,2,1,None,75.0
13,La Malva,La Malva-rosa ,Poblats Marítims,68.0,3,1,None,123.0
14,Torrefiel,Torrefiel ,Rascanya,92.0,2,1,None,79.0
16,Tres Forques,Tres Forques ,L'Olivereta,80.0,3,2,None,79.9
22,Torrefiel,Torrefiel ,Rascanya,110.0,3,2,None,130.0
23,Aiora,Aiora ,Camins al Grau,93.0,2,1,None,114.9
0,Marxalenes,Marxalenes ,La Saïdia,66.0,3,1,None,117.0
12,Orriols,Orriols ,Rascanya,83.0,3,2,None,104.8
15,Torrefiel,Torrefiel ,Rascanya,56.0,3,1,None,63.9
16,Orriols,Orriols ,Rascanya,75.0,2,2,None,58.5
17,Na Rovella,Na Rovella ,Quatre Carreres,72.0,3,1,None,83.0
22,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,79.0,2,1,None,119.5
23,Camí Real,Camí Real ,Jesús,90.0,2,1,None,125.0
24,Russafa,Russafa ,L'Eixample,60.0,1,1,None,99.0
26,Benifaraig,Benifaraig ,Pobles del Nord,135.0,2,2,None,112.4
27,Torrefiel,Torrefiel ,Rascanya,84.0,3,1,None,110.0
28,Trinitat,Trinitat ,La Saïdia,88.0,1,1,None,110.0
29,Orriols,Orriols ,Rascanya,81.0,2,1,None,82.0
2,El Palmar,El Palmar ,Pobles del Sud,2.0,1,1,None,85.0
5,Nou Moles,Nou Moles ,L'Olivereta,75.0,3,1,None,65.0
6,Marxalenes,Marxalenes ,La Saïdia,65.0,3,1,None,107.0
12,Marxalenes,Marxalenes ,La Saïdia,54.0,3,1,None,65.5
16,Les Tendetes,Les Tendetes ,Campanar,108.0,4,1,None,103.0
19,Camí Real,Camí Real ,Jesús,87.0,3,1,None,118.0
20,Vara de Quart,Vara de Quart ,Patraix,97.0,3,2,None,53.0
24,Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,80.0,2,1,None,120.0
25,Beteró,Beteró ,Poblats Marítims,64.0,2,1,None,119.0
26,La Malva,La Malva-rosa ,Poblats Marítims,78.0,3,1,None,89.5
28,Vara de Quart,Vara de Quart ,Patraix,105.0,3,1,None,90.0
29,En Corts,En Corts ,Quatre Carreres,70.0,1,1,None,117.0
0,El Perellonet,El Perellonet ,Pobles del Sud,92.0,3,1,None,89.0
5,La Torre,La Torre ,Pobles del Sud,112.0,3,2,None,130.4
10,Russafa,Russafa ,L'Eixample,107.0,4,1,None,119.0
13,Marxalenes,Marxalenes ,La Saïdia,85.0,3,1,None,129.9
14,El Perellonet,El Perellonet ,Pobles del Sud,2.0,2,2,None,65.0
17,El Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,70.0,3,1,None,120.0
19,Tormos,Tormos ,La Saïdia,64.0,3,1,None,67.0
29,Na Rovella,Na Rovella ,Quatre Carreres,105.0,3,2,None,129.0
0,La Malva,La Malva-rosa ,Poblats Marítims,71.0,3,1,None,115.0
3,Orriols,Orriols ,Rascanya,79.0,3,1,None,55.0
4,El Botànic,El Botànic ,Extramurs,53.0,2,1,None,106.0
5,Nou Moles,Nou Moles ,L'Olivereta,80.0,3,1,None,132.0
7,Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,61.0,2,1,None,91.5
10,Favara,Favara ,Patraix,111.0,5,2,None,125.0
11,La Torre,La Torre ,Pobles del Sud,100.0,3,2,None,124.5
15,Orriols,Orriols ,Rascanya,81.0,2,1,None,74.9
17,Benimàmet,Benimàmet ,Pobles de l'Oest,78.0,3,1,None,98.0
21,Sant Marcel·lí,Sant Marcel·lí ,Jesús,101.0,3,2,None,132.0
25,Tres Forques,Tres Forques ,L'Olivereta,87.0,3,1,None,67.2
27,Benimàmet,Benimàmet ,Pobles de l'Oest,70.0,3,1,None,59.9
29,Sant Antoni,Sant Antoni ,La Saïdia,90.0,3,1,None,119.0
4,Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,57.0,2,1,None,110.5
7,Orriols,Orriols ,Rascanya,78.0,4,1,None,71.0
8,Cabanyal,El Cabanyal-El Canyamelar ,Poblats Marítims,86.0,3,1,None,90.0
9,Orriols,Orriols ,Rascanya,90.0,3,1,None,103.0
12,La Punta,La Punta ,Quatre Carreres,100.0,5,1,None,99.0
14,Poble Nou,Poble Nou ,Pobles del Nord,102.0,3,1,None,128.0
15,Gran Via,Gran Via ,L'Eixample,90.0,3,1,None,109.0
16,L'Hort de Senabre,L'Hort de Senabre ,Jesús,106.0,3,2,None,120.0
17,El Perellonet,El Perellonet ,Pobles del Sud,2.0,4,4,None,110.0
20,El Castellar,El Castellar-L'Oliveral ,Pobles del Sud,91.0,4,1,None,63.0
4,Benifaraig,Benifaraig ,Pobles del Nord,185.0,6,1,None,120.0
5,Tres Forques,Tres Forques ,L'Olivereta,80.0,3,1,None,89.0
9,Benimàmet,Benimàmet ,Pobles de l'Oest,52.0,3,1,None,63.9
11,Orriols,Orriols ,Rascanya,70.0,3,1,None,68.0
16,Torrefiel,Torrefiel ,Rascanya,60.0,3,1,None,65.0
19,Mestalla,Mestalla ,El Pla del Real,75.0,3,1,None,128.9
20,En Corts,En Corts ,Quatre Carreres,96.0,3,1,None,99.0
22,Torrefiel,Torrefiel ,Rascanya,74.0,2,1,None,85.0
24,Marxalenes,Marxalenes ,La Saïdia,70.0,3,1,None,85.5
28,Beteró,Beteró ,Poblats Marítims,72.0,3,1,None,130.0
29,Aiora,Aiora ,Camins al Grau,70.0,2,1,None,129.9
3,Beteró,Beteró ,Poblats Marítims,95.0,3,1,None,132.0
4,Trinitat,Trinitat ,La Saïdia,110.0,3,1,None,129.0
6,Benimàmet,Benimàmet ,Pobles de l'Oest,76.0,3,1,None,80.0
9,Camí Real,Camí Real ,Jesús,147.0,2,2,None,99.9
12,La Torre,La Torre ,Pobles del Sud,119.0,2,2,None,110.5
13,En Corts,En Corts ,Quatre Carreres,115.0,3,1,None,130.0
20,Na Rovella,Na Rovella ,Quatre Carreres,96.0,3,2,None,129.0
21,La Creu del Grau,La Creu del Grau ,Camins al Grau,87.0,3,1,None,99.95
