index,address,neighbourhood,district,sqft_surface,bedrooms,bathrooms,new_construction,price,latitude,longitude
8,Valencia,Morvedre ,La Saïdia,120.0,3,2,None,215.0,39.4842793,-0.375532
28,Valencia,La Creu del Grau ,Camins al Grau,170.0,3,2,None,341.1,39.460313549999995,-0.34172347035523554
27,Campanar,Campanar ,Campanar,150.0,3,2,None,350.0,39.4830398,-0.4006583
26,Campanar,Sant Pau ,Campanar,140.0,4,2,None,395.0,39.4877123,-0.4051598
10,Benimaclet,Benimaclet ,Benimaclet,120.0,4,2,None,260.0,39.487148,-0.3566225
13,Extramurs,La Petxina ,Extramurs,100.0,2,2,None,249.9,39.4732871,-0.3915983
4,Valencia,Sant Pau ,Campanar,155.0,5,2,None,325.0,39.4877123,-0.4051598
0,Ciutat Vella,El Carme ,Ciutat Vella,144.0,2,2,None,350.0,39.4782212,-0.3810013
24,Patraix,Safranar ,Patraix,134.0,4,2,None,240.0,39.4576681,-0.3993935
6,Campanar,Campanar ,Campanar,282.0,4,3,None,525.0,39.4830398,-0.4006583
0,Ciutat Vella,Sant Francesc ,Ciutat Vella,90.0,3,2,None,320.0,39.4701823,-0.3755728
14,Benimaclet,Benimaclet ,Benimaclet,115.0,4,2,None,290.0,39.487148,-0.3566225
4,Benicalap,Benicalap ,Benicalap,135.0,3,2,None,359.0,39.4910435,-0.3895204
10,Extramurs,El Botànic ,Extramurs,141.0,3,2,None,259.9,39.4737042,-0.3853834
28,Benimaclet,Benimaclet ,Benimaclet,122.0,3,2,None,370.0,39.487148,-0.3566225
15,Benimaclet,Benimaclet ,Benimaclet,112.0,3,2,None,255.0,39.487148,-0.3566225
14,Ciutat Vella,Sant Francesc ,Ciutat Vella,180.0,5,3,None,475.0,39.4701823,-0.3755728
6,El Pla del Real,Mestalla ,El Pla del Real,192.0,5,3,None,398.0,39.47456705,-0.35819908701825015
15,Benimaclet,Benimaclet ,Benimaclet,115.0,3,2,None,370.0,39.487148,-0.3566225
29,Ciutat Vella,La Xerea ,Ciutat Vella,135.0,2,2,None,430.0,39.4746544,-0.3721794
9,Poblats Marítims,El Cabanyal-El Canyamelar ,Poblats Marítims,110.0,3,2,None,270.0,39.4701544,-0.3323547
7,Benicalap,Benicalap ,Benicalap,100.0,3,2,None,416.0,39.4910435,-0.3895204
5,Ciutat Vella,La Xerea ,Ciutat Vella,50.0,1,1,None,230.0,39.4746544,-0.3721794
25,Benimaclet,Benimaclet ,Benimaclet,80.0,2,1,None,250.0,39.487148,-0.3566225
22,Benicalap,Benicalap ,Benicalap,99.0,3,2,None,355.0,39.4910435,-0.3895204
21,Campanar,Sant Pau ,Campanar,125.0,3,2,None,350.0,39.4877123,-0.4051598
2,Rascanya,Sant Llorenç ,Rascanya,150.0,4,3,None,419.0,39.4927325,-0.3638872
14,El Pla del Real,Mestalla ,El Pla del Real,110.0,3,2,None,265.0,39.47456705,-0.35819908701825015
7,Ciutat Vella,La Xerea ,Ciutat Vella,80.0,3,2,None,237.0,39.4746544,-0.3721794
6,Benimaclet,Benimaclet ,Benimaclet,105.0,4,2,None,220.0,39.487148,-0.3566225
26,Ciutat Vella,El Carme ,Ciutat Vella,60.0,1,1,None,227.0,39.4782212,-0.3810013
0,Ciutat Vella,La Xerea ,Ciutat Vella,126.0,3,2,None,365.0,39.4746544,-0.3721794
10,Ciutat Vella,El Carme ,Ciutat Vella,115.0,2,2,None,295.0,39.4782212,-0.3810013
3,Benicalap,Benicalap ,Benicalap,116.0,3,2,None,295.0,39.4910435,-0.3895204
15,Poblats Marítims,El Cabanyal-El Canyamelar ,Poblats Marítims,111.0,2,1,None,230.0,39.4701544,-0.3323547
3,Valencia,Gran Via ,L'Eixample,117.0,4,2,None,298.0,39.4650722,-0.3659044
2,Valencia,Russafa ,L'Eixample,77.0,2,2,None,225.0,39.4615201,-0.3725595
1,Valencia,El Mercat ,Ciutat Vella,170.0,4,2,None,420.0,39.4738165,-0.3778455
0,Valencia,Marxalenes ,La Saïdia,123.0,4,2,None,255.0,39.4879481,-0.3838063
29,Valencia,Tormos ,La Saïdia,112.0,3,2,None,260.0,39.4903474,-0.3779152
28,Valencia,La Seu ,Ciutat Vella,130.0,2,2,None,380.0,39.4770971,-0.3753143
24,Valencia,Arrancapins ,Extramurs,178.0,4,3,None,392.0,39.4665067,-0.3855
21,Valencia,Sant Francesc ,Ciutat Vella,49.0,2,1,None,250.0,39.4701823,-0.3755728
20,Valencia,El Cabanyal-El Canyamelar ,Poblats Marítims,107.0,3,2,None,270.0,39.4701544,-0.3323547
19,Valencia,Sant Francesc ,Ciutat Vella,135.0,3,2,None,375.0,39.4701823,-0.3755728
16,Patraix,Patraix ,Patraix,128.0,3,2,None,239.0,39.4600547,-0.3932433
9,Patraix,Patraix ,Patraix,150.0,5,2,None,210.0,39.4600547,-0.3932433
7,Valencia,Arrancapins ,Extramurs,118.0,3,1,None,285.0,39.4665067,-0.3855
5,Benimaclet,Benimaclet ,Benimaclet,53.0,1,1,None,174.9,39.487148,-0.3566225
2,Campanar,Campanar ,Campanar,110.0,2,2,None,198.0,39.4830398,-0.4006583
29,Valencia,La Punta ,Quatre Carreres,58.0,1,1,None,160.0,39.4438804,-0.3447586
17,Valencia,La Xerea ,Ciutat Vella,62.0,1,1,None,215.0,39.4746544,-0.3721794
6,Patraix,Patraix ,Patraix,122.0,2,1,None,185.0,39.4600547,-0.3932433
1,Valencia,Trinitat ,La Saïdia,64.0,2,1,None,168.0,39.4825907,-0.3697649
27,Patraix,Patraix ,Patraix,122.0,2,1,None,185.0,39.4600547,-0.3932433
24,Campanar,Campanar ,Campanar,60.0,2,1,None,148.0,39.4830398,-0.4006583
22,Benicalap,Benicalap ,Benicalap,55.0,2,1,None,165.0,39.4910435,-0.3895204
13,Campanar,Campanar ,Campanar,110.0,4,2,None,220.0,39.4830398,-0.4006583
9,Benicalap,Benicalap ,Benicalap,71.0,2,2,None,165.0,39.4910435,-0.3895204
3,Benimaclet,Benimaclet ,Benimaclet,53.0,1,1,None,174.9,39.487148,-0.3566225
0,Valencia,El Cabanyal-El Canyamelar ,Poblats Marítims,50.0,2,1,None,175.0,39.4701544,-0.3323547
24,Patraix,Patraix ,Patraix,80.0,2,1,None,149.0,39.4600547,-0.3932433
22,Campanar,Campanar ,Campanar,60.0,2,1,None,148.0,39.4830398,-0.4006583
15,Patraix,Patraix ,Patraix,94.0,3,2,None,170.0,39.4600547,-0.3932433
12,Benimaclet,Benimaclet ,Benimaclet,53.0,1,1,None,174.9,39.487148,-0.3566225
11,Campanar,Campanar ,Campanar,110.0,2,2,None,198.0,39.4830398,-0.4006583
8,Benimaclet,Benimaclet ,Benimaclet,109.0,4,2,None,199.0,39.487148,-0.3566225
4,Benicalap,Benicalap ,Benicalap,93.0,2,2,None,198.0,39.4910435,-0.3895204
28,Valencia,Beteró ,Poblats Marítims,103.0,1,1,None,152.298,39.4725793,-0.3349228
20,Benicalap,Benicalap ,Benicalap,93.0,2,2,None,198.0,39.4910435,-0.3895204
19,Benicalap,Benicalap ,Benicalap,70.0,3,1,None,140.0,39.4910435,-0.3895204
17,Patraix,Patraix ,Patraix,80.0,2,1,None,149.0,39.4600547,-0.3932433
12,Benicalap,Benicalap ,Benicalap,56.0,1,1,None,129.9,39.4910435,-0.3895204
1,Benicalap,Benicalap ,Benicalap,91.0,2,2,None,224.89,39.4910435,-0.3895204
22,Benicalap,Benicalap ,Benicalap,71.0,2,2,None,165.0,39.4910435,-0.3895204
19,Benicalap,Benicalap ,Benicalap,66.0,2,1,None,125.0,39.4910435,-0.3895204
1,Benicalap,Benicalap ,Benicalap,108.0,3,2,None,137.0,39.4910435,-0.3895204
27,Benicalap,Benicalap ,Benicalap,56.0,1,1,None,129.9,39.4910435,-0.3895204
13,Benicalap,Benicalap ,Benicalap,85.0,2,2,None,165.0,39.4910435,-0.3895204
8,Campanar,Campanar ,Campanar,110.0,4,2,None,220.0,39.4830398,-0.4006583
26,Campanar,Campanar ,Campanar,110.0,2,2,None,198.0,39.4830398,-0.4006583
21,Benicalap,Benicalap ,Benicalap,55.0,2,1,None,165.0,39.4910435,-0.3895204
9,Patraix,Patraix ,Patraix,94.0,3,2,None,170.0,39.4600547,-0.3932433
6,Benicalap,Benicalap ,Benicalap,79.0,2,1,None,137.98,39.4910435,-0.3895204
29,Benicalap,Benicalap ,Benicalap,93.0,2,2,None,198.0,39.4910435,-0.3895204
19,Patraix,Patraix ,Patraix,67.0,2,1,None,120.0,39.4600547,-0.3932433
0,Valencia,El Perellonet ,Pobles del Sud,81.0,3,1,None,128.3,39.307241,-0.2964027
20,Algirós,L'Amistat ,Algirós,101.0,3,1,None,210.0,39.474305,-0.3522144
26,Ciutat Vella,La Xerea ,Ciutat Vella,76.0,2,1,None,200.0,39.4746544,-0.3721794
18,Patraix,Patraix ,Patraix,67.0,2,1,None,120.0,39.4600547,-0.3932433
15,Patraix,Patraix ,Patraix,160.0,3,2,None,198.0,39.4600547,-0.3932433
11,Valencia,El Mercat ,Ciutat Vella,46.0,2,2,None,184.157,39.4738165,-0.3778455
21,Pobles del Sud,La Torre ,Pobles del Sud,90.0,2,2,None,145.0,39.434091,-0.3912965202989428
19,Patraix,Patraix ,Patraix,90.0,2,1,None,196.0,39.4600547,-0.3932433
8,Patraix,Patraix ,Patraix,75.0,2,1,None,149.0,39.4600547,-0.3932433
6,Patraix,Patraix ,Patraix,75.0,2,1,None,120.0,39.4600547,-0.3932433
4,Quatre Carreres,Fonteta de Sant Lluís ,Quatre Carreres,120.0,3,2,None,144.9,39.4546538,-0.3715189
1,Patraix,Patraix ,Patraix,105.0,3,1,None,130.0,39.4600547,-0.3932433
0,Patraix,Patraix ,Patraix,129.0,3,2,None,173.3,39.4600547,-0.3932433
27,Olivereta,Nou Moles ,L'Olivereta,122.0,4,2,None,185.0,39.4706037,-0.4023486
24,Patraix,Vara de Quart ,Patraix,138.0,4,2,None,175.0,39.4600697,-0.4043545
23,V,El Cabanyal-El Canyamelar ,Poblats Marítims,55.0,2,1,None,180.0,39.4701544,-0.3323547
22,V,La Malva-rosa ,Poblats Marítims,116.0,4,2,None,180.0,39.4802716,-0.3284819
21,V,L'Amistat ,Algirós,102.0,3,2,None,210.0,39.474305,-0.3522144
19,V,Albors ,Camins al Grau,99.0,3,1,None,160.0,39.463404,-0.3474128
18,Olivereta,Nou Moles ,L'Olivereta,120.0,4,2,None,159.0,39.4706037,-0.4023486
17,V,La Creu del Grau ,Camins al Grau,82.0,3,2,None,145.0,39.460313549999995,-0.34172347035523554
16,V,Tres Forques ,L'Olivereta,101.0,3,2,None,167.0,39.4654122,-0.4024209
15,V,Russafa ,L'Eixample,53.0,2,2,None,176.0,39.4615201,-0.3725595
13,V,Sant Marcel·lí ,Jesús,129.0,3,2,None,180.0,39.4455365,-0.3904804
11,V,Sant Marcel·lí ,Jesús,87.0,3,2,None,193.0,39.4455365,-0.3904804
8,V,Albors ,Camins al Grau,118.0,4,2,None,160.0,39.463404,-0.3474128
7,V,El Cabanyal-El Canyamelar ,Poblats Marítims,53.0,3,2,None,150.0,39.4701544,-0.3323547
6,Benicalap,Benicalap ,Benicalap,79.0,2,1,None,130.0,39.4910435,-0.3895204
5,V,Natzaret ,Poblats Marítims,90.0,3,2,None,129.0,39.4488116,-0.3338279
3,V,Torrefiel ,Rascanya,103.0,3,1,None,129.0,39.494647799999996,-0.376130279007177
2,V,Campanar ,Campanar,70.0,3,1,None,130.0,39.4830398,-0.4006583
1,V,Albors ,Camins al Grau,71.0,2,1,None,165.0,39.463404,-0.3474128
0,V,El Cabanyal-El Canyamelar ,Poblats Marítims,65.0,3,1,None,180.0,39.4701544,-0.3323547
28,Olivereta,Nou Moles ,L'Olivereta,143.0,3,2,None,165.0,39.4706037,-0.4023486
27,V,El Cabanyal-El Canyamelar ,Poblats Marítims,61.0,3,1,None,189.9,39.4701544,-0.3323547
26,V,Malilla ,Quatre Carreres,115.0,3,2,None,200.0,39.4491066,-0.3755987
23,V,El Cabanyal-El Canyamelar ,Poblats Marítims,76.0,2,1,None,195.0,39.4701544,-0.3323547
22,V,El Cabanyal-El Canyamelar ,Poblats Marítims,70.0,1,1,None,170.0,39.4701544,-0.3323547
21,V,El Cabanyal-El Canyamelar ,Poblats Marítims,61.0,3,1,None,189.9,39.4701544,-0.3323547
20,V,El Mercat ,Ciutat Vella,42.0,1,1,None,160.0,39.4738165,-0.3778455
18,V,La Creu del Grau ,Camins al Grau,92.0,3,1,None,150.0,39.460313549999995,-0.34172347035523554
17,V,Torrefiel ,Rascanya,56.0,1,1,None,150.0,39.494647799999996,-0.376130279007177
15,V,El Cabanyal-El Canyamelar ,Poblats Marítims,100.0,2,1,None,193.0,39.4701544,-0.3323547
14,V,La Creu del Grau ,Camins al Grau,71.0,3,1,None,190.0,39.460313549999995,-0.34172347035523554
